Session_ID,Trial_ID,Subject_ID,Timestamp,Vicon_Recv_Timestamp,Vicon_Recv_Timestamp_Mono,Vicon_Frame_Num,Vicon_Subject_Name,Vicon_Gap_Flag,Vicon_Gap_Size,Vicon_Original_Valid_Flag,Vicon_LTOE_X,Vicon_LTOE_Y,Vicon_LTOE_Z,Vicon_LANK_X,Vicon_LANK_Y,Vicon_LANK_Z,Vicon_LHEE_X,Vicon_LHEE_Y,Vicon_LHEE_Z,Vicon_RTOE_X,Vicon_RTOE_Y,Vicon_RTOE_Z,Vicon_RANK_X,Vicon_RANK_Y,Vicon_RANK_Z,Vicon_RHEE_X,Vicon_RHEE_Y,Vicon_RHEE_Z
independent_20260514_160619,trial_001,subject_001,1778745979.760889,1778745979.760889,44877.0107075,479272,BBS05,0,0,1,-66.80960675566307,858.2156977022062,46.776957537443316,-112.14582407350979,645.7685060208968,53.470038644435654,-57.5561291984818,571.5246154264516,59.74817705892307,165.21910364515003,883.4938471888478,39.92534854053772,180.08108705954268,661.5468564898009,46.19117490210008,118.33103308699471,601.450671360534,59.76685903510427
independent_20260514_160619,trial_001,subject_001,1778745979.7712631,1778745979.7712631,44877.0208355,479273,BBS05,0,0,1,-66.80554410829266,858.2535093208273,46.7691334884216,-112.1527798006926,645.7686585348563,53.469666618301616,-57.513261691818954,571.5028389979376,59.72168961445344,165.22448262261798,883.4980365507097,39.90391031865249,179.77830338260995,661.8534808669572,45.79607625198642,118.31871200894953,601.4880941595572,59.84650805271191
independent_20260514_160619,trial_001,subject_001,1778745979.7812045,1778745979.7812045,44877.0309096,479274,BBS05,0,0,1,-66.80858861529808,858.2620900276127,46.77086270287079,-112.15392745529317,645.7842885854982,53.47781652564799,-57.56696777005714,571.5717021980948,59.83839536033441,165.20562253413115,883.5256560565375,39.897930580334986,180.0722222301688,661.5103854978472,46.13075367306112,118.3282202462619,601.4955774920769,59.84304817069105
independent_20260514_160619,trial_001,subject_001,1778745979.7909162,1778745979.7909162,44877.040992,479275,BBS05,0,0,1,-66.78406311533456,858.3162874745291,46.75465235318031,-112.14899555691538,645.7915112561593,53.48209508057126,-57.56713021130471,571.5536894904221,59.790521879553744,165.2100804595505,883.52178952401,39.9127807590122,180.17165474559485,661.5483664145958,46.42754979761446,118.32903785591184,601.4723709271242,59.844918704833276
independent_20260514_160619,trial_001,subject_001,1778745979.8012633,1778745979.8012633,44877.0508068,479276,BBS05,0,0,1,-66.78726702691273,858.3105841466501,46.723568345758174,-112.17459379608806,645.8017468983411,53.477328860623146,-57.57997905995701,571.5731732914008,59.80070808833941,165.21413277055058,883.5257707047094,39.85446824581789,179.97862654587487,661.6370308564234,46.07890942242529,118.31897352862727,601.4691128527487,59.85028148717309
independent_20260514_160619,trial_001,subject_001,1778745979.8105423,1778745979.8105423,44877.0608089,479277,BBS05,0,0,1,-66.80095993207695,858.3171038690148,46.73034554608862,-112.1743482176941,645.8095229525959,53.47940940634642,-57.767611756423726,571.7256362050728,59.95648741049894,165.2131484525913,883.5160736228187,39.8599353532035,180.1134803793245,661.5984158066329,46.35170003182282,118.32679763657578,601.5048045956702,59.8518485156727
independent_20260514_160619,trial_001,subject_001,1778745979.820662,1778745979.820662,44877.0707491,479278,BBS05,0,0,1,-66.79858919804539,858.3185319964115,46.69962711541418,-112.17209256414925,645.8139435714036,53.48689640143774,-57.57886934670095,571.6041699684636,59.84581756519958,165.21846310707082,883.5103880827916,39.8415989379245,180.21030267290263,661.6004993434667,46.61356295468078,118.309391454426,601.5049363964887,59.851447644343054
independent_20260514_160619,trial_001,subject_001,1778745979.8308065,1778745979.8308065,44877.0807595,479279,BBS05,0,0,1,-66.8082176987509,858.3044384712706,46.6783882883225,-112.17632143865995,645.8289945211907,53.49272266053756,-57.52686657626074,571.6054276194611,59.90449070376205,165.2016755696698,883.5329139993455,39.83055400865722,180.09877676029785,661.6336641501061,46.39265919086025,118.31389649444374,601.5055607533989,59.87282503052938
independent_20260514_160619,trial_001,subject_001,1778745979.8408086,1778745979.8408086,44877.0907782,479280,BBS05,0,0,1,-66.78982006989655,858.3346331386322,46.643945449650815,-112.17473846380135,645.8296610499132,53.4996892100197,-57.72970045104382,571.7529511353074,60.009312668659945,165.21851590155737,883.5108726457934,39.813326200627415,180.13065465679,661.6275510741785,46.50347927457644,118.30246973005582,601.507314802052,59.86748710861922
independent_20260514_160619,trial_001,subject_001,1778745979.8510907,1778745979.8510907,44877.1007837,479281,BBS05,0,0,1,-66.80774708222782,858.3238551714755,46.634282149363685,-112.18032662362218,645.8464495740535,53.50192643183706,-57.712349462954926,571.6919659655168,59.88073900394697,165.2017293848256,883.5335156222948,39.814011405440766,180.13053751167075,661.6309020318257,46.54899385233799,118.29854585565637,601.5127536216079,59.86294958826491
