Session_ID,Trial_ID,Subject_ID,Timestamp,Planter_Recv_Timestamp,Planter_Recv_Timestamp_Mono,Planter_Side,Planter_Side_Seq,Planter_Read_Seq,Planter_Candidate_Frame_Seq,Planter_Parse_OK_Flag,Planter_Init_OK_Flag,Planter_Frame_Length,Planter_Frame_Length_Mode,Planter_All_Zero_Flag,Planter_Review_Flag,Planter_0,Planter_1,Planter_2,Planter_3,Planter_4,Planter_5,Planter_6,Planter_7,Planter_8,Planter_9,Planter_10,Planter_11,Planter_12,Planter_13,Planter_14,Planter_15,Planter_16,Planter_17
independent_20260430_185659,trial_001,subject_001,1777546620.5327888,1777546620.5327888,269412.14173,Left,1,4,1,1,1,38,safe_38,0,0,0,21252,33287,0,0,33536,0,22274,20487,0,0,33797,0,45313,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546620.6629076,1777546620.6629076,269412.2718744,Left,2,8,2,1,1,38,safe_38,0,0,0,41732,56326,0,0,7936,0,42498,55558,0,0,7429,0,2,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546620.852078,1777546620.852078,269412.4616713,Left,3,12,3,1,1,38,safe_38,0,0,0,58628,58885,0,0,0,0,59394,15622,0,0,3589,0,29698,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546621.0327818,1777546621.0327818,269412.6422403,Left,4,16,4,1,1,38,safe_38,0,0,0,1285,7429,0,0,0,0,12803,21253,0,0,40195,0,34818,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546621.172606,1777546621.172606,269412.7815976,Left,5,20,5,1,1,38,safe_38,0,0,0,33285,30980,0,0,0,0,771,4357,0,0,51968,0,10498,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546621.3032947,1777546621.3032947,269412.9122179,Left,6,24,6,1,1,38,safe_38,0,0,0,32516,29699,0,0,0,0,44289,12548,0,0,0,0,22016,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546621.492474,1777546621.492474,269413.1018419,Left,7,28,7,1,1,38,safe_38,0,0,0,54529,771,0,0,0,0,0,39683,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546621.6127355,1777546621.6127355,269413.2217369,Left,8,32,8,1,1,38,safe_38,0,0,0,0,56065,0,0,0,0,0,54530,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546621.672427,1777546621.672427,269413.2822458,Left,9,35,9,1,1,38,safe_38,0,0,0,0,768,0,0,0,0,0,21506,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546621.9124746,1777546621.9124746,269413.5217132,Left,10,39,10,1,1,38,safe_38,0,0,0,0,0,0,0,0,0,0,19713,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546622.0624099,1777546622.0624099,269413.6717673,Left,11,43,11,1,1,38,safe_38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546622.2517867,1777546622.2517867,269413.8615812,Left,12,47,12,1,1,38,safe_38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546622.3928928,1777546622.3928928,269414.0018384,Left,13,51,13,1,1,38,safe_38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546622.5329564,1777546622.5329564,269414.141868,Left,14,55,14,1,1,38,safe_38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546622.7228115,1777546622.7228115,269414.331703,Left,15,59,15,1,1,38,safe_38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546622.9025564,1777546622.9025564,269414.5118549,Left,16,63,16,1,1,38,safe_38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546623.1126685,1777546623.1126685,269414.7219647,Left,17,67,17,1,1,38,safe_38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546623.3018188,1777546623.3018188,269414.911576,Left,18,71,18,1,1,38,safe_38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546623.3924928,1777546623.3924928,269415.0015539,Left,19,74,19,1,1,38,safe_38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546623.5931473,1777546623.5931473,269415.2020485,Left,20,78,20,1,1,38,safe_38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546623.7228062,1777546623.7228062,269415.331684,Left,21,82,21,1,1,38,safe_38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546623.9129565,1777546623.9129565,269415.5218346,Left,22,86,22,1,1,38,safe_38,0,0,0,0,49921,0,0,0,0,0,28164,0,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546624.0822358,1777546624.0822358,269415.6917656,Left,23,90,23,1,1,38,safe_38,0,0,0,0,36361,54025,0,0,0,0,34315,25099,0,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546624.2527266,1777546624.2527266,269415.8618878,Left,24,94,24,1,1,38,safe_38,0,0,0,0,10249,1551,0,0,0,0,3341,31760,40192,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546624.3829157,1777546624.3829157,269415.9924251,Left,25,98,25,1,1,38,safe_38,0,0,0,0,26379,10512,60928,0,0,0,63503,57361,3075,0,0,0,0,0,0,0
independent_20260430_185659,trial_001,subject_001,1777546624.4926207,1777546624.4926207,269416.1017342,Left,26,102,26,1,1,38,safe_38,0,0,0,0,11019,36111,41473,0,0,0,22288,7954,35332,0,0,0,0,0,0,0
