Session_ID,Trial_ID,Subject_ID,Timestamp,IMU_Recv_Timestamp,IMU_Recv_Timestamp_Mono,IMU_Device_ID,IMU_Device_Name,IMU_Device_Seq,IMU_Parse_OK_Flag,IMU_Acc_X,IMU_Acc_Y,IMU_Acc_Z,IMU_Gyro_X,IMU_Gyro_Y,IMU_Gyro_Z,IMU_Roll,IMU_Pitch,IMU_Yaw,IMU_Quat_x,IMU_Quat_y,IMU_Quat_z,IMU_Quat_w
independent_20260430_173541,trial_001,subject_001,1777541741.6980197,1777541741.6980197,264533.3078665,9,Trunk,1,1,0.7082,9.4411,0.8039,-5.188,-21.6064,-10.3149,96.8555,-2.829,-21.7474,0.7376,0.125,-0.1433,0.648
independent_20260430_173541,trial_001,subject_001,1777541741.6990194,1777541741.6990194,264533.3084834,10,L_Femur,1,1,-0.5934,9.3598,1.8519,0.4272,-43.7622,-1.1597,81.1615,2.2961,-25.9882,0.6303,0.1611,-0.158,0.7428
independent_20260430_173541,trial_001,subject_001,1777541741.6990194,1777541741.6990194,264533.30865,11,L_Tibia,1,1,-0.2058,7.6228,-0.2058,-21.9116,-51.9409,0.7935,80.8704,-0.2032,-39.6936,0.6105,0.2189,-0.2595,0.7155
independent_20260430_173541,trial_001,subject_001,1777541741.6990194,1777541741.6990194,264533.3087983,12,L_Foot,1,1,-0.1388,4.3162,7.8572,-36.6211,5.188,-62.5,-19.5721,6.6467,-121.6901,-0.1326,-0.1204,-0.864,0.4707
independent_20260430_173541,trial_001,subject_001,1777541741.6990194,1777541741.6990194,264533.3089949,13,R_Femur,1,1,-0.0766,9.087,-2.206,37.2314,-19.8364,-8.728,107.7539,-2.9388,-46.7029,0.7473,0.3062,-0.2526,0.5328
independent_20260430_173541,trial_001,subject_001,1777541741.6990194,1777541741.6990194,264533.3092462,14,R_Tibia,1,1,0.0239,9.2401,-2.718,18.4937,-14.1602,-5.0659,104.859,-2.5323,179.3079,-0.0087,-0.7925,0.6095,0.0212
independent_20260430_173541,trial_001,subject_001,1777541741.7005277,1777541741.7005277,264533.3094215,9,Trunk,2,1,0.5407,9.5272,0.6938,-5.4321,-24.0479,-10.8643,96.7621,-2.5708,-22.1924,0.7363,0.1292,-0.1442,0.6484
independent_20260430_173541,trial_001,subject_001,1777541741.7005277,1777541741.7005277,264533.3095783,10,L_Femur,2,1,-0.445,9.2976,1.9236,0.2441,-49.7437,-3.2959,81.134,2.2247,-26.7078,0.6292,0.1645,-0.1631,0.7419
independent_20260430_173541,trial_001,subject_001,1777541741.7005277,1777541741.7005277,264533.3097513,11,L_Tibia,2,1,-0.2058,7.7185,-0.2823,-4.0894,-63.5376,2.6855,80.7001,-0.434,-40.8691,0.6077,0.2233,-0.2684,0.7133
independent_20260430_173541,trial_001,subject_001,1777541741.7005277,1777541741.7005277,264533.3099554,12,L_Foot,2,1,0.2919,4.1439,7.2304,-21.9116,-3.2959,-60.9741,-20.0391,6.3171,-122.5635,-0.1311,-0.1263,-0.8669,0.464
