Session_ID,Trial_ID,Subject_ID,Timestamp,IMU_Recv_Timestamp,IMU_Recv_Timestamp_Mono,IMU_Device_ID,IMU_Device_Name,IMU_Device_Seq,IMU_Parse_OK_Flag,IMU_Acc_X,IMU_Acc_Y,IMU_Acc_Z,IMU_Gyro_X,IMU_Gyro_Y,IMU_Gyro_Z,IMU_Roll,IMU_Pitch,IMU_Yaw,IMU_Quat_x,IMU_Quat_y,IMU_Quat_z,IMU_Quat_w
independent_20260430_165242,trial_001,subject_001,1777539162.4340806,1777539162.4340806,261954.0434784,15,R_Foot,1,1,0.9188,1.5312,9.6899,3.7842,-0.9766,-0.2441,9.5032,-5.2789,-98.042,0.0889,0.0324,-0.7541,0.65
independent_20260430_165242,trial_001,subject_001,1777539162.435082,1777539162.435082,261954.0440928,9,Trunk,1,1,1.5456,9.4842,-0.847,-4.8218,-13.0005,-4.8218,98.7286,-5.4987,-13.1067,0.7566,0.0555,-0.1104,0.6421
independent_20260430_165242,trial_001,subject_001,1777539162.435082,1777539162.435082,261954.0443522,10,L_Femur,1,1,0.646,8.91,1.6317,-10.7422,-18.6157,-5.0049,78.4039,0.1044,-22.8516,0.6194,0.1259,-0.1529,0.7597
independent_20260430_165242,trial_001,subject_001,1777539162.435082,1777539162.435082,261954.044512,11,L_Tibia,1,1,0.7465,8.3692,-1.7322,-33.8745,-38.7573,-8.1787,91.8677,-0.9229,-21.8573,0.7065,0.1307,-0.1375,0.6818
independent_20260430_165242,trial_001,subject_001,1777539162.435082,1777539162.435082,261954.0446537,12,L_Foot,1,1,-0.8661,2.3687,7.9864,-28.0762,4.7607,-40.3442,-7.9266,8.4155,-116.3342,-0.0985,-0.02,-0.8479,0.5205
independent_20260430_165242,trial_001,subject_001,1777539162.435082,1777539162.435082,261954.0447862,13,R_Femur,1,1,0.6891,9.2976,-2.4356,31.4941,-33.3252,-5.3711,107.243,-6.0754,-26.2079,0.7902,0.1517,-0.1758,0.5672
independent_20260430_165242,trial_001,subject_001,1777539162.50351,1777539162.50351,261954.1133058,9,Trunk,2,1,1.5312,9.4938,-0.7561,-5.7983,-11.2915,-6.6528,98.6462,-5.3888,-13.266,0.756,0.0571,-0.1106,0.6426
independent_20260430_165242,trial_001,subject_001,1777539162.5045097,1777539162.5045097,261954.1135373,10,L_Femur,2,1,0.6747,8.5846,1.6892,-7.2632,-16.1743,-6.4087,78.2831,0.1428,-23.1042,0.6183,0.1274,-0.1545,0.76
independent_20260430_165242,trial_001,subject_001,1777539162.5045097,1777539162.5045097,261954.1137321,11,L_Tibia,2,1,0.6508,8.2592,-1.6892,-25.2686,-32.8979,-8.667,91.3293,-0.7251,-22.5385,0.7023,0.1354,-0.141,0.6845
independent_20260430_165242,trial_001,subject_001,1777539162.5045097,1777539162.5045097,261954.113878,12,L_Foot,2,1,-0.6556,2.4021,8.5415,-22.2778,2.9907,-34.2407,-8.4924,8.3771,-117.0703,-0.1007,-0.025,-0.8512,0.5145
