frame_num,recv_timestamp,Root_x,Root_y,Root_z,L_Femur_x,L_Femur_y,L_Femur_z,L_Tibia_x,L_Tibia_y,L_Tibia_z,L_Foot_x,L_Foot_y,L_Foot_z,L_Toe_x,L_Toe_y,L_Toe_z,R_Femur_x,R_Femur_y,R_Femur_z,R_Tibia_x,R_Tibia_y,R_Tibia_z,R_Foot_x,R_Foot_y,R_Foot_z,R_Toe_x,R_Toe_y,R_Toe_z
6417,1777036177.2316,979.0212622374405,509.91165013646827,853.3560500588445,973.8445371914773,504.778360201742,857.5762088482867,961.4317318445618,503.7759953625722,828.7501742494462,981.7971462561483,497.79557845709445,805.9783675103881,976.9025946446059,495.42765299488366,791.2851317609035,984.1979872834037,515.0449400711946,849.1358912694024,988.275281365011,537.1986412355357,827.2586898890171,992.6851717195316,559.9808857089548,806.507957938205,991.4308909686509,568.8321603165609,793.6418551529289
6418,1777036177.244601,980.5307208548052,506.69387599091226,854.0434897317442,975.3349015418446,501.61904461619923,858.3106241506329,963.1660620480457,500.6703667318536,829.3789443136327,983.51030322737,492.97212762407474,807.1096911120335,978.5853212728296,490.557735838149,792.4341962885504,985.7265401677657,511.7687073656253,849.7763553128556,989.6632135949271,534.0314523061886,827.9842573738302,993.8717044697815,556.7928554837896,807.1689312264226,992.5817841684783,565.56338527767,794.2511606752201
6419,1777036177.2456021,982.0707578261317,503.2753877196844,855.083041235394,976.8580498399456,498.2581017236316,859.3973667502497,964.9124712806024,497.41400474432913,830.3695629112256,985.1014457247582,488.00667067242466,808.6215043948247,980.1499015917883,485.557518255309,793.9607149754393,987.2834658123179,508.2926737157371,850.7687157205384,991.0739215629202,530.6647975148438,829.0628809182338,995.0749201742531,553.4040257057442,808.1825029505278,993.7553493100304,562.098103432371,795.2161376741584
6420,1777036177.2576005,983.5456091073173,499.89120123684614,856.4623143881541,978.3154338906509,494.92825688717545,860.8181539798529,966.5632009970495,494.2345831621968,831.7075617268156,986.466360350056,483.1923247180014,810.4707199441866,981.4937826900492,480.7162370071676,795.8215785247712,988.7757843239838,504.85414558651684,852.1064747964554,992.441893202282,527.3112773061764,830.4671674331618,996.2635944768433,550.0147741038855,809.5144467218935,994.919302017156,558.6326545027034,796.4998434441492
6421,1777036177.269779,984.9936657198972,496.2727313193111,858.1083111611579,979.7454178930275,491.36718553277433,862.5072204859246,968.158083412588,490.8804420105666,833.3264133873062,987.6541838464685,478.3185275526241,812.5617548130997,982.6638435551699,475.8302494380098,797.920721411596,990.2419135467669,501.1782771058479,853.7094018363912,993.8056923427418,523.6881933107657,832.1078765271518,997.4836687373968,546.3514511033961,811.0859853528278,996.1181327870629,554.8983570507617,798.0268661804714
6422,1777036177.2802954,986.4491685962304,492.8176525115644,859.9716541290609,981.1885226427726,487.95984590876566,864.4085682735697,969.7159628563662,487.72884746953605,835.1793063223473,988.7095808484348,473.80594923586324,814.8208669659981,983.7029121550103,471.3142277125015,800.1859950599351,991.7098145496882,497.67545911436315,855.5347399845521,995.1856892810015,520.2059308438743,833.9403221632102,998.7387403296533,542.8041746802846,812.8271538449354,997.353025135084,551.2777650925711,799.7224622351752
6423,1777036177.2932932,987.9061973141644,489.48781784372704,862.0397700468983,982.6317826554244,484.6755581332501,866.5098477252121,971.2212380122437,484.757890439324,837.2555243715243,989.6477317689424,469.65484653124065,817.2197297722369,984.6249066223631,467.1714887196253,802.5889729637545,993.1806119729043,494.300077554204,857.5696923685845,996.5506047018664,516.8264399482002,835.9542143760472,999.9714876508091,539.359308284075,814.7495432612255,998.5669751010139,547.7571877766222,801.5981993075189
6424,1777036177.3062909,989.4265194532845,486.16829808760616,864.1946169514565,984.1424163797974,481.3955222221583,868.6954783368507,972.7465276906072,481.84283685285226,839.4387462372206,990.5654615552439,465.7427636747389,819.6310731717874,985.5230502286068,463.2844366332625,805.0028265429969,994.7106225267717,490.941073953054,859.6937555660624,997.9761141708401,513.4283896056903,838.0216550309045,1001.2762064435998,535.8836161761009,816.7157200985251,999.8518068396539,544.2061723028779,803.5187117804442
6425,1777036177.3062909,991.0119661260113,482.9483571583587,866.4023813670323,985.7224305736474,478.2082515176691,870.9312995732877,974.293307176037,479.06916547804025,841.6967872965315,991.4929794295535,462.15634742518984,822.0194263819479,986.4258101272223,459.7403857659669,807.392676647805,996.3015016783752,487.6884627990483,861.8734631607769,999.4532396300385,510.1080632385237,840.1145384041836,1002.6318372373757,532.4777123624597,818.7003844866783,1001.1860752351505,540.723359657619,805.4575012590981
6426,1777036177.3194075,992.685547516665,479.6101300549565,868.59354426145,987.392923761705,474.8996152306265,873.1496469646132,975.88765682808,476.2290444345499,843.9625917290715,992.4690963868768,458.67033442603116,824.3203352987451,987.369503122514,456.3210187479794,809.6939978335594,997.978171271625,484.32064487928653,864.0374415582868,1000.9874079414049,506.65657282538075,842.1725482359559,1004.0238614807296,528.945739312101,820.6540984797402,1002.5550264781058,537.1166539012539,807.3675051701515
6427,1777036177.3327656,994.4462261818923,476.45937239312076,870.7449122748484,989.1555492195477,471.76925762916,875.3242625283847,977.5312906776522,473.60880521873105,846.2121444233474,993.5230949855516,455.5710524337541,826.515130890177,988.3817100486069,453.30836739557935,811.8897659165857,999.7369031442369,481.1494871570815,866.1655620213121,1002.5809716082684,503.39213126203333,844.1837786465009,1005.4541621034234,525.5957346102643,822.5547368874917,1003.9605594939277,533.688073543886,809.2228921130101
6428,1777036177.343765,996.1982987682378,472.9178066298531,872.7652378037409,990.9125767353989,468.2491708952329,877.3721750653671,979.1464074819787,470.65623247231173,848.3586255029852,994.5682254314162,452.2693888683879,828.530307720096,989.3751441838841,450.12740030122575,813.9050324954292,1001.4840208010767,477.58644236447327,868.1583005421147,1004.148032640332,499.7396495527072,846.0639303374617,1006.8452434794292,521.8681294044576,824.3354673034567,1005.3267364124591,529.8890241196204,810.9633220934162
6429,1777036177.344766,997.9404837754382,469.50096621302043,874.662638523308,992.6612032852827,464.84650926854874,879.2912577582302,980.7330390029863,467.8478374249538,850.3994999595624,995.6311367881688,449.24599856379183,830.3722948114022,990.3749939862139,447.2494812520895,815.7489653433192,1003.2197642655938,474.1554231574921,870.0340192883858,1005.7095589523581,496.208626970832,847.8196125546956,1008.2374005698725,518.2545134144627,825.9870776503084,1006.6926902207772,526.2014970456635,812.5738675809254
6430,1777036177.3587646,999.5679837005824,465.84611925818723,876.3720509078287,994.2982499075825,461.2038175747631,881.0236988732881,982.1992506148212,464.8469267950611,852.2771388379116,996.611641364903,446.1371534606693,831.9966544422513,991.2815184399454,444.3193773929257,817.3767925060033,1004.8377174935823,470.48842094161137,871.7204029423692,1007.1532663985764,492.47102866936046,849.4173553187538,1009.5035976808639,514.4386575016562,827.4863293730764,1007.9349613293589,522.3153110598495,814.0344673464456
6431,1777036177.3702724,1001.0848878808587,461.920215226326,877.8993953693774,995.824670955709,457.29428859329425,882.578049946256,983.5601756274484,461.61427395092926,853.9958417845751,997.528941954055,442.89815588576107,833.4130537187339,992.1134885534842,441.2936990155251,818.7995850722978,1006.3451048060083,466.5461418593577,873.2207407924989,1008.4897379412313,488.46592510357425,850.8389090134277,1010.6677674662009,510.3683589397016,828.8250440160582,1009.0769375045082,518.1791914672516,815.3374557022743
6432,1777036177.3827853,1002.330185533267,457.56056498397896,879.1689882386775,997.079291966804,452.95335643975136,883.8764965124083,984.6644641231287,457.9939364397668,855.4777756711429,998.2244547526464,439.3507747160127,834.5581712831691,992.7163363737129,437.9971411760705,819.9539530081031,1007.58107909973,462.16777352820657,874.4614799649466,1009.5782810304402,484.057556634865,852.0366873786999,1011.5991866912632,505.89847638241105,829.9468517620346,1009.9906707147655,513.6510114759234,816.4277630634652
6433,1777036177.395602,1003.3348826643564,453.11583184668024,880.2157416396482,998.0931201319717,448.5278564131643,884.952121579973,985.546732680686,454.3131855983108,856.7538792466912,998.7515579341998,435.8310731382142,835.4673863059437,993.1455361745617,434.75718172749123,820.8771786127334,1008.5766451967412,457.7038072801962,875.4793616993234,1010.4514003959117,479.58666589447864,853.0372465058913,1012.3356075025685,501.3710067051134,830.8795631498785,1010.7133888954044,509.0658111991636,817.3291655966151
6434,1777036177.3966017,1004.1221725519486,448.34562884065963,880.9731272628562,998.8878768222237,443.77722145960723,885.736601853751,986.2330754804472,450.34199164548437,857.7583506941171,999.1194527033424,432.09002256445956,836.0816909095804,993.4133979865535,431.328710605087,821.5106159000933,1009.3564682816734,452.914036221712,876.2096526719614,1011.1232128324098,474.8351941804409,853.7961703457884,1012.8713692136251,496.55500942697415,831.5641158387648,1011.2391702113923,504.1973252823012,817.9852418778246
6435,1777036177.407602,1004.5810322647903,443.3063219847925,881.4592114624734,999.3532174117736,438.76297995143483,886.2536752483489,986.6255081762442,446.1277334862308,858.5086114435511,999.2395741351488,428.17506455169416,836.4256385732305,993.4372802541044,427.75619937555246,821.878720654139,1009.8088471178071,447.8496640181501,876.6647476765978,1011.5026698332985,469.8298210345358,854.3034774826154,1013.1475981031159,491.4931474784878,832.0085190603642,1011.5107834703465,499.08739482939694,818.4032580083397
6436,1777036177.4201148,1004.7172601530034,437.9938219208902,881.647993264657,999.4943751113682,433.4797144989301,886.475331453394,986.7312009503211,441.6613807843684,858.9765230306047,999.1144515349267,424.0677423867261,836.4778638356247,993.2230646053001,424.01967012908676,821.9608347881218,1009.9401451946386,442.5079293428503,876.82065507592,1011.5962303259475,464.57115715057705,854.538507439595,1013.167749702344,486.1788063990357,832.1843021644085,1011.5313164320843,493.7296623547638,818.5548655014203
6437,1777036177.4341187,1004.5990325945999,432.64470088259765,881.5447827599808,999.3792969357837,428.16009407196447,886.4029253443103,986.6135875446678,437.16272014228554,859.1630257460314,998.8141710180454,419.98801562595094,836.2447806045349,992.8420347008101,420.3321521353028,821.7647929963266,1009.818768253416,437.1293076932308,876.6866401756512,1011.4615739570855,459.29810085369223,854.5085306580787,1012.9795608004009,480.8518787882582,832.098688057763,1011.3469533668161,488.35918303530383,818.44475605366
6438,1777036177.447118,1004.163666431674,427.1085377567402,881.1109446651351,998.945736737077,422.65478675419166,885.9993185944813,986.2159793716979,432.48741186609584,859.0309018190735,998.2711856235619,415.7765885989482,835.6965695886632,992.2293888027747,416.5359103678554,821.2613693860279,1009.3815961262709,431.5622887592887,876.2225707357888,1011.0423955908913,453.87086735506426,854.186422961752,1012.5265815952131,475.35891691816005,831.7112902467155,1010.902664794336,482.825696415569,818.0341201657567
6439,1777036177.4481177,1003.4297164011421,421.5025200346141,880.3583198091361,998.209627531962,417.0816409484489,885.2741501832378,985.5526638646552,427.73462608200936,858.5844907434213,997.5016264862423,411.52818583352916,834.8432974410546,991.4018209631857,412.72113821445953,820.4619164065261,1008.6498052703221,425.9233991207793,875.4424894350344,1010.3702580486496,448.37908667937984,853.5608788669608,1011.8585626432284,469.7969913278368,831.0191623710205,1010.2469315370665,477.2246272753153,817.3192443905378
6440,1777036177.459179,1002.4133568500446,415.88225073597613,879.2772036097274,997.1856473189608,411.49503847012636,884.2150482363397,984.6354275831202,422.95477494548413,857.8107083081718,996.5147213237951,407.2864582050139,833.6765643742542,990.3685161835002,408.9281429120921,819.3593049661646,1007.6410663811283,420.2694630018259,874.3393589831151,1009.4631204080888,442.88274960432784,852.6289437245182,1010.9889274547953,464.21513288920295,830.0087755349713,1009.3927467545345,471.6041414076955,816.2861794413623
6441,1777036177.469178,1001.1196536974096,410.2543216553249,877.8719295653785,995.8842932305812,405.90142127784543,882.8319847112091,983.4739275224802,418.1511439134852,856.7178149774064,995.3168718484121,403.04918325358324,832.2076920360657,989.1356998568097,405.1525096484063,817.9660624190014,1006.355014164238,414.6072220328043,872.911874419548,1008.3126848272123,437.38874487240037,851.3899673193614,1009.9046924408191,458.63347041330667,828.6919977817624,1008.32737857365,465.9838875976883,814.9465137436299
6442,1777036177.4826903,999.5764390103611,404.70174059210495,876.1490284508641,994.3341017584987,400.38136927572407,881.1301106415029,982.092687625856,413.3969277132933,855.3083027819412,993.9311632787928,398.8849640205402,830.442179709073,987.7256989518387,401.4587225645614,816.2886337679828,1004.8187762622235,409.02211190848584,871.1679462602252,1006.9492356135303,431.9759285024453,849.8464503167397,1008.6385379101478,453.1260200052517,827.0672808882125,1007.0827189392285,460.4364724125519,813.2980544686601
6443,1777036177.4946926,997.8674530538799,399.2922565304731,874.111002746871,992.605605110829,395.0055742893901,879.1006119050882,980.5524753556186,408.7567345878316,853.5731679261975,992.4175998500616,394.8594568040446,828.3708830374891,986.1967548594359,397.9082390567805,814.3188049833155,1003.1293009969309,403.57893877155607,869.1213935886539,1005.4677059166244,426.70199677045247,848.0055513427003,1007.2779343756777,447.73071351228896,825.1235318121251,1005.7448760404977,454.99931340363224,811.3296175372329
6444,1777036177.4956899,995.8958940484229,394.0198270353681,871.7981356111165,990.6242673772692,389.765177117941,876.8048105839592,978.7839047279775,404.2245584858836,851.5708088138392,990.7084434442321,390.96419381131966,826.0553472702553,984.4823328017039,394.49054487906665,812.1177980711827,1001.1675207195765,398.2744769527952,866.7914606382739,1003.7503787325168,421.5652523339547,845.88951409796,1005.7128987699041,442.4682179805487,822.9050581557335,1004.205662265989,449.6922284809472,809.0848991959397
