Session_ID,Trial_ID,Subject_ID,Timestamp,Vicon_Recv_Timestamp,Vicon_Recv_Timestamp_Mono,Vicon_Frame_Num,Vicon_Subject_Name,Vicon_Gap_Flag,Vicon_Gap_Size,Vicon_Original_Valid_Flag,Vicon_LASI_X,Vicon_LASI_Y,Vicon_LASI_Z,Vicon_RASI_X,Vicon_RASI_Y,Vicon_RASI_Z,Vicon_LPSI_X,Vicon_LPSI_Y,Vicon_LPSI_Z,Vicon_RPSI_X,Vicon_RPSI_Y,Vicon_RPSI_Z,Vicon_LTHI_X,Vicon_LTHI_Y,Vicon_LTHI_Z,Vicon_LKNE_X,Vicon_LKNE_Y,Vicon_LKNE_Z,Vicon_LTIB_X,Vicon_LTIB_Y,Vicon_LTIB_Z,Vicon_LANK_X,Vicon_LANK_Y,Vicon_LANK_Z,Vicon_LHEE_X,Vicon_LHEE_Y,Vicon_LHEE_Z,Vicon_LTOE_X,Vicon_LTOE_Y,Vicon_LTOE_Z,Vicon_RTHI_X,Vicon_RTHI_Y,Vicon_RTHI_Z,Vicon_RKNE_X,Vicon_RKNE_Y,Vicon_RKNE_Z,Vicon_RTIB_X,Vicon_RTIB_Y,Vicon_RTIB_Z,Vicon_RANK_X,Vicon_RANK_Y,Vicon_RANK_Z,Vicon_RHEE_X,Vicon_RHEE_Y,Vicon_RHEE_Z,Vicon_RTOE_X,Vicon_RTOE_Y,Vicon_RTOE_Z
independent_20260430_213431,trial_001,subject_001,1777556071.2663848,1777556071.2663848,278862.875663,2472704,001,0,0,1,27.467646108763375,741.2985986543481,813.357685507264,113.59612545427223,730.1264246662151,800.285155643299,28.739459290080205,515.9976135493185,860.1169335721206,88.63725953054386,508.76927949547974,848.4518157804912,-109.98658629647765,736.3328189303285,699.5935194955432,-89.42567283939427,816.7444743314321,416.00971462788885,-106.21158630552634,799.7720454522918,271.92109756742354,-49.32391811266554,787.7227750097146,73.8126388099585,4.7137186326900675,734.3907303453645,38.84791357911271,-4.164695220137971,1001.2494179363091,63.42129676789158,221.39616875421356,623.7070746110753,635.418899121603,195.95074694736695,544.711498921544,354.40493254750544,217.48431504810094,406.5953808758517,317.7491854189637,162.0940693125178,204.60179148191216,214.85232390470387,112.14458241116142,162.00702115424434,272.1081020241231,135.24905553113643,260.90853619375184,29.965933307308415
independent_20260430_213431,trial_001,subject_001,1777556071.275895,1777556071.275895,278862.8857158,2472705,001,0,0,1,26.00598498311618,741.3778518438004,815.7191075918277,112.27529578693566,729.6758565195848,802.4808312259203,27.266811850338307,515.9747150124608,862.1986379966679,87.10349552174716,508.5560160818779,849.8551628292151,-111.43023463070219,734.7451950200602,699.6413827106389,-90.33353968413617,809.1361322370685,415.1488512898242,-107.1559323921242,792.3325422886031,271.28665210903847,-49.95285206503271,774.4457016088827,73.59473633015106,4.080545431698081,720.5618264422404,38.756933206613205,-4.2023864162241935,987.8158138044708,62.21505065281638,219.86495036772322,628.9326208499783,636.3249936943334,195.31827273230158,559.8468655681598,354.1925164967439,216.92870548092918,420.9034807013091,320.5740596640982,162.26735520621781,218.22076230474636,224.06250028803964,112.06941400586474,187.1547470840781,283.14351916263814,137.83729719502873,254.68383326780307,30.333451072558127
independent_20260430_213431,trial_001,subject_001,1777556071.2868962,1777556071.2868962,278862.8962516,2472706,001,0,0,1,25.05461557059933,741.0927006155374,818.3318176027941,111.56865334871526,728.2760905792495,805.1662572951095,25.403876753107557,515.6772594308682,864.9224219160196,85.21929859795351,507.92317396015034,852.0730618781932,-112.63064322449038,732.3197314007016,700.1712687360362,-91.16176042967317,801.6965645559839,414.3091968099114,-107.27995416620749,782.9622431705228,270.78787944201116,-51.388501076467286,761.1690591303818,74.09515735074562,3.551364987937839,706.7079169458668,38.723941295566874,-5.494703877375749,975.2777258760422,61.75307190082182,218.5384590234298,633.4027288308272,638.0871028189995,194.99145875382547,575.2063991737971,355.01676237802286,216.38780917020142,435.42114466078453,324.02091558421745,160.89240564077684,229.99941860289695,233.33094224537717,107.90385197576475,203.4476925110737,291.63553238802245,141.19580391443236,259.29543078157894,36.32464630580643
independent_20260430_213431,trial_001,subject_001,1777556071.2968972,1777556071.2968972,278862.9059092,2472707,001,0,0,1,24.392992157811733,740.399512300245,820.8377949080094,110.74643561770168,727.1792339461801,807.9137529422059,23.363326256083536,515.0074819532695,868.0035957029658,82.99052048180832,506.9487427923388,854.8059022256775,-113.65789083804945,729.1194208281626,701.1535832953342,-90.84130535768361,794.3416771484553,413.6807267377902,-106.90632234507441,771.7238206444825,270.80998314123104,-51.53849569678842,747.5903898167469,74.39761849699451,3.037609400848984,692.9961121872634,38.81158809850573,-6.569029087798824,962.3908412108417,61.36865255010641,217.43936296438653,637.0581009642924,640.6689257888669,194.78106821296953,590.3900784504001,356.58704262517,215.84058474832975,449.7435417823358,328.2652055152289,159.54698028852974,242.39192207378684,240.53771087303625,104.0309190190112,214.2337336497631,297.5461226806091,145.37913061686237,275.301535689225,44.93952285851742
independent_20260430_213431,trial_001,subject_001,1777556071.3064082,1777556071.3064082,278862.915652,2472708,001,0,0,1,23.806683817322664,739.2186041962044,823.5580939305182,110.13823328412454,725.7530807849816,810.905074876618,21.543924318652568,513.9979266972174,871.3683347273557,81.16265185465373,505.6581851249146,857.9582689651888,-114.63775511420286,725.662947299991,702.2183821889429,-90.26889951800901,785.5838528432805,414.1497399211389,-106.18036448725947,759.1690102126258,271.4558288830918,-50.77768811687387,733.74490656067,74.35707580260122,2.471983264548279,679.1299635260687,39.024359544060765,-6.857691314487692,948.6274260859249,61.22534453919549,216.59206873295892,640.1213418675446,643.9366696295582,194.4867244989876,605.1175924591828,359.3094884127419,215.06128032986277,463.865835759515,333.4713064718121,159.16245655543048,256.834047190239,244.95390006276176,100.4226288033199,224.20360460531617,301.284669885725,148.7413863174954,296.2267369693316,52.9767486144207
independent_20260430_213431,trial_001,subject_001,1777556071.3164127,1777556071.3164127,278862.9259064,2472709,001,0,0,1,23.1888885746537,737.7869527547997,826.2635618522464,109.55715141062407,724.2090172300523,814.2848665202873,20.35979914967997,512.6765157589654,875.1032413640645,79.82691704042458,504.08725774109325,861.3998657732611,-115.18360223941183,721.8465155223589,703.4670516302525,-90.32249878486815,775.2370023489707,414.2606224281648,-105.79461116291169,745.6803514180907,272.4137940738601,-50.82170131512835,719.7420389376443,74.72101841265484,1.897216585474485,665.2083242838224,39.19087271489216,-7.387185752659044,934.9170202602317,61.23573693919258,216.0918057081235,642.9230793029069,647.9141490479868,194.14965822974347,619.6619495272917,363.43943042830796,213.58769483748296,478.3970994215422,338.85099178753967,157.93446863203144,272.56050150128647,248.96659032892705,96.95760866420365,235.64285481161335,302.77971432374,150.40971105716056,318.6667595083781,59.008747861706425
independent_20260430_213431,trial_001,subject_001,1777556071.3334093,1777556071.3334093,278862.9426421,2472710,001,0,0,1,22.52699469201596,736.8301326597042,829.1967765059347,108.97595349776716,722.655913470741,818.1319760970767,19.39833516800598,511.2205050771457,878.9367197621162,78.8936997136939,502.44419404840494,865.3863700975419,-115.42070356564595,718.0422954818723,704.9835224574302,-90.83596384591176,764.4045788446,414.24517367377285,-105.71852508868186,731.4111574209542,273.3280034815086,-51.06754330863654,705.9121755785195,75.08413413101843,1.279238674393421,651.3162724026274,39.65981907830883,-8.028043752422585,921.2467159620192,61.38403581827934,216.17970642364574,645.5205247587361,652.7584193185344,193.43851896113765,634.4427438951498,368.3791668989616,211.79915506081326,493.3259924714983,343.74841600405415,156.0016754768192,288.0514663580844,251.2304065732066,94.52526173213616,249.16887127920356,302.11548851657375,152.0763537990803,341.237698130018,62.72079117515184
independent_20260430_213431,trial_001,subject_001,1777556071.3354087,1777556071.3354087,278862.9452085,2472711,001,0,0,1,21.862324594520608,734.8018881547703,832.1817841928695,108.35734793431564,721.1719985300036,822.3538594902601,19.005642911839775,509.5396384333687,882.7801174406868,78.42717262119247,500.9910000435693,869.3616064373488,-115.51191209388118,714.0199038848486,706.4887712363299,-91.54392144298305,752.5672966377688,414.3885450666052,-106.18433223318526,717.4071038815986,274.13499261274353,-52.26939667978412,691.9424764293168,76.12407613626539,0.7292663070355648,637.1699644052193,40.08865779646395,-9.070384151492593,907.4803368411888,61.64737060378691,216.43471440032562,648.0839871274807,657.7989644950624,192.4692927409599,649.3339156981644,373.651184278084,210.30512685614048,508.44149593556756,347.7684465687967,154.15406767008378,304.0864028761671,251.35371860711513,92.345744372818,263.5547939710488,300.0193673314158,153.75350845867095,363.8482203389525,64.96051696890052
independent_20260430_213431,trial_001,subject_001,1777556071.3464081,1777556071.3464081,278862.9555887,2472712,001,0,0,1,20.971365363831513,732.860468560699,835.4255085134785,107.64218550541206,719.75843857333,826.8550258508496,18.91953508046463,507.64997158988683,886.3767944546105,78.39624805469565,499.27523325537004,873.3202658384814,-115.78413469314454,709.7864734216361,707.981100011026,-92.78864327046732,740.4362556125458,414.7441241155184,-107.05313224761397,703.9661744347595,274.88565375859235,-51.76789922004082,677.6976684609132,76.29322972805225,0.04007021100902714,622.959870349857,40.57527017119427,-9.680306623599051,893.5220773143883,61.68340739439207,216.82158811075655,651.1221843916101,663.040316029524,191.5379019734242,663.7491203924523,379.17324351119896,208.9412262602951,523.2862685383501,350.5919984634196,152.39886948159347,320.923595950835,250.54445052797337,89.38964827229671,278.29183973665016,296.448536795983,154.9927960748218,387.27030712207943,66.41832769606553
independent_20260430_213431,trial_001,subject_001,1777556071.3559253,1777556071.3559253,278862.9656279,2472713,001,0,0,1,20.080202302143093,731.0219675735813,838.9255691753337,106.43037306658286,719.5434774599694,831.5109689818735,18.78130440168717,505.7820883031353,889.893811902053,78.47461337079211,497.69779807314495,877.1219991171791,-115.96255636598082,705.2162570252541,709.4412681246739,-93.89410595714848,728.9155331164615,415.12584187404815,-108.17354455965493,691.5202675693153,275.50298984278754,-53.319456960479926,663.7018769830177,77.27041267279435,-0.6592555386193862,608.7456816867635,41.10919813710264,-10.344529506421004,879.3656418515357,61.802388847448896,217.09534129102136,654.637530613603,668.5199607784992,190.74583156831966,677.5444798685847,385.05748717775697,207.89438987353577,537.79022352551,352.5731969638076,150.21166396613398,337.7161073180633,247.99743451586272,86.50067942245458,293.4767438818362,291.2435722410758,155.98721140558948,411.27573324628264,66.86230869103053
