Session_ID,Trial_ID,Subject_ID,Timestamp,Vicon_Recv_Timestamp,Vicon_Recv_Timestamp_Mono,Vicon_Frame_Num,Vicon_Subject_Name,Vicon_Gap_Flag,Vicon_Gap_Size,Vicon_Original_Valid_Flag,Vicon_LTOE_X,Vicon_LTOE_Y,Vicon_LTOE_Z,Vicon_LANK_X,Vicon_LANK_Y,Vicon_LANK_Z,Vicon_LHEE_X,Vicon_LHEE_Y,Vicon_LHEE_Z,Vicon_RTOE_X,Vicon_RTOE_Y,Vicon_RTOE_Z,Vicon_RANK_X,Vicon_RANK_Y,Vicon_RANK_Z,Vicon_RHEE_X,Vicon_RHEE_Y,Vicon_RHEE_Z
independent_20260508_205734,trial_001,subject_001,1778245054.6087546,1778245054.6087546,967852.846442,33323,HZC0508,0,0,1,-126.3088477953818,617.4207706688924,53.20093675573166,-128.6071624102995,401.32865016141596,55.923743472663624,-59.26027832952159,342.14218125707555,62.249038186131536,124.73545353692127,736.9262908177768,46.58941893350691,172.97924822478512,518.8028179898524,56.10721397438667,123.10110196092606,451.253827622116,60.38368111496871
independent_20260508_205734,trial_001,subject_001,1778245054.6187618,1778245054.6187618,967852.8564413,33324,HZC0508,0,0,1,-126.27465340008047,617.3722617620897,53.24727115149866,-128.59731177650877,401.299006615307,55.89735489983253,-59.25075429401268,342.09393507085287,62.11863351317046,124.72808892608583,736.841114114644,46.74388701607131,172.9689750694699,518.8059072439814,56.1703918951649,123.1198681452153,451.2235723926543,60.38377602555426
independent_20260508_205734,trial_001,subject_001,1778245054.628781,1778245054.628781,967852.8664238,33325,HZC0508,0,0,1,-126.25665861528289,617.3425856495314,53.29776492124363,-128.63723932589858,401.25748650621904,55.84950385754895,-59.25524765567542,342.0272148873997,62.064850123542584,124.68828499969433,736.7539546156581,46.92921517606895,172.9779840992424,518.7019976571346,56.145174577517956,123.10722235989618,451.1789182000587,60.371766960396876
independent_20260508_205734,trial_001,subject_001,1778245054.6387858,1778245054.6387858,967852.8759527,33326,HZC0508,0,0,1,-126.23908418073628,617.3320592939318,53.279207327546665,-128.63122075846232,401.22764518702996,55.775883246411205,-59.28101149511413,341.9743061944469,61.99660119332703,124.65184663438515,736.6821672280377,47.188296578761054,172.96709674268234,518.662141812881,56.169289384208035,123.09363048395745,451.1077537160645,60.328900930803165
independent_20260508_205734,trial_001,subject_001,1778245054.6498637,1778245054.6498637,967852.8867039,33327,HZC0508,0,0,1,-126.24732425433987,617.3341643986495,53.22744705882944,-128.63884646373796,401.2363651404903,55.716897110334465,-59.307833889661545,341.92675387701706,61.908378169226204,124.56524709580343,736.6517781370248,47.5634840711197,172.93787919748397,518.5953503080345,56.22016155867305,123.0678700387858,451.05464744680415,60.24738826308856
independent_20260508_205734,trial_001,subject_001,1778245054.6585927,1778245054.6585927,967852.8961943,33328,HZC0508,0,0,1,-126.24354826051788,617.3526782361565,53.19714874686543,-128.66460571049635,401.2109365198628,55.64910091326013,-59.408920610391974,341.9038203903858,61.843457962194854,124.4452590222866,736.5174657661462,47.874159531966875,172.91277574663965,518.5306900709807,56.270053525615594,123.06381663756916,450.96565679983183,60.217578826398196
independent_20260508_205734,trial_001,subject_001,1778245054.669599,1778245054.669599,967852.9066699,33329,HZC0508,0,0,1,-126.23209166019488,617.3483774752156,53.13258801299756,-128.68620043650273,401.22644470590376,55.57595301961458,-59.449783425446576,341.8245066685558,61.775991854699505,124.43600896052737,736.3873015684244,48.2600127923705,172.86885414770617,518.4325308337224,56.32231708824269,122.94701602531629,450.7932802923712,60.11178968994507
independent_20260508_205734,trial_001,subject_001,1778245054.6786,1778245054.6786,967852.9165818,33330,HZC0508,0,0,1,-126.22214337345565,617.3313240202826,53.10839498718259,-128.65665676750893,401.22032612603556,55.454150738172665,-59.411546459241045,341.7844606856559,61.610403415736876,124.47485303018165,736.2524130146653,48.737676540501965,172.7565175451079,518.2639208427421,56.39708283525727,122.89708642182879,450.60879858447277,60.007766310303076
independent_20260508_205734,trial_001,subject_001,1778245054.6892836,1778245054.6892836,967852.9262477,33331,HZC0508,0,0,1,-126.22067688284956,617.3366306154336,53.08046171149562,-128.65767366326335,401.203957994617,55.33904068762059,-59.405291336307634,341.74997801304835,61.522921688990465,124.39044774148121,735.9666905785879,49.35070761920741,172.7167919895607,517.9928896480046,56.43729667817613,122.77465641997138,450.3488129772296,59.87579724839407
independent_20260508_205734,trial_001,subject_001,1778245054.6988697,1778245054.6988697,967852.9365,33332,HZC0508,0,0,1,-126.23185538649193,617.3161674893881,53.031288618122865,-128.59813517924113,401.18951053915265,55.16335938841321,-59.419337956000604,341.7148361344567,61.44506273288658,124.46750493709435,735.7155498962343,50.36165555489518,172.72121384313695,517.6230646036657,56.50307910793466,122.78388134554542,450.0604410503686,59.72663364715094
