Session_ID,Trial_ID,Subject_ID,Timestamp,Planter_Recv_Timestamp,Planter_Recv_Timestamp_Mono,Planter_Side,Planter_Side_Seq,Planter_Read_Seq,Planter_Candidate_Frame_Seq,Planter_Parse_OK_Flag,Planter_Init_OK_Flag,Planter_Frame_Length,Planter_Frame_Length_Mode,Planter_All_Zero_Flag,Planter_Review_Flag,Planter_0,Planter_1,Planter_2,Planter_3,Planter_4,Planter_5,Planter_6,Planter_7,Planter_8,Planter_9,Planter_10,Planter_11,Planter_12,Planter_13,Planter_14,Planter_15,Planter_16,Planter_17
independent_20260430_193355,trial_001,subject_001,1777548836.2109504,1777548836.2109504,271627.820205,Right,1,4,1,1,1,39,reference_style,0,1,0,0,5642,20489,0,0,0,0,22795,30728,0,0,0,0,16641,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548836.3611507,1777548836.3611507,271627.9703412,Right,2,8,2,1,1,39,reference_style,0,1,0,0,43276,25867,0,0,0,0,61710,46602,0,0,0,0,515,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548836.5501912,1777548836.5501912,271628.1599904,Right,3,12,3,1,1,39,reference_style,0,1,0,0,18190,36621,0,0,0,0,35089,60684,3072,0,0,0,42500,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548836.7405727,1777548836.7405727,271628.3502944,Right,4,16,4,1,1,39,reference_style,0,1,0,0,62222,271,0,0,0,0,53522,44046,49152,0,0,0,5894,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548836.97084,1777548836.97084,271628.5802411,Right,5,20,5,1,1,39,reference_style,0,1,0,0,32527,58127,8704,0,0,0,55571,35855,25089,0,0,0,9479,28416,0,0
independent_20260430_193355,trial_001,subject_001,1777548837.2075639,1777548837.2075639,271628.8170666,Right,6,24,6,1,1,39,reference_style,0,1,0,0,41999,8976,39680,0,0,0,21524,60943,6146,0,0,0,48903,4097,0,0
independent_20260430_193355,trial_001,subject_001,1777548837.410533,1777548837.410533,271629.0203016,Right,7,28,7,1,1,39,reference_style,0,1,0,0,9743,22543,2049,0,0,0,64787,61454,15362,0,0,0,54023,25089,0,0
independent_20260430_193355,trial_001,subject_001,1777548837.611182,1777548837.611182,271629.22016,Right,8,32,8,1,1,39,reference_style,0,1,0,0,39694,50957,20225,0,0,0,51219,41229,22786,0,0,0,52231,54785,0,0
independent_20260430_193355,trial_001,subject_001,1777548837.7613747,1777548837.7613747,271629.3704375,Right,9,35,9,1,1,38,reference_style,0,0,0,0,1294,40204,22273,0,0,0,18195,28684,30210,0,0,0,2824,17922,0,0
independent_20260430_193355,trial_001,subject_001,1777548837.9703522,1777548837.9703522,271629.5799979,Right,10,39,10,1,1,39,reference_style,0,1,0,0,62989,48139,47361,0,0,0,59666,47371,36610,0,0,0,61703,39682,24832,0
independent_20260430_193355,trial_001,subject_001,1777548838.2006698,1777548838.2006698,271629.8101514,Right,11,43,11,1,1,39,reference_style,0,1,0,0,47629,23306,50945,0,0,0,20498,26634,22786,0,0,0,38151,60418,10241,0
independent_20260430_193355,trial_001,subject_001,1777548838.3875203,1777548838.3875203,271629.9972821,Right,12,47,12,1,1,39,reference_style,0,1,0,0,29965,43529,36097,0,0,0,60689,58377,7426,0,0,0,29959,8195,29185,0
independent_20260430_193355,trial_001,subject_001,1777548838.5910518,1777548838.5910518,271630.2003863,Right,13,51,13,1,1,39,reference_style,0,1,0,0,23053,34312,23553,0,0,0,40465,63240,60161,0,0,0,23559,27651,63233,0
independent_20260430_193355,trial_001,subject_001,1777548838.8207777,1777548838.8207777,271630.4301975,Right,14,55,14,1,1,39,reference_style,0,1,0,0,22541,44039,3329,0,0,0,24593,14600,57089,0,0,0,14087,56579,45058,0
independent_20260430_193355,trial_001,subject_001,1777548838.961428,1777548838.961428,271630.5702903,Right,15,59,15,1,1,39,reference_style,0,1,0,0,22797,39942,53504,0,0,0,56336,18695,45569,0,0,0,9991,17156,17411,0
independent_20260430_193355,trial_001,subject_001,1777548839.174195,1777548839.174195,271630.7834456,Right,16,63,16,1,1,39,reference_style,0,1,0,0,38669,57861,55040,0,0,0,54288,32518,39425,0,46080,0,8967,46340,61699,0
independent_20260430_193355,trial_001,subject_001,1777548839.451478,1777548839.451478,271631.0603308,Right,17,67,17,1,1,39,reference_style,0,1,45568,0,42765,31748,35584,0,0,0,17168,5637,10497,1024,46081,0,46086,8453,39428,0
independent_20260430_193355,trial_001,subject_001,1777548839.5734649,1777548839.5734649,271631.1823757,Right,18,71,18,1,1,39,reference_style,0,1,36353,0,24333,20995,12544,0,0,0,46607,33795,45312,35584,60162,0,24326,58117,61189,0
independent_20260430_193355,trial_001,subject_001,1777548839.7009068,1777548839.7009068,271631.3101771,Right,19,74,19,1,1,38,reference_style,0,0,31234,0,56588,42497,0,0,33792,0,45326,15618,19712,32257,53508,0,22790,60934,56327,0
independent_20260430_193355,trial_001,subject_001,1777548839.9403927,1777548839.9403927,271631.5501179,Right,20,78,20,1,1,39,reference_style,0,1,27139,0,58379,0,0,0,64513,0,23821,14336,0,9474,48390,0,43269,45063,53513,0
independent_20260430_193355,trial_001,subject_001,1777548840.1107194,1777548840.1107194,271631.7201902,Right,21,82,21,1,1,39,reference_style,0,1,8964,0,43530,0,0,0,2819,0,16396,0,0,3842,34312,0,14596,42247,30731,0
independent_20260430_193355,trial_001,subject_001,1777548840.2798514,1777548840.2798514,271631.8899462,Right,22,86,22,1,1,39,reference_style,0,1,3333,0,31496,0,0,0,50436,0,39946,0,0,35072,30217,0,769,64260,46603,0
independent_20260430_193355,trial_001,subject_001,1777548840.5413058,1777548840.5413058,271632.1505272,Right,23,90,23,1,1,39,reference_style,0,1,57605,0,47366,0,0,0,39429,0,48649,0,0,0,8969,0,0,17921,61450,0
independent_20260430_193355,trial_001,subject_001,1777548840.7476034,1777548840.7476034,271632.3570973,Right,24,94,24,1,1,39,reference_style,0,1,26372,0,1543,0,0,0,31235,1536,30985,0,0,0,16646,0,0,0,44039,0
independent_20260430_193355,trial_001,subject_001,1777548840.9411416,1777548840.9411416,271632.5501617,Right,25,98,25,1,1,39,reference_style,0,1,46338,0,51462,0,0,0,50176,0,39175,0,0,0,30722,0,0,0,24580,0
independent_20260430_193355,trial_001,subject_001,1777548841.1213074,1777548841.1213074,271632.7303266,Right,26,102,26,1,1,39,reference_style,0,1,46849,0,63749,0,0,0,0,0,18950,0,0,0,2560,0,0,0,62465,0
independent_20260430_193355,trial_001,subject_001,1777548841.2643623,1777548841.2643623,271632.8733344,Right,27,106,27,1,1,39,reference_style,0,1,45824,0,19716,0,0,0,0,0,19717,0,0,0,0,0,0,0,61696,0
independent_20260430_193355,trial_001,subject_001,1777548841.4405708,1777548841.4405708,271633.0502156,Right,28,110,28,1,1,39,reference_style,0,1,0,0,58113,0,0,0,0,0,39428,0,0,0,0,0,0,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548841.5307834,1777548841.5307834,271633.1403073,Right,29,113,29,1,1,38,reference_style,0,0,0,0,0,0,0,0,0,0,26626,0,0,0,0,0,0,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548841.69121,1777548841.69121,271633.300214,Right,30,117,30,1,1,39,reference_style,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548841.8607764,1777548841.8607764,271633.4702567,Right,31,121,31,1,1,39,reference_style,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548841.9811673,1777548841.9811673,271633.5901643,Right,32,125,32,1,1,39,reference_style,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548842.1104605,1777548842.1104605,271633.7201725,Right,33,129,33,1,1,39,reference_style,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548842.3110414,1777548842.3110414,271633.9202626,Right,34,133,34,1,1,39,reference_style,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548842.5908504,1777548842.5908504,271634.200188,Right,35,137,35,1,1,39,reference_style,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548842.7285037,1777548842.7285037,271634.3374546,Right,36,141,36,1,1,39,reference_style,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548842.9208577,1777548842.9208577,271634.5301663,Right,37,145,37,1,1,39,reference_style,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548843.1509235,1777548843.1509235,271634.7603601,Right,38,149,38,1,1,39,reference_style,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548843.2641978,1777548843.2641978,271634.8733355,Right,39,152,39,1,1,38,reference_style,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548843.4310925,1777548843.4310925,271635.0401515,Right,40,156,40,1,1,39,reference_style,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_193355,trial_001,subject_001,1777548843.6214204,1777548843.6214204,271635.2305171,Right,41,160,41,1,1,39,reference_style,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
