Session_ID,Trial_ID,Subject_ID,Timestamp,Vicon_Recv_Timestamp,Vicon_Recv_Timestamp_Mono,Vicon_Frame_Num,Vicon_Subject_Name,Vicon_Gap_Flag,Vicon_Gap_Size,Vicon_Original_Valid_Flag,Vicon_RTOE_X,Vicon_RTOE_Y,Vicon_RTOE_Z,Vicon_RANK_X,Vicon_RANK_Y,Vicon_RANK_Z,Vicon_RHEE_X,Vicon_RHEE_Y,Vicon_RHEE_Z,Vicon_LTOE_X,Vicon_LTOE_Y,Vicon_LTOE_Z,Vicon_LANK_X,Vicon_LANK_Y,Vicon_LANK_Z,Vicon_LHEE_X,Vicon_LHEE_Y,Vicon_LHEE_Z
independent_20260509_195009,trial_001,subject_001,1778327409.2086942,1778327409.2086942,1050209.3468773,93831,ZJH0508,0,0,1,117.89156609509513,848.8841281982467,43.95593833602095,169.06162378199366,631.5986186936126,53.82100169109582,118.55437106164739,563.2317067048394,58.731696225594256,-147.07451414920746,822.0095071190364,53.653330121126245,-169.7576925376199,608.2944614002154,55.56890969272954,-106.59134965062724,542.4304858142187,61.7621236570399
independent_20260509_195009,trial_001,subject_001,1778327409.218701,1778327409.218701,1050209.3573085,93832,ZJH0508,0,0,1,117.87688167384012,848.8787822581933,44.00046821189711,169.04161809899793,631.5737423071346,53.776996196541376,118.38293409668535,563.2213587971156,58.73022025638582,-147.0901299024963,821.9816280976263,53.62846243474109,-169.76329197309448,608.2903126643046,55.55561144207011,-106.60208604565354,542.4071249378819,61.76143273818268
independent_20260509_195009,trial_001,subject_001,1778327409.228699,1778327409.228699,1050209.3668309,93833,ZJH0508,0,0,1,117.88930063943984,848.8959223926261,44.05324600395479,169.0745939254808,631.5553814961906,53.794001041569345,118.36417646340153,563.2574721712269,58.70302968034869,-147.0651106304221,821.9965683503747,53.646291641382916,-169.82746767282964,608.3330639394209,55.59691602540359,-106.61517527358589,542.3942986996503,61.769928070966365
independent_20260509_195009,trial_001,subject_001,1778327409.2382088,1778327409.2382088,1050209.376995,93834,ZJH0508,0,0,1,117.8945145553824,848.9008540816714,44.103220274965366,169.0476916566143,631.5617259064817,53.774200944665104,118.40339328429788,563.1936641917068,58.71486387672228,-147.02105394020685,822.0368818671197,53.70480717493408,-169.8024229356225,608.3181821848503,55.57900729439839,-106.61486571758331,542.3754451926472,61.753540594784454
independent_20260509_195009,trial_001,subject_001,1778327409.2489545,1778327409.2489545,1050209.3872168,93835,ZJH0508,0,0,1,117.90216682285542,848.9000211266007,44.11091776069087,169.04042016090602,631.5519525631877,53.78042110720302,118.37947370959704,563.247928407137,58.68202682239114,-147.06353219391227,821.9817595910005,53.66787905292505,-169.7946333233569,608.2949174115862,55.55346298249364,-106.63303540821246,542.3830934982819,61.75512208251795
independent_20260509_195009,trial_001,subject_001,1778327409.257958,1778327409.257958,1050209.3971717,93836,ZJH0508,0,0,1,117.89524887929382,848.8843733467843,44.120047794682996,169.04579492525352,631.5618697519402,53.772678787266706,118.37310738583935,563.2250149550847,58.684774858883614,-147.0297623442195,822.0055812577366,53.65664057502878,-169.7667639552648,608.2877876484793,55.546342565677314,-106.62533269646822,542.3726792027525,61.7578392437668
independent_20260509_195009,trial_001,subject_001,1778327409.2684762,1778327409.2684762,1050209.4069078,93837,ZJH0508,0,0,1,117.88820321476413,848.8651094337685,44.09737616978749,169.07453057948234,631.5227553044303,53.790988981447626,118.37171641539511,563.1947589827971,58.68804450788379,-147.0304559668772,822.0325546111507,53.66044847609891,-169.78032191217065,608.2923307115195,55.54796107531429,-106.62265770791828,542.3837764641225,61.740104499775946
independent_20260509_195009,trial_001,subject_001,1778327409.2784753,1778327409.2784753,1050209.4172599,93838,ZJH0508,0,0,1,117.91222583873241,848.8845505072026,44.160018054747965,169.04280004471852,631.5260253242632,53.76758307360125,118.3496123344578,563.2204014510337,58.66708523552029,-147.02548785697735,822.021509430551,53.697759993695115,-169.7748641063211,608.3151983452748,55.558649181698215,-106.62705689284202,542.3769182917656,61.774315635629904
independent_20260509_195009,trial_001,subject_001,1778327409.2889776,1778327409.2889776,1050209.4270164,93839,ZJH0508,0,0,1,117.90665923402908,848.8738814626084,44.153403638166616,169.04429270295864,631.5436672299548,53.77870802326548,118.39417067745926,563.1923303446285,58.679574195359734,-147.00630907265182,822.0270193031308,53.66862565958296,-169.7771299647331,608.306604167447,55.54946828773199,-106.66911963699664,542.3925852916822,61.782273521043656
independent_20260509_195009,trial_001,subject_001,1778327409.298715,1778327409.298715,1050209.4369429,93840,ZJH0508,0,0,1,117.91054495651989,848.8741058373239,44.177193640619066,169.0434330919314,631.5042362689729,53.7732628135825,118.33304934855207,563.2361433420789,58.67431792035296,-147.02097304716395,822.0181412980181,53.65730041436185,-169.74960174856787,608.2986860281743,55.54871990804228,-106.66858804178764,542.3822946846301,61.778484815288486
independent_20260509_195009,trial_001,subject_001,1778327409.3088245,1778327409.3088245,1050209.4469816,93841,ZJH0508,0,0,1,117.8980746699269,848.8667731625249,44.17890575745739,169.0542480498356,631.4735748399177,53.80959024875802,118.36850322352089,563.1917735480226,58.64946931530229,-147.0152603841146,822.0381798410845,53.66416045805984,-169.80803249644723,608.3040774321643,55.546662123993684,-106.67935821635125,542.3812814390529,61.7620247831347
independent_20260509_195009,trial_001,subject_001,1778327409.3190775,1778327409.3190775,1050209.4569821,93842,ZJH0508,0,0,1,117.90656760541006,848.8629482113847,44.18784893971277,169.0222988969803,631.5277690654355,53.75830918916792,118.29923819505665,563.2449827603839,58.648555307175485,-147.01820706825853,822.0518955768825,53.673776580291864,-169.78165193914,608.3217486071011,55.55873236509719,-106.6685131009009,542.3869856119172,61.81371274152675
independent_20260509_195009,trial_001,subject_001,1778327409.3281028,1778327409.3281028,1050209.4669481,93843,ZJH0508,0,0,1,117.90774965141227,848.8755007681021,44.22101973014713,169.03503241930332,631.5164030446072,53.80637589749184,118.32079614216674,563.2164197450578,58.65238023652917,-147.00801865372455,822.0608287837764,53.66509274194261,-169.77944595095855,608.3178042386986,55.57021177553239,-106.68521849671876,542.39452614525,61.796655837033576
independent_20260509_195009,trial_001,subject_001,1778327409.338161,1778327409.338161,1050209.4769607,93844,ZJH0508,0,0,1,117.89990914704937,848.8802822079517,44.227291210617906,169.0263106009353,631.4695768427354,53.783202663973334,118.3527014435748,563.2124395595303,58.637505518435546,-147.019292461644,822.0589440880738,53.65427742700129,-169.81175410318588,608.3379015966415,55.57488758519632,-106.73229965482986,542.401884608299,61.817335948561215
independent_20260509_195009,trial_001,subject_001,1778327409.3486693,1778327409.3486693,1050209.4869625,93845,ZJH0508,0,0,1,117.89746408630299,848.8664077605672,44.21988212573053,169.03169442475473,631.4963154161368,53.79140969540753,118.34826521825009,563.1837782158517,58.69840697246298,-147.03055247979296,822.0391742973218,53.62112921336284,-169.7911880651882,608.3310390168679,55.56682351247271,-106.6969254857581,542.4050366763846,61.822608448157084
independent_20260509_195009,trial_001,subject_001,1778327409.3588576,1778327409.3588576,1050209.4971109,93846,ZJH0508,0,0,1,117.90233263663431,848.8589579057153,44.25127459284172,169.03818329699618,631.5137408286661,53.802587056724306,118.29473343946357,563.2419250476588,58.66634949697374,-147.00094324356786,822.0664957162288,53.64707632745485,-169.83060707259904,608.3406770081795,55.5829064333395,-106.66480245873183,542.3889712725462,61.804159780932984
independent_20260509_195009,trial_001,subject_001,1778327409.3686259,1778327409.3686259,1050209.5071851,93847,ZJH0508,0,0,1,117.8889140869241,848.8635254987234,44.26093296667473,169.05938025253195,631.4683319876717,53.838117355244236,118.31958928056586,563.2572991307198,58.631012851159504,-147.0074304238582,822.07009226088,53.63941144357035,-169.80598096119184,608.3359955210402,55.57788261303678,-106.685137598599,542.4343582623859,61.841827510453115
independent_20260509_195009,trial_001,subject_001,1778327409.3788145,1778327409.3788145,1050209.5168434,93848,ZJH0508,0,0,1,117.89008239639352,848.8831166302126,44.254888166725614,169.0638004390219,631.4938359177519,53.82152247908978,118.34413859901733,563.2123045227622,58.688534832953486,-147.0067454536159,822.0897568395054,53.63158777499046,-169.79161576153604,608.3468190708232,55.575382582718426,-106.6947160273955,542.4190052021235,61.83327660279971
independent_20260509_195009,trial_001,subject_001,1778327409.3886576,1778327409.3886576,1050209.5271443,93849,ZJH0508,0,0,1,117.87354948561732,848.868104912266,44.24681201007288,169.04249451912904,631.5200869486313,53.81918555080074,118.33202224196766,563.2034339683106,58.73097281528258,-147.00153375195725,822.0889918132697,53.633342514302804,-169.8083548180922,608.3578689650552,55.5957330451505,-106.6932643671302,542.4315116215616,61.84211202987403
independent_20260509_195009,trial_001,subject_001,1778327409.3986611,1778327409.3986611,1050209.5369934,93850,ZJH0508,0,0,1,117.88347877333884,848.8751144573642,44.23625014554832,169.0477931431123,631.4838014498639,53.83297312655099,118.30790833996616,563.260952102709,58.63642709394539,-147.00859799872077,822.0777605953052,53.615692937834545,-169.78389594230947,608.3527216237511,55.59469416108954,-106.68990029585572,542.4296089351631,61.83845492843692
independent_20260509_195009,trial_001,subject_001,1778327409.4086633,1778327409.4086633,1050209.5471501,93851,ZJH0508,0,0,1,117.88762096913739,848.8762855194557,44.24124395572772,169.02469375516696,631.523663288578,53.79721220267114,118.38602294483684,563.1959718481529,58.66931275915509,-146.99376355361977,822.061100336309,53.62847478911536,-169.78885000643473,608.3510034307877,55.59450052106645,-106.69851432245451,542.4125857131456,61.84669901962071
independent_20260509_195009,trial_001,subject_001,1778327409.4189355,1778327409.4189355,1050209.5571603,93852,ZJH0508,0,0,1,117.87799294806734,848.8463570825105,44.22663888144969,169.03548399274794,631.4787029191197,53.80014356396279,118.31286031453662,563.2187856008355,58.66384823666495,-146.98693893589967,822.075132846759,53.64236789954373,-169.80024043943664,608.3185827718509,55.566063997396654,-106.71293025861013,542.4205170052863,61.82966406934443
independent_20260509_195009,trial_001,subject_001,1778327409.428542,1778327409.428542,1050209.5669186,93853,ZJH0508,0,0,1,117.87082914187818,848.8436403441463,44.25029033560919,169.04855579824783,631.4674750265834,53.83434529781175,118.29871772848107,563.2441539798516,58.6564242189767,-146.99170360714282,822.0803830708956,53.63090582495072,-169.81943332914037,608.3451145159357,55.58732917607793,-106.68805174141734,542.4050525855498,61.80454545479475
independent_20260509_195009,trial_001,subject_001,1778327409.4388149,1778327409.4388149,1050209.577067,93854,ZJH0508,0,0,1,117.86915900924399,848.8210860695077,44.26870264053444,169.05409322233322,631.4913964328438,53.831069295647815,118.333745061174,563.1947331876611,58.62683986027513,-146.97427912264703,822.0555675432255,53.612608269913366,-169.81099402233795,608.3397438183727,55.588896527201335,-106.67434197678837,542.3930994292467,61.79576950846215
independent_20260509_195009,trial_001,subject_001,1778327409.4485765,1778327409.4485765,1050209.5865208,93855,ZJH0508,0,0,1,117.85409735433616,848.8414434419798,44.24741528570578,169.0223529902398,631.4921563829059,53.79533548992053,118.29981979394412,563.2194338280985,58.61439756268764,-146.97757227261,822.0960822832945,53.66395103989221,-169.81948701080753,608.3569246457413,55.59588064567278,-106.68236507372302,542.3919709687241,61.79711530747997
independent_20260509_195009,trial_001,subject_001,1778327409.458574,1778327409.458574,1050209.5970303,93856,ZJH0508,0,0,1,117.84953278950447,848.8246602292887,44.31626911101161,169.01219168161992,631.5332264604172,53.7896264106144,118.39867346620876,563.1696771973798,58.58323393757515,-146.98678422078606,822.0752170130327,53.652620209739496,-169.7970743834635,608.3331948705356,55.57788823397226,-106.68113861003908,542.3772310761399,61.77112184499336
independent_20260509_195009,trial_001,subject_001,1778327409.4687421,1778327409.4687421,1050209.6069756,93857,ZJH0508,0,0,1,117.85494546991612,848.8081513341973,44.30224874192446,169.0350241408058,631.465518821347,53.79387619959434,118.42585438758897,563.1849773915445,58.54108228482492,-146.96535636312746,822.059893885805,53.6414099832019,-169.78650979743273,608.3293973240947,55.57187253653381,-106.69031004892301,542.3950878333511,61.78374473365644
independent_20260509_195009,trial_001,subject_001,1778327409.4787405,1778327409.4787405,1050209.6168799,93858,ZJH0508,0,0,1,117.84483785814811,848.8116641728836,44.313100443983956,169.03994700736752,631.460671437003,53.795837402170605,118.37133633659604,563.2005383999643,58.52472663475389,-146.96256309865032,822.0882066446057,53.64358071084127,-169.81193667747428,608.3377547311474,55.571143494025634,-106.68708073266617,542.3929178126497,61.789117420492936
independent_20260509_195009,trial_001,subject_001,1778327409.488741,1778327409.488741,1050209.6270155,93859,ZJH0508,0,0,1,117.82918752802033,848.8080265382225,44.31343564477107,169.05887217041294,631.4537007059886,53.80417060638371,118.34228236713933,563.233015806463,58.52477212861828,-146.97263610203777,822.0846726967478,53.627031043586456,-169.79568781192947,608.3256529446104,55.56671327411958,-106.69822360365119,542.395988308748,61.79289303287472
independent_20260509_195009,trial_001,subject_001,1778327409.4982526,1778327409.4982526,1050209.6368847,93860,ZJH0508,0,0,1,117.82692954693925,848.8145676390136,44.31441098153316,169.03987538878798,631.4783738983041,53.78090192206694,117.91439650420809,563.4297053244844,58.621270619280935,-146.97790279919627,822.0791813943766,53.622249664126095,-169.81579545389155,608.3399206374438,55.580354102312725,-106.68000376128379,542.4148306762361,61.80867625977821
independent_20260509_195009,trial_001,subject_001,1778327409.508252,1778327409.508252,1050209.6469441,93861,ZJH0508,0,0,1,117.81506797722741,848.8247063042994,44.29397646338076,169.04540394925982,631.4631789782492,53.79006503505745,118.28923301965654,563.2513239413419,58.57455404004709,-146.9855036119554,822.0879370239886,53.611393167818015,-169.80310571617423,608.3366176393437,55.57688832857997,-106.70111572094936,542.4209148224448,61.813516206374786
