Session_ID,Trial_ID,Subject_ID,Timestamp,Planter_Recv_Timestamp,Planter_Recv_Timestamp_Mono,Planter_Side,Planter_Side_Seq,Planter_Read_Seq,Planter_Candidate_Frame_Seq,Planter_Parse_OK_Flag,Planter_Init_OK_Flag,Planter_Frame_Length,Planter_Frame_Length_Mode,Planter_All_Zero_Flag,Planter_Review_Flag,Planter_0,Planter_1,Planter_2,Planter_3,Planter_4,Planter_5,Planter_6,Planter_7,Planter_8,Planter_9,Planter_10,Planter_11,Planter_12,Planter_13,Planter_14,Planter_15,Planter_16,Planter_17
independent_20260430_203326,trial_001,subject_001,1777552407.8030336,1777552407.8030336,275199.4120597,Left,1,0,0,1,1,39,reference_style,0,0,0,0,6664,6661,21760,0,0,0,12556,52999,23045,32514,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552407.9424417,1777552407.9424417,275199.5521913,Left,2,0,0,1,1,39,reference_style,0,0,0,0,43527,18436,0,0,0,0,47115,55814,31237,11011,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552408.0935657,1777552408.0935657,275199.702723,Left,3,0,0,1,1,39,reference_style,0,0,0,0,4615,14851,0,0,0,0,4619,4614,18693,62979,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552408.3326552,1777552408.3326552,275199.9420276,Left,4,0,0,1,1,39,reference_style,0,0,0,0,38662,10498,0,0,0,0,36106,49668,3589,17924,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552408.4721856,1777552408.4721856,275200.0820114,Left,5,0,0,1,1,39,reference_style,0,0,0,0,5894,20993,0,0,0,0,64777,49155,28164,34308,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552408.7230582,1777552408.7230582,275200.3323104,Left,6,0,0,1,1,39,reference_style,0,0,0,0,48389,38400,0,0,0,0,31241,51458,18180,52740,0,30976,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552408.9726274,1777552408.9726274,275200.5820515,Left,7,0,0,1,1,39,reference_style,0,0,0,0,6917,0,0,0,0,0,50952,39681,27651,6405,0,8449,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552409.1530294,1777552409.1530294,275200.7621631,Left,8,0,0,1,1,39,reference_style,0,0,0,0,14084,0,0,0,0,22528,48903,0,49409,16133,0,58625,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552409.3231103,1777552409.3231103,275200.9322047,Left,9,0,0,1,1,39,reference_style,0,0,0,51456,37891,0,0,0,0,30209,31239,0,22016,9477,0,12035,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552409.462916,1777552409.462916,275201.0720215,Left,10,0,0,1,1,39,reference_style,0,0,0,47617,12547,0,0,0,0,32770,9223,0,0,3332,0,21508,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552409.7130482,1777552409.7130482,275201.3219846,Left,11,0,0,1,1,39,reference_style,0,0,0,5379,18946,0,0,0,0,23555,28166,0,0,15104,0,56068,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552409.9524472,1777552409.9524472,275201.5620881,Left,12,0,0,1,1,39,reference_style,0,0,0,5379,13058,0,0,0,0,46338,40454,0,0,0,0,27651,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552410.0957189,1777552410.0957189,275201.7047353,Left,13,0,0,1,1,39,reference_style,0,0,0,61696,49665,0,0,0,0,0,43525,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552410.3025358,1777552410.3025358,275201.9118843,Left,14,0,0,1,1,39,reference_style,0,0,0,0,0,0,0,0,0,0,50690,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552410.4424937,1777552410.4424937,275202.052235,Left,15,0,0,1,1,39,reference_style,0,0,0,0,0,0,0,0,0,0,35072,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552410.5826848,1777552410.5826848,275202.1920328,Left,16,0,0,1,1,39,reference_style,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552410.7930682,1777552410.7930682,275202.4020289,Left,17,0,0,1,1,39,reference_style,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552411.052793,1777552411.052793,275202.6617925,Left,18,0,0,1,1,39,reference_style,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552411.1730626,1777552411.1730626,275202.7821113,Left,19,0,0,1,1,39,reference_style,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552411.3333447,1777552411.3333447,275202.9422832,Left,20,0,0,1,1,39,reference_style,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552411.453741,1777552411.453741,275203.0633261,Left,21,0,0,1,1,39,reference_style,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552411.6059177,1777552411.6059177,275203.2148127,Left,22,0,0,1,1,39,reference_style,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552411.7731478,1777552411.7731478,275203.3820732,Left,23,0,0,1,1,39,reference_style,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552411.897334,1777552411.897334,275203.5063793,Left,24,0,0,1,1,39,reference_style,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552412.0538683,1777552412.0538683,275203.6630998,Left,25,0,0,1,1,39,reference_style,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552412.1661315,1777552412.1661315,275203.7750434,Left,26,0,0,1,1,39,reference_style,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552412.2831132,1777552412.2831132,275203.8920975,Left,27,0,0,1,1,39,reference_style,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552412.3932374,1777552412.3932374,275204.0021957,Left,28,0,0,1,1,39,reference_style,0,0,0,0,0,0,0,0,0,0,10754,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552412.503275,1777552412.503275,275204.1122171,Left,29,0,0,1,1,39,reference_style,0,0,0,0,27395,0,0,0,0,0,43783,0,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552412.6579502,1777552412.6579502,275204.266902,Left,30,0,0,1,1,39,reference_style,0,0,0,0,15110,6148,0,0,0,0,8970,63237,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552412.8429644,1777552412.8429644,275204.4521464,Left,31,0,0,1,1,39,reference_style,0,0,0,0,51718,16136,0,0,0,0,35083,36874,0,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552412.9932966,1777552412.9932966,275204.6022557,Left,32,0,0,1,1,39,reference_style,0,0,0,0,56329,41994,0,0,0,0,6415,19980,33792,0,0,0,0,0,0,0
independent_20260430_203326,trial_001,subject_001,1777552413.155352,1777552413.155352,275204.7646263,Left,33,0,0,1,1,39,reference_style,0,0,0,0,46603,49675,0,0,0,0,25617,53773,34050,0,0,0,0,0,0,0
