Session_ID,Trial_ID,Subject_ID,Timestamp,Planter_Recv_Timestamp,Planter_Recv_Timestamp_Mono,Planter_Side,Planter_Side_Seq,Planter_Read_Seq,Planter_Candidate_Frame_Seq,Planter_Parse_OK_Flag,Planter_Init_OK_Flag,Planter_Frame_Length,Planter_Frame_Length_Mode,Planter_All_Zero_Flag,Planter_Review_Flag,Planter_0,Planter_1,Planter_2,Planter_3,Planter_4,Planter_5,Planter_6,Planter_7,Planter_8,Planter_9,Planter_10,Planter_11,Planter_12,Planter_13,Planter_14,Planter_15,Planter_16,Planter_17
independent_20260430_190041,trial_001,subject_001,1777546842.8866148,1777546842.8866148,269634.4961953,Right,1,4,1,1,1,38,safe_38,0,0,0,0,43293,32010,18432,0,0,0,53278,30474,3840,0,0,0,11014,27393,0,0
independent_20260430_190041,trial_001,subject_001,1777546843.078446,1777546843.078446,269634.6876054,Right,2,8,2,1,1,38,safe_38,0,0,0,0,39197,38410,31744,0,0,0,57630,27402,17664,0,0,0,24582,28673,0,0
independent_20260430_190041,trial_001,subject_001,1777546843.1915479,1777546843.1915479,269634.8005666,Right,3,12,3,1,1,38,safe_38,0,0,0,0,53276,29450,57600,0,0,0,24350,12810,40704,0,0,0,63238,7682,0,0
independent_20260430_190041,trial_001,subject_001,1777546843.3866484,1777546843.3866484,269634.9957186,Right,4,16,4,1,1,38,safe_38,0,0,0,0,43547,58889,13313,0,0,0,43549,65033,21761,0,0,0,64519,39427,0,0
independent_20260430_190041,trial_001,subject_001,1777546843.4760966,1777546843.4760966,269635.0856548,Right,5,20,5,1,1,38,safe_38,0,0,0,0,6682,7945,22529,0,0,0,29468,38921,46337,0,0,0,63752,4613,16897,0
independent_20260430_190041,trial_001,subject_001,1777546843.5670304,1777546843.5670304,269635.1763003,Right,6,24,6,1,1,38,safe_38,0,0,0,0,3351,10502,62976,0,0,0,3097,33542,48129,16384,6144,0,18185,14598,48130,0
independent_20260430_190041,trial_001,subject_001,1777546843.7079291,1777546843.7079291,269635.3172919,Right,7,28,7,1,1,38,safe_38,0,0,18945,0,1042,22016,0,0,0,0,47890,24832,0,59648,46850,0,23558,23558,8708,0
independent_20260430_190041,trial_001,subject_001,1777546843.9158006,1777546843.9158006,269635.5255057,Right,8,32,8,1,1,38,safe_38,0,0,34562,0,17934,0,0,0,16897,0,39694,0,0,43008,46596,0,31490,12293,36613,0
independent_20260430_190041,trial_001,subject_001,1777546843.9883647,1777546843.9883647,269635.597378,Right,9,35,9,1,1,38,safe_38,0,0,7171,0,58892,0,0,0,59905,0,1807,0,0,0,52740,0,0,64000,45828,0
independent_20260430_190041,trial_001,subject_001,1777546844.139499,1777546844.139499,269635.7483822,Right,10,39,10,1,1,38,safe_38,0,0,8961,0,59916,0,0,0,0,0,16397,0,0,0,0,0,0,0,0,0
independent_20260430_190041,trial_001,subject_001,1777546844.3067107,1777546844.3067107,269635.9156521,Right,11,43,11,1,1,38,safe_38,0,0,0,0,38921,0,0,0,0,0,23050,0,0,0,0,0,0,0,0,0
independent_20260430_190041,trial_001,subject_001,1777546844.4664717,1777546844.4664717,269636.0756981,Right,12,47,12,1,1,38,safe_38,0,0,0,0,63494,0,0,0,0,0,4360,0,0,0,0,0,0,0,0,0
independent_20260430_190041,trial_001,subject_001,1777546844.6688337,1777546844.6688337,269636.2779831,Right,13,51,13,1,1,38,safe_38,0,0,0,0,5382,0,0,0,0,0,2823,0,0,0,0,0,0,0,0,0
independent_20260430_190041,trial_001,subject_001,1777546844.8358557,1777546844.8358557,269636.4455389,Right,14,55,14,1,1,38,safe_38,0,0,0,0,45573,0,0,0,0,0,25862,0,0,0,0,0,0,0,0,0
independent_20260430_190041,trial_001,subject_001,1777546844.9666874,1777546844.9666874,269636.5761219,Right,15,59,15,1,1,38,safe_38,0,0,0,0,10501,0,0,0,0,0,51205,0,0,0,0,0,0,0,0,0
independent_20260430_190041,trial_001,subject_001,1777546845.086198,1777546845.086198,269636.6955968,Right,16,63,16,1,1,38,safe_38,0,0,0,0,44036,0,0,0,0,0,11525,0,0,0,0,0,0,0,0,0
independent_20260430_190041,trial_001,subject_001,1777546845.236203,1777546845.236203,269636.845743,Right,17,67,17,1,1,38,safe_38,0,0,0,0,3332,0,0,0,0,0,22276,0,0,0,0,0,0,0,0,0
independent_20260430_190041,trial_001,subject_001,1777546845.4360821,1777546845.4360821,269637.0456709,Right,18,71,18,1,1,38,safe_38,0,0,0,0,31235,0,0,0,0,0,63491,0,0,0,0,0,0,0,0,0
