Session_ID,Trial_ID,Subject_ID,Timestamp,IMU_Recv_Timestamp,IMU_Recv_Timestamp_Mono,IMU_Device_ID,IMU_Device_Name,IMU_Device_Seq,IMU_Parse_OK_Flag,IMU_Acc_X,IMU_Acc_Y,IMU_Acc_Z,IMU_Gyro_X,IMU_Gyro_Y,IMU_Gyro_Z,IMU_Roll,IMU_Pitch,IMU_Yaw,IMU_Quat_x,IMU_Quat_y,IMU_Quat_z,IMU_Quat_w
independent_20260430_190041,trial_001,subject_001,1777546842.2170641,1777546842.2170641,269633.8265086,10,L_Femur,1,1,-0.7608,9.0918,-3.8664,40.0391,42.7246,11.9629,118.2513,-0.7965,-7.9321,0.8565,0.0558,-0.0414,0.5115
independent_20260430_190041,trial_001,subject_001,1777546842.2180674,1777546842.2180674,269633.8271437,11,L_Tibia,1,1,-0.9331,9.5368,-3.3353,45.0439,24.8413,17.8833,113.4174,-0.6317,-58.2935,0.7315,0.4045,-0.2714,0.4771
independent_20260430_190041,trial_001,subject_001,1777546842.2180674,1777546842.2180674,269633.8272704,12,L_Foot,1,1,-0.9762,0.5024,10.0632,10.7422,1.8921,0.7935,3.5925,5.1306,-126.947,-0.026,0.048,-0.8928,0.4472
independent_20260430_190041,trial_001,subject_001,1777546842.2180674,1777546842.2180674,269633.8273746,13,R_Femur,1,1,-1.4451,11.3504,0.1101,47.4243,24.0479,12.8174,76.9812,2.5488,-26.2738,0.602,0.1584,-0.1644,0.7652
independent_20260430_190041,trial_001,subject_001,1777546842.2180674,1777546842.2180674,269633.8274755,14,R_Tibia,1,1,-2.005,14.8196,7.35,2.7466,-6.7139,-0.6104,84.8529,-0.4449,176.391,0.0184,-0.6744,0.7377,0.0259
independent_20260430_190041,trial_001,subject_001,1777546842.2180674,1777546842.2180674,269633.8275733,15,R_Foot,1,1,-6.2016,-0.4785,9.2593,197.4487,2.3193,5.188,-7.0532,-0.1538,-144.3329,-0.0176,-0.059,-0.9501,0.3058
independent_20260430_190041,trial_001,subject_001,1777546842.2180674,1777546842.2180674,269633.8276679,10,L_Femur,2,1,-1.225,9.6182,-4.2109,35.7666,39.917,11.5967,118.7897,-1.2469,-7.4817,0.8592,0.0506,-0.0426,0.5074
independent_20260430_190041,trial_001,subject_001,1777546842.2180674,1777546842.2180674,269633.8277594,11,L_Tibia,2,1,-0.9762,10.0201,-3.0625,45.105,23.6816,19.4092,114.0985,-1.0327,-58.0573,0.7361,0.4029,-0.2705,0.4719
independent_20260430_190041,trial_001,subject_001,1777546842.2180674,1777546842.2180674,269633.8278508,12,L_Foot,2,1,-1.2537,0.2105,10.1206,13.1836,0.6104,1.0376,3.8562,5.1581,-126.936,-0.0252,0.0502,-0.8926,0.4473
independent_20260430_190041,trial_001,subject_001,1777546842.2190661,1777546842.2190661,269633.8279416,13,R_Femur,2,1,-2.4644,15.3604,3.6989,-7.1411,96.9238,3.2349,77.124,2.7356,-25.0543,0.6043,0.1534,-0.155,0.7663
independent_20260430_190041,trial_001,subject_001,1777546842.2190661,1777546842.2190661,269633.8280321,10,L_Femur,3,1,-1.7035,9.8526,-4.6272,31.7383,32.1655,11.1694,119.2676,-1.6479,-7.1191,0.8615,0.0463,-0.0438,0.5037
independent_20260430_190041,trial_001,subject_001,1777546842.2190661,1777546842.2190661,269633.8281247,11,L_Tibia,3,1,-0.6173,10.1015,-2.9381,48.4619,19.7144,22.1558,115.0433,-1.582,-57.821,0.742,0.4013,-0.2698,0.4644
independent_20260430_190041,trial_001,subject_001,1777546842.2190661,1777546842.2190661,269633.8282151,12,L_Foot,3,1,-1.0671,0.1818,10.0632,14.7705,0.4883,2.0142,4.0869,5.1636,-126.9141,-0.0244,0.052,-0.8924,0.4476
independent_20260430_190041,trial_001,subject_001,1777546842.2190661,1777546842.2190661,269633.8283055,13,R_Femur,3,1,-2.6845,15.1737,8.6276,-60.73,119.1406,9.1553,76.1353,3.1531,-22.6648,0.6001,0.1424,-0.138,0.775
independent_20260430_190041,trial_001,subject_001,1777546842.2190661,1777546842.2190661,269633.8283953,14,R_Tibia,2,1,-1.6126,10.3981,0.4354,52.8564,32.3486,-11.2305,85.99,-0.0549,177.4402,0.0149,-0.6818,0.7312,0.0167
independent_20260430_190041,trial_001,subject_001,1777546842.2190661,1777546842.2190661,269633.828492,15,R_Foot,2,1,-1.3398,4.833,19.0545,137.2681,-47.1802,-2.3804,-1.3623,-1.1041,-144.278,0.0055,-0.0143,-0.9517,0.3068
independent_20260430_190041,trial_001,subject_001,1777546842.2190661,1777546842.2190661,269633.8285948,10,L_Femur,4,1,-2.2586,9.8383,-4.589,30.5786,19.3481,11.6577,119.8608,-2.0764,-6.8335,0.8643,0.0425,-0.0455,0.4991
independent_20260430_190041,trial_001,subject_001,1777546842.2190661,1777546842.2190661,269633.8286847,11,L_Tibia,4,1,-0.5216,10.2115,-2.6031,49.1333,18.3105,24.8413,115.7794,-2.027,-57.7222,0.7462,0.4006,-0.2697,0.4582
independent_20260430_190041,trial_001,subject_001,1777546842.2190661,1777546842.2190661,269633.8287738,12,L_Foot,4,1,-1.0623,0.0622,9.9723,17.9443,0.0,1.2207,4.3506,5.1746,-126.8921,-0.0234,0.0541,-0.8922,0.4478
independent_20260430_190041,trial_001,subject_001,1777546842.2190661,1777546842.2190661,269633.8288623,13,R_Femur,4,1,-3.163,11.738,8.0343,-15.1978,100.3418,0.7324,75.8496,3.4827,-21.1267,0.5995,0.1362,-0.1262,0.7785
independent_20260430_190041,trial_001,subject_001,1777546842.2200658,1777546842.2200658,269633.8289517,10,L_Femur,5,1,-2.4069,10.0871,-4.1296,26.7944,8.9111,13.2446,120.2728,-2.3291,-6.7841,0.8661,0.0412,-0.047,0.4959
independent_20260430_190041,trial_001,subject_001,1777546842.2200658,1777546842.2200658,269633.8290398,11,L_Tibia,5,1,-0.4977,10.1541,-2.7897,50.354,10.8032,28.0151,116.5375,-2.4719,-57.7112,0.7502,0.4004,-0.2698,0.4517
independent_20260430_190041,trial_001,subject_001,1777546842.2200658,1777546842.2200658,269633.8291277,12,L_Foot,5,1,-0.6221,0.1914,10.0249,21.7285,2.9297,2.4414,4.7681,5.2185,-126.8536,-0.0221,0.0575,-0.8918,0.4482
