Session_ID,Trial_ID,Subject_ID,Timestamp,IMU_Recv_Timestamp,IMU_Recv_Timestamp_Mono,IMU_Device_ID,IMU_Device_Name,IMU_Device_Seq,IMU_Parse_OK_Flag,IMU_Acc_X,IMU_Acc_Y,IMU_Acc_Z,IMU_Gyro_X,IMU_Gyro_Y,IMU_Gyro_Z,IMU_Roll,IMU_Pitch,IMU_Yaw,IMU_Quat_x,IMU_Quat_y,IMU_Quat_z,IMU_Quat_w
independent_20260430_165647,trial_001,subject_001,1777539407.2188094,1777539407.2188094,262198.8285157,15,R_Foot,1,1,0.7369,1.737,9.7904,-2.6245,-0.3052,-0.3662,9.8822,-4.433,-87.9071,0.0887,0.032,-0.6934,0.7144
independent_20260430_165647,trial_001,subject_001,1777539407.2198102,1777539407.2198102,262198.8287991,9,Trunk,1,1,0.5934,9.5033,-0.4833,-14.7705,-15.1978,-11.9629,97.641,-1.6095,-11.684,0.7496,0.0674,-0.0775,0.6539
independent_20260430_165647,trial_001,subject_001,1777539407.2198102,1777539407.2198102,262198.8289964,10,L_Femur,1,1,0.6604,9.3071,1.0719,14.1602,-20.5688,-15.8081,81.6888,-0.8295,-15.8093,0.6485,0.0845,-0.1087,0.7486
independent_20260430_165647,trial_001,subject_001,1777539407.2198102,1777539407.2198102,262198.8291692,11,L_Tibia,1,1,1.1676,7.7711,-3.7085,5.9814,-56.9458,4.8828,96.5863,-3.175,-23.5052,0.7344,0.134,-0.1557,0.6469
independent_20260430_165647,trial_001,subject_001,1777539407.2198102,1777539407.2198102,262198.8294095,12,L_Foot,1,1,2.1485,0.1579,7.5175,48.7671,-36.6211,-23.6816,-7.1466,4.1034,-118.3667,-0.0626,-0.0352,-0.8577,0.5091
independent_20260430_165647,trial_001,subject_001,1777539407.2198102,1777539407.2198102,262198.8295731,13,R_Femur,1,1,0.8757,9.1588,-2.7371,27.5269,-3.6621,-8.667,107.8748,-5.246,-32.7722,0.7823,0.202,-0.2014,0.5537
independent_20260430_165647,trial_001,subject_001,1777539407.2208102,1777539407.2208102,262198.8297204,9,Trunk,2,1,0.5646,9.5512,-0.1914,-16.7236,-17.7612,-13.4888,97.3059,-1.3184,-11.9861,0.7474,0.0708,-0.0776,0.6561
independent_20260430_165647,trial_001,subject_001,1777539407.2208102,1777539407.2208102,262198.8298689,10,L_Femur,2,1,0.2967,8.6563,1.4021,30.7007,-27.1606,-10.8643,82.1997,-0.6482,-16.3641,0.6513,0.0893,-0.1109,0.7454
independent_20260430_165647,trial_001,subject_001,1777539407.2208102,1777539407.2208102,262198.8300437,11,L_Tibia,2,1,1.8088,9.0583,-2.718,10.2539,-36.9873,1.0376,96.7676,-3.1256,-24.126,0.7346,0.1385,-0.1587,0.645
independent_20260430_165647,trial_001,subject_001,1777539407.2208102,1777539407.2208102,262198.8302172,12,L_Foot,2,1,4.3497,-2.048,9.8144,54.6265,-10.7422,-4.6997,-6.3226,3.8727,-118.4875,-0.0572,-0.0301,-0.8585,0.5087
independent_20260430_165647,trial_001,subject_001,1777539407.2208102,1777539407.2208102,262198.8303774,13,R_Femur,2,1,0.7273,8.977,-2.7275,27.771,-7.2632,-8.9111,108.2867,-5.0977,-32.8217,0.7841,0.2038,-0.1999,0.5512
independent_20260430_165647,trial_001,subject_001,1777539407.2208102,1777539407.2208102,262198.830538,14,R_Tibia,1,1,1.4451,9.3598,-3.1582,11.4746,4.9438,-6.6528,105.2655,-5.1416,-159.3896,0.1688,0.7763,-0.6029,0.0734
independent_20260430_165647,trial_001,subject_001,1777539407.22181,1777539407.22181,262198.8306808,15,R_Foot,2,1,0.7178,1.7609,9.6852,-2.3804,-0.7324,0.1831,9.7723,-4.4604,-87.9071,0.0882,0.0312,-0.6934,0.7144
independent_20260430_165647,trial_001,subject_001,1777539407.2483945,1777539407.2483945,262198.857989,9,Trunk,3,1,0.5264,9.6421,-0.1148,-16.9067,-20.874,-12.8784,97.0477,-1.0931,-12.2662,0.7456,0.0738,-0.0779,0.6577
independent_20260430_165647,trial_001,subject_001,1777539407.2483945,1777539407.2483945,262198.858166,12,L_Foot,3,1,3.5314,-2.2442,9.5081,66.8335,-15.8081,9.2163,-5.3558,3.642,-118.3667,-0.0512,-0.0238,-0.8582,0.5102
independent_20260430_165647,trial_001,subject_001,1777539407.249398,1777539407.249398,262198.8583354,13,R_Femur,3,1,1.1532,8.8382,-2.7897,36.499,-13.7329,-9.2773,108.9624,-4.8615,-32.981,0.7867,0.2072,-0.1979,0.5468
independent_20260430_165647,trial_001,subject_001,1777539407.249398,1777539407.249398,262198.858465,10,L_Femur,3,1,1.6844,11.8959,1.5791,24.5972,-9.5825,0.6714,83.0951,-0.6317,-16.8256,0.6567,0.093,-0.1131,0.7398
independent_20260430_165647,trial_001,subject_001,1777539407.249398,1777539407.249398,262198.8585859,11,L_Tibia,3,1,4.3306,12.8625,2.5026,-8.1787,20.6299,-9.2163,96.6138,-3.0597,-24.1425,0.7337,0.1387,-0.1585,0.646
independent_20260430_165647,trial_001,subject_001,1777539407.249398,1777539407.249398,262198.8587318,12,L_Foot,4,1,0.646,-1.2681,10.4221,77.7588,0.3052,14.4043,-3.8232,3.642,-118.092,-0.0444,-0.0123,-0.8572,0.5129
independent_20260430_165647,trial_001,subject_001,1777539407.2500103,1777539407.2500103,262198.8589088,13,R_Femur,4,1,1.4738,9.0104,-3.364,35.6445,-14.8926,-6.1035,109.5117,-4.7021,-33.1567,0.7888,0.2101,-0.1966,0.543
independent_20260430_165647,trial_001,subject_001,1777539407.2500103,1777539407.2500103,262198.8590589,14,R_Tibia,2,1,1.5217,9.5225,-2.962,6.2866,-0.9766,-6.4087,105.5676,-4.8834,-159.3622,0.1679,0.7782,-0.6006,0.0749
independent_20260430_165647,trial_001,subject_001,1777539407.2500103,1777539407.2500103,262198.8591702,9,Trunk,4,1,0.402,10.0823,-0.6651,-0.3662,-18.8599,-6.1646,96.7566,-0.6976,-12.9639,0.7432,0.0804,-0.0795,0.6594
independent_20260430_165647,trial_001,subject_001,1777539407.2500103,1777539407.2500103,262198.8592685,10,L_Femur,4,1,2.6605,13.0826,3.7468,4.1504,-21.4844,-0.1221,83.2819,-0.6866,-17.1606,0.6577,0.0947,-0.1154,0.7384
independent_20260430_165647,trial_001,subject_001,1777539407.2505188,1777539407.2505188,262198.8593705,12,L_Foot,5,1,-1.0767,-1.1771,7.4074,96.6797,6.5308,11.2915,-2.4225,3.7408,-117.9218,-0.0389,-0.0013,-0.8565,0.5146
independent_20260430_165647,trial_001,subject_001,1777539407.2505188,1777539407.2505188,262198.8594668,13,R_Femur,5,1,1.6509,8.7855,-3.7659,41.687,-10.0708,-6.4697,110.116,-4.5648,-33.2831,0.7913,0.2127,-0.1952,0.539
independent_20260430_165647,trial_001,subject_001,1777539407.267659,1777539407.267659,262198.877431,9,Trunk,5,1,0.5072,10.4364,-1.2011,-0.2441,-14.7705,-2.5635,96.7456,-0.6317,-13.1891,0.7429,0.0822,-0.0804,0.6594
