frame_num,recv_timestamp,LASI_x,LASI_y,LASI_z,RASI_x,RASI_y,RASI_z,LPSI_x,LPSI_y,LPSI_z,RPSI_x,RPSI_y,RPSI_z,LTHI_x,LTHI_y,LTHI_z,LKNE_x,LKNE_y,LKNE_z,LTIB_x,LTIB_y,LTIB_z,LANK_x,LANK_y,LANK_z,LHEE_x,LHEE_y,LHEE_z,LTOE_x,LTOE_y,LTOE_z,RTHI_x,RTHI_y,RTHI_z,RKNE_x,RKNE_y,RKNE_z,RTIB_x,RTIB_y,RTIB_z,RANK_x,RANK_y,RANK_z,RHEE_x,RHEE_y,RHEE_z,RTOE_x,RTOE_y,RTOE_z
7472,1777035752.1468387,709.8327026367188,571.1600341796875,1121.064208984375,961.2921752929688,591.995849609375,1116.829345703125,755.8310546875,391.2721862792969,1142.8585205078125,916.5999145507812,385.7122802734375,1139.9984130859375,653.2931518554688,506.8515930175781,857.7437744140625,697.5870971679688,569.7073364257812,602.2429809570312,685.7484741210938,533.985595703125,429.0145263671875,713.6196899414062,542.0798950195312,233.07859802246094,783.3968505859375,451.0591125488281,156.52459716796875,732.3322143554688,715.26171875,183.31112670898438,1026.1063232421875,559.2357177734375,795.0264282226562,991.3811645507812,541.9590454101562,591.3795166015625,1004.3875732421875,440.7065124511719,509.922119140625,961.9436645507812,281.1209411621094,368.4549255371094,886.1354370117188,197.3104705810547,380.1961669921875,964.3942260742188,359.7992858886719,182.54244995117188
7473,1777035752.1468387,708.9166870117188,570.3827514648438,1121.4532470703125,960.4047241210938,590.5562744140625,1117.7857666015625,754.4863891601562,390.4300537109375,1143.5546875,915.205078125,384.3549499511719,1140.8978271484375,652.4599609375,504.4382629394531,857.7421875,697.4246215820312,565.3380737304688,601.9807739257812,685.8311767578125,528.3449096679688,429.0738830566406,713.9588623046875,534.8512573242188,233.20751953125,783.6422729492188,443.4960632324219,156.6917266845703,732.544921875,707.7592163085938,183.11013793945312,1026.0054931640625,561.51513671875,797.65283203125,991.4990844726562,549.3572387695312,594.3180541992188,1003.4922485351562,448.29010009765625,513.0513916015625,959.9248046875,289.2020568847656,371.30126953125,882.1053466796875,205.53848266601562,380.37176513671875,966.2659301757812,369.84710693359375,187.0247802734375
7474,1777035752.158839,708.054931640625,569.51318359375,1121.803466796875,959.5659790039062,589.0974731445312,1118.7501220703125,753.2353515625,389.50604248046875,1144.22265625,913.90478515625,382.945556640625,1141.8076171875,651.758056640625,502.0059509277344,857.7291259765625,697.3414306640625,560.9536743164062,601.7474365234375,685.926025390625,522.743408203125,429.1768493652344,714.2997436523438,527.6023559570312,233.3686981201172,783.9030151367188,435.9060363769531,156.857177734375,732.766357421875,700.214599609375,182.93511962890625,1025.8929443359375,563.6631469726562,800.4398193359375,991.5462646484375,556.2774658203125,597.2276611328125,1002.5153198242188,455.66497802734375,515.705078125,957.8546752929688,297.6726379394531,373.0165710449219,878.1328735351562,213.8998260498047,378.6544189453125,968.0853271484375,381.3515930175781,191.2856903076172
7475,1777035752.1706874,707.2464599609375,568.5648803710938,1122.11767578125,958.7780151367188,587.6251831054688,1119.7174072265625,752.076904296875,388.51300048828125,1144.86279296875,912.698486328125,381.4946594238281,1142.7222900390625,651.1818237304688,499.5680847167969,857.7068481445312,697.3350830078125,556.5531005859375,601.541015625,686.0562133789062,517.1558227539062,429.31671142578125,714.6516723632812,520.330322265625,233.55633544921875,784.1788940429688,428.2994384765625,157.01614379882812,732.9954833984375,692.6341552734375,182.78280639648438,1025.7664794921875,565.6856079101562,803.3598022460938,991.5211181640625,562.7294311523438,600.0581665039062,1001.5001831054688,462.8609313964844,517.8178100585938,955.8038330078125,306.56719970703125,373.5592346191406,874.3714599609375,222.59165954589844,375.31048583984375,969.781494140625,394.1258239746094,195.03811645507812
7476,1777035752.1856933,706.4918212890625,567.5519409179688,1122.396484375,958.0442504882812,586.1441040039062,1120.6796875,751.0089111328125,387.46405029296875,1145.475830078125,911.5846557617188,380.0127258300781,1143.63623046875,650.7233276367188,497.1310119628906,857.6752319335938,697.4003295898438,552.1312866210938,601.3569946289062,686.2386474609375,511.5559997558594,429.48486328125,715.0211181640625,513.0333251953125,233.7633056640625,784.4678955078125,420.6884460449219,157.16453552246094,733.22998046875,685.0263671875,182.64816284179688,1025.6263427734375,567.5819091796875,806.3781127929688,991.4255981445312,568.7275390625,602.76220703125,1000.4905395507812,469.91180419921875,519.34033203125,953.837890625,315.9178161621094,372.91845703125,870.9498901367188,231.77586364746094,370.57421875,971.2865600585938,408.0040283203125,198.07699584960938
7477,1777035752.1986935,705.79248046875,566.4888305664062,1122.6385498046875,957.36865234375,584.6585693359375,1121.6259765625,750.0288696289062,386.3722229003906,1146.0623779296875,910.5613403320312,378.51031494140625,1144.5428466796875,650.3731079101562,494.69549560546875,857.6323852539062,697.5293579101562,547.6820068359375,601.1890869140625,686.481689453125,505.92254638671875,429.6714172363281,715.4105224609375,505.7117614746094,233.98216247558594,784.76708984375,413.0857849121094,157.29922485351562,733.4674682617188,677.4010009765625,182.52500915527344,1025.474609375,569.3447875976562,809.453857421875,991.2655639648438,574.2875366210938,605.2954711914062,999.5266723632812,476.8515930175781,520.240966796875,952.0142822265625,325.7522277832031,371.1119079589844,867.9662475585938,241.56382751464844,364.62677001953125,972.5420532226562,422.86083984375,200.29331970214844
7478,1777035752.199695,705.1509399414062,565.3900146484375,1122.840576171875,956.7554321289062,583.1727905273438,1122.5430908203125,749.1338500976562,385.25042724609375,1146.623291015625,909.6264038085938,376.9980163574219,1145.4349365234375,650.12158203125,492.2582092285156,857.575439453125,697.7128295898438,543.2003173828125,601.0294799804688,686.7850952148438,500.2425231933594,429.8658752441406,715.8182983398438,498.3681640625,234.2058868408203,785.0728149414062,405.5025329589844,157.41873168945312,733.7060546875,669.7675170898438,182.40724182128906,1025.3155517578125,570.9617919921875,812.5410766601562,991.049560546875,579.4240112304688,607.6172485351562,998.6430053710938,483.7112121582031,520.5055541992188,950.3799438476562,336.0938720703125,368.1824645996094,865.48681640625,252.0178680419922,357.5943908691406,973.5037841796875,438.61480712890625,201.66941833496094
7479,1777035752.2116954,704.5701293945312,564.2695922851562,1122.9979248046875,956.2083740234375,581.691650390625,1123.4156494140625,748.321044921875,384.1109924316406,1147.1585693359375,908.7776489257812,375.486572265625,1146.30517578125,649.9595947265625,489.8135986328125,857.5007934570312,697.9402465820312,538.684326171875,600.8697509765625,687.1409912109375,494.5125732421875,430.0578918457031,716.2390747070312,491.0066223144531,234.4287109375,785.380126953125,397.9448547363281,157.5255126953125,733.9445190429688,662.1339111328125,182.29014587402344,1025.155029296875,572.4163818359375,815.590576171875,990.788330078125,584.1481323242188,609.6903076171875,997.8656616210938,490.5171813964844,520.1354370117188,948.97021484375,346.96319580078125,364.1936340332031,863.5468139648438,263.1640625,349.5617980957031,974.144287109375,455.2200012207031,202.2603302001953
7480,1777035752.223354,704.0531616210938,563.1408081054688,1123.104736328125,955.7305908203125,580.2208862304688,1124.2275390625,747.5880737304688,382.96575927734375,1147.6683349609375,908.0132446289062,373.98687744140625,1147.1456298828125,649.8786010742188,487.355712890625,857.405029296875,698.2012329101562,534.135986328125,600.7012939453125,687.53662109375,488.73809814453125,430.2379455566406,716.6651000976562,483.6319885253906,234.64659118652344,785.6813354492188,390.4111328125,157.6275634765625,734.18212890625,654.5055541992188,182.17147827148438,1024.9998779296875,573.68994140625,818.552001953125,990.4932861328125,588.4672241210938,611.481201171875,997.2122802734375,497.2910461425781,519.145263671875,947.8091430664062,358.3789978027344,359.22540283203125,862.1527709960938,275.00897216796875,340.59320068359375,974.4544067382812,472.6502685546875,202.168701171875
7481,1777035752.2353506,703.6024780273438,562.0158081054688,1123.15478515625,955.3240356445312,578.7674560546875,1124.962890625,746.9329833984375,381.8258361816406,1148.1519775390625,907.3318481445312,372.51007080078125,1147.9486083984375,649.87109375,484.8794860839844,857.2852783203125,698.4859008789062,529.560546875,600.5159301757812,687.9567260742188,482.9308776855469,430.398193359375,717.087646484375,476.249267578125,234.8574676513672,785.9677124023438,382.8913269042969,157.7379608154297,734.4183349609375,646.8851318359375,182.0514678955078,1024.8577880859375,574.7631225585938,821.37548828125,990.175537109375,592.3839721679688,612.9603881835938,996.6920776367188,504.0497131347656,517.559814453125,946.9100952148438,370.35955810546875,353.3706970214844,861.2848510742188,287.55438232421875,330.7532043457031,974.4439697265625,490.8818359375,201.52113342285156
7482,1777035752.2494621,703.219970703125,560.9055786132812,1123.14208984375,954.989013671875,577.3396606445312,1125.6064453125,746.3545532226562,380.70159912109375,1148.6080322265625,906.7325439453125,371.0673522949219,1148.7060546875,649.9301147460938,482.3819885253906,857.1394653320312,698.785400390625,524.9661865234375,600.3065795898438,688.3862915039062,477.1061096191406,430.53302001953125,717.4984741210938,468.86279296875,235.06129455566406,786.2319946289062,375.3686218261719,157.8716583251953,734.6524047851562,639.2727661132812,181.93182373046875,1024.736083984375,575.6177978515625,824.013427734375,989.8447875976562,595.89697265625,614.1026611328125,996.3071899414062,510.8058166503906,515.4120483398438,946.2771606445312,382.92279052734375,346.733154296875,860.8995971679688,300.80694580078125,320.121826171875,974.1424560546875,509.87939453125,200.4514617919922
7483,1777035752.2494621,702.9061889648438,559.81982421875,1123.0614013671875,954.7245483398438,575.9472045898438,1126.1448974609375,745.8523559570312,379.6026916503906,1149.0347900390625,906.215087890625,369.6700134277344,1149.4102783203125,650.0490112304688,479.8629150390625,856.9668579101562,699.0924682617188,520.362548828125,600.0675048828125,688.8123779296875,471.2792663574219,430.6391906738281,717.891357421875,461.4762268066406,235.25970458984375,786.47265625,367.82464599609375,158.04017639160156,734.8836669921875,631.6670532226562,181.81439208984375,1024.6424560546875,576.2383422851562,826.421875,989.5088500976562,599.0013427734375,614.8875122070312,996.053955078125,517.56787109375,512.7415771484375,945.9061279296875,396.0850830078125,339.4258728027344,860.933349609375,314.78204345703125,308.801513671875,973.5994262695312,529.5881958007812,199.0931396484375
7484,1777035752.2624612,702.66064453125,558.7667236328125,1122.9083251953125,954.5280151367188,574.600830078125,1126.56689453125,745.4264526367188,378.5380554199219,1149.429443359375,905.7797241210938,368.3293151855469,1150.0538330078125,650.22119140625,477.3248596191406,856.7674560546875,699.401611328125,515.7595825195312,599.7945556640625,689.2255249023438,465.46417236328125,430.7156982421875,718.262939453125,454.0924377441406,235.45538330078125,786.6931762695312,360.2454833984375,158.2491455078125,735.1121215820312,624.0667114257812,181.699462890625,1024.5841064453125,576.6124877929688,828.5614624023438,989.1726684570312,601.689697265625,615.3001098632812,995.9243774414062,524.33984375,509.5945129394531,945.7861328125,409.8597106933594,331.57073974609375,861.3087768554688,329.503662109375,296.9168701171875,972.8816528320312,549.9323120117188,197.5792236328125
7485,1777035752.2762527,702.4813842773438,557.7532958984375,1122.680419921875,954.3955688476562,573.3123779296875,1126.8643798828125,745.0776977539062,377.5160827636719,1149.788818359375,905.4271240234375,367.056396484375,1150.629150390625,650.43994140625,474.7729797363281,856.54248046875,699.7090454101562,511.1665954589844,599.4854736328125,689.6201171875,459.6712951660156,430.76336669921875,718.6128540039062,446.71343994140625,235.6515350341797,786.9007568359375,352.6254577636719,158.4981231689453,735.338134765625,616.4711303710938,181.58486938476562,1024.5673828125,576.7323608398438,830.3984375,988.8386840820312,603.9533081054688,615.3319702148438,995.9065551757812,531.1202392578125,506.0240478515625,945.9008178710938,424.254150390625,323.2983093261719,861.9422607421875,345.0007019042969,284.60882568359375,972.0676879882812,570.8191528320312,196.0467987060547
7486,1777035752.2767882,702.3655395507812,556.7857055664062,1122.37646484375,954.3222045898438,572.0942993164062,1127.031982421875,744.8073120117188,376.5445556640625,1150.1090087890625,905.1582641601562,365.86212158203125,1151.1292724609375,650.6984252929688,472.2148132324219,856.2935180664062,700.0125732421875,506.5914001464844,599.1395874023438,689.9942626953125,453.9073486328125,430.7843017578125,718.9432983398438,439.3404846191406,235.85125732421875,787.1041870117188,344.9677734375,158.78131103515625,735.5621337890625,608.881103515625,181.4658660888672,1024.598876953125,576.594970703125,831.9048461914062,988.5068359375,605.7838134765625,614.9820556640625,995.9854125976562,537.9007568359375,502.0914001464844,946.2295532226562,439.267333984375,314.7474365234375,862.7526245117188,361.3021240234375,272.02667236328125,971.2394409179688,592.1463012695312,194.64292907714844
7487,1777035752.2867947,702.3091430664062,555.8690795898438,1121.9974365234375,954.3023681640625,570.9594116210938,1127.067138671875,744.6168823242188,375.630859375,1150.385498046875,904.9744262695312,364.75701904296875,1151.54736328125,650.9899291992188,469.6596984863281,856.0225830078125,700.3114013671875,502.0401306152344,598.758056640625,690.3490600585938,448.17547607421875,430.7815246582031,719.2579345703125,431.9740905761719,236.05718994140625,787.3117065429688,337.28240966796875,159.08921813964844,735.7841186523438,601.2982177734375,181.33599853515625,1024.683837890625,576.20263671875,833.0591430664062,988.175048828125,607.1743774414062,614.257568359375,996.1431274414062,544.665283203125,497.8665771484375,946.7486572265625,454.88641357421875,306.06414794921875,863.6702880859375,378.43096923828125,259.32086181640625,970.471435546875,613.80859375,193.5274658203125
7488,1777035752.2989311,702.3079833984375,555.0084838867188,1121.5457763671875,954.3302001953125,569.9203491210938,1126.9703369140625,744.5079345703125,374.7821044921875,1150.6131591796875,904.8766479492188,363.7510681152344,1151.8770751953125,651.3081665039062,467.1185302734375,855.7319946289062,700.60546875,497.5169677734375,598.3436279296875,690.6876220703125,442.4756774902344,430.7586364746094,719.5612182617188,424.6141662597656,236.27125549316406,787.5285034179688,329.5824890136719,159.41128540039062,736.0028076171875,593.7239379882812,181.18899536132812,1024.8271484375,575.5631713867188,833.8462524414062,987.8400268554688,608.1220092773438,613.1743774414062,996.3598022460938,551.3895263671875,493.4280700683594,947.4329223632812,471.08319091796875,297.4000549316406,864.6450805664062,396.39776611328125,246.63973999023438,969.8194580078125,635.7024536132812,192.8708953857422
7489,1777035752.3119287,702.357421875,554.2086181640625,1121.0255126953125,954.4000854492188,568.989501953125,1126.74462890625,744.482177734375,374.0052795410156,1150.7867431640625,904.8660278320312,362.8537292480469,1152.1123046875,651.6474609375,464.60321044921875,855.4238891601562,700.8953857421875,493.02435302734375,597.9005126953125,691.0143432617188,436.80572509765625,430.71966552734375,719.857177734375,417.26019287109375,236.49452209472656,787.7562866210938,321.8807373046875,159.73841857910156,736.2161865234375,586.159423828125,181.02059936523438,1025.032470703125,574.690185546875,834.2579956054688,987.4983520507812,608.62939453125,611.7568359375,996.6149291992188,558.0416870117188,488.8612365722656,948.2567749023438,487.81036376953125,288.9095153808594,865.6524047851562,415.19232177734375,234.13108825683594,969.3107299804688,657.7257690429688,192.84671020507812
7490,1777035752.3276458,702.4532470703125,553.4747924804688,1120.4417724609375,954.5070190429688,568.1783447265625,1126.394775390625,744.541015625,373.3072204589844,1150.9005126953125,904.943359375,362.0737609863281,1152.2476806640625,652.0026245117188,462.126708984375,855.1005859375,701.181884765625,488.5631103515625,597.4342041015625,691.3340454101562,431.1619873046875,430.6693115234375,720.14892578125,409.9117431640625,236.7273712158203,787.9934692382812,314.186767578125,160.06509399414062,736.422119140625,578.605224609375,180.82980346679688,1025.302734375,573.6031494140625,834.2930297851562,987.14697265625,608.7071533203125,610.037109375,996.8889770507812,564.5842895507812,484.2553405761719,949.195556640625,504.99725341796875,280.74578857421875,866.6947021484375,434.7735900878906,221.94635009765625,968.9378662109375,679.7737426757812,193.61927795410156
7491,1777035752.3276458,702.5916748046875,552.8126831054688,1119.8009033203125,954.6467895507812,567.497314453125,1125.9273681640625,744.685302734375,372.69482421875,1150.9488525390625,905.109130859375,361.4191589355469,1152.2781982421875,652.369140625,459.7026672363281,854.7643432617188,701.4658203125,484.1328125,596.9512939453125,691.6513671875,425.5402526855469,430.6128845214844,720.4390869140625,402.56878662109375,236.96983337402344,788.236572265625,306.5061340332031,160.39036560058594,736.6197509765625,571.0607299804688,180.6188507080078,1025.6387939453125,572.3277587890625,833.9570922851562,986.7846069335938,608.3754272460938,608.0537719726562,997.1651000976562,570.9765625,479.69921875,950.2249145507812,522.545654296875,273.05572509765625,867.79833984375,455.0580139160156,210.24465942382812,968.65771484375,701.7308959960938,195.32839965820312
