Session_ID,Trial_ID,Subject_ID,Timestamp,Vicon_Recv_Timestamp,Vicon_Recv_Timestamp_Mono,Vicon_Frame_Num,Vicon_Subject_Name,Vicon_Gap_Flag,Vicon_Gap_Size,Vicon_Original_Valid_Flag,Vicon_LTOE_X,Vicon_LTOE_Y,Vicon_LTOE_Z,Vicon_LANK_X,Vicon_LANK_Y,Vicon_LANK_Z,Vicon_LHEE_X,Vicon_LHEE_Y,Vicon_LHEE_Z,Vicon_RTOE_X,Vicon_RTOE_Y,Vicon_RTOE_Z,Vicon_RANK_X,Vicon_RANK_Y,Vicon_RANK_Z,Vicon_RHEE_X,Vicon_RHEE_Y,Vicon_RHEE_Z
independent_20260508_171109,trial_001,subject_001,1778231469.6286592,1778231469.6286592,954267.5922727,338676,BBS05,0,0,1,-102.12505418792888,737.5465113973885,49.013849255086775,-130.8999830425348,523.8764960465779,55.29902440208141,-70.8396550005131,456.5721570397972,62.729680643470836,113.36134243737271,739.8572984584429,41.17737566225628,160.7586044999892,519.0745894625487,57.1382462483087,110.24861859923794,451.54330151293675,62.75555440563427
independent_20260508_171109,trial_001,subject_001,1778231469.63917,1778231469.63917,954267.6024226,338677,BBS05,0,0,1,-102.13069554961656,737.5540285180742,49.005087477806164,-130.85610353141632,523.8919288081895,55.25851497992122,-70.83948843904432,456.5601289530382,62.731864780605925,113.36476111372168,739.8734526582024,41.180991558123495,160.75355329140228,519.0611072336688,57.14892051442561,110.25095222113886,451.5487286786615,62.75802029617808
independent_20260508_171109,trial_001,subject_001,1778231469.6516802,1778231469.6516802,954267.6150718,338678,BBS05,0,0,1,-102.13227873038115,737.5452934754309,49.010836901480644,-130.91543887103438,523.9213054790038,55.35862103973149,-70.84049417492162,456.5659157207987,62.72692178767815,113.2623392133434,739.7079837791216,40.945154628659616,160.7756309930906,519.086755043997,57.17140733558601,110.23738078404526,451.5522307649366,62.77694944049314
independent_20260508_171109,trial_001,subject_001,1778231469.6606803,1778231469.6606803,954267.6248116,338679,BBS05,0,0,1,-102.13556351470608,737.5564440670495,49.00926303475802,-130.92042964532357,523.8511938248964,55.28934245635244,-70.86375709894881,456.570218030386,62.71635646684098,113.33466931686146,739.8306100924984,41.10493695592614,160.7649177004719,519.0878898956839,57.17708550557415,110.25854182652164,451.55474896302485,62.778915732647675
independent_20260508_171109,trial_001,subject_001,1778231469.6707702,1778231469.6707702,954267.6342322,338680,BBS05,0,0,1,-102.13519424095554,737.5522296319373,49.01122830866029,-130.88106432144045,523.9042832792729,55.30043454903827,-70.86833445447598,456.55589985802453,62.73006748784136,113.25858097387376,739.7125939097283,40.932623668443185,160.75973639630442,519.0802317115026,57.17701640209041,110.2699372975965,451.5698348392219,62.773990651069155
independent_20260508_171109,trial_001,subject_001,1778231469.6800246,1778231469.6800246,954267.6437312,338681,BBS05,0,0,1,-102.13816745004716,737.5500961043457,49.00978516103532,-130.88918690223917,523.8903541714392,55.294204320738764,-70.83925397155616,456.57286627891284,62.70614008607619,113.26659327032905,739.7203220950503,40.93088840728791,160.75000654481394,519.0811523978992,57.17421405711926,110.28480295160193,451.58039525110263,62.76585339825794
independent_20260508_171109,trial_001,subject_001,1778231469.68963,1778231469.68963,954267.6537135,338682,BBS05,0,0,1,-102.13449115922124,737.5429144588314,49.01009709256036,-130.89899564838427,523.8765765922843,55.298825211288005,-70.84946837423732,456.56333588385354,62.697567630125256,113.34000121756102,739.8585684340252,41.10496637275641,160.76263072080988,519.079710378502,57.17539315543231,110.28181229300571,451.577906531169,62.785276022088844
independent_20260508_171109,trial_001,subject_001,1778231469.6996408,1778231469.6996408,954267.6637894,338683,BBS05,0,0,1,-102.13100130443831,737.5459416166144,49.01297559942243,-130.91480924229822,523.8397930037537,55.292370785121534,-70.82807013841374,456.56980449989305,62.69740289239946,113.35264078008792,739.8392452986976,41.10220528504498,160.76677347332878,519.1051941809699,57.191267128163666,110.24003491179903,451.5740182385512,62.80144022844544
independent_20260508_171109,trial_001,subject_001,1778231469.7086442,1778231469.7086442,954267.672847,338684,BBS05,0,0,1,-102.13747041710766,737.5412408358708,49.00830535696817,-130.8896125720474,523.8777355205768,55.2820744757397,-70.84913443726818,456.5545322092478,62.70701209944052,113.26426310428342,739.7160561060554,40.92573824914871,160.7689935934108,519.0905195732331,57.18760715511072,110.21889701538402,451.56521008228253,62.80417872820556
independent_20260508_171109,trial_001,subject_001,1778231469.7186396,1778231469.7186396,954267.6823349,338685,BBS05,0,0,1,-102.13415449466586,737.5542873230307,49.0230078512858,-130.86153357495013,523.8767828671697,55.254802499470856,-70.86849673312031,456.5377929496834,62.698146788142665,113.35198935893071,739.8344929194682,41.09556912202004,160.7649775684551,519.1003199735902,57.1881562182042,110.27912549710472,451.5928676501024,62.7740921975043
