session_id,trial_id,timestamp_wall,timestamp_mono,side,seq,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17
independent_20260430_072408,trial_001,1777505049.0492659,227840.0250776,Right,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.109306,227840.0849948,Right,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.1386392,227840.1150166,Right,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.199512,227840.17509,Right,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.2600381,227840.2350669,Right,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.3196874,227840.295,Right,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.349672,227840.3250411,Right,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.4102354,227840.3851984,Right,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.4148335,227840.3899623,Right,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.4745657,227840.4496585,Right,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.5599666,227840.5350313,Right,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.6201155,227840.5950593,Right,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.6786249,227840.6551158,Right,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.7092519,227840.6850212,Right,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.770048,227840.7458686,Right,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.828705,227840.8050513,Right,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.8888655,227840.865053,Right,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.919804,227840.8950411,Right,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.9244623,227840.8995726,Right,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505049.9846041,227840.9597175,Right,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505050.0998664,227841.0750239,Right,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505050.1293511,227841.1050368,Right,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505050.1893897,227841.1650134,Right,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505050.248578,227841.2250866,Right,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505050.3085668,227841.2850585,Right,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505050.3394578,227841.315057,Right,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505050.399858,227841.375041,Right,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent_20260430_072408,trial_001,1777505050.4597504,227841.4351131,Right,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
