session_id,trial_id,timestamp_wall,timestamp_mono,device_name,seq,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw,quat_x,quat_y,quat_z,quat_w
independent_20260430_072408,trial_001,1777505048.4548635,227839.430624,Trunk,1,-3.4022,-6.6896,-6.1298,0.3662,-0.1221,-0.7324,-132.5171,20.5499,84.8529,-0.6164,0.6607,0.1467,0.4026
independent_20260430_072408,trial_001,1777505048.4567661,227839.4322742,L_Femur,1,-3.1965,-7.6945,5.3307,-0.1831,-0.1221,-0.1831,-55.3217,18.8745,-70.9991,-0.4572,-0.1477,-0.5693,0.6671
independent_20260430_072408,trial_001,1777505048.4567661,227839.4323985,L_Tibia,1,0.134,-3.9813,9.0918,-0.2441,-0.1831,0.4883,-23.6151,-0.7855,40.2319,-0.1944,0.0641,0.338,0.9186
independent_20260430_072408,trial_001,1777505048.4567661,227839.4324984,L_Foot,1,3.0577,-7.929,-4.565,-0.5493,-0.2441,0.3052,-119.9158,-18.468,41.2482,-0.828,0.2258,0.3041,0.4136
independent_20260430_072408,trial_001,1777505048.4567661,227839.4325966,R_Femur,1,-9.7282,-0.6651,-0.2775,0.7324,-0.4883,-0.4883,-112.6648,85.7318,-98.2507,-0.6844,-0.2145,-0.6778,-0.1622
independent_20260430_072408,trial_001,1777505048.4567661,227839.4326897,Trunk,2,-3.4022,-6.6896,-6.125,0.4272,-0.1831,-0.7324,-132.5116,20.5499,84.8529,-0.6164,0.6606,0.1468,0.4026
independent_20260430_072408,trial_001,1777505048.4567661,227839.4327981,L_Femur,2,-3.2013,-7.6897,5.3259,-0.1221,-0.061,-0.2441,-55.3217,18.8745,-70.9991,-0.4572,-0.1477,-0.5693,0.6671
independent_20260430_072408,trial_001,1777505048.4567661,227839.4329137,L_Tibia,2,0.1388,-3.9765,9.0966,-0.2441,-0.1831,0.4883,-23.6151,-0.7855,40.2319,-0.1944,0.0641,0.338,0.9186
independent_20260430_072408,trial_001,1777505048.4567661,227839.4330132,L_Foot,2,3.0577,-7.9338,-4.5603,-0.5493,-0.2441,0.3052,-119.9158,-18.468,41.2482,-0.828,0.2258,0.3041,0.4136
independent_20260430_072408,trial_001,1777505048.4567661,227839.4331301,R_Femur,2,-9.7282,-0.6699,-0.2823,0.6714,-0.5493,-0.4883,-112.6648,85.7318,-98.2507,-0.6844,-0.2145,-0.6778,-0.1622
independent_20260430_072408,trial_001,1777505048.4582891,227839.4332643,R_Tibia,1,-4.7756,-7.929,3.3209,0.1831,-0.3052,0.3052,-67.2528,29.0259,173.139,0.1762,0.5476,0.7963,0.1868
independent_20260430_072408,trial_001,1777505048.4582891,227839.4333632,R_Foot,1,-7.4983,-3.9621,-4.6033,0.5493,0.061,-0.1831,-139.2792,50.9766,-0.0439,-0.8463,0.1494,-0.4036,0.3139
independent_20260430_072408,trial_001,1777505048.4582891,227839.4334547,Trunk,3,-3.4022,-6.6896,-6.125,0.4883,-0.1221,-0.7935,-132.5116,20.5499,84.8529,-0.6164,0.6606,0.1468,0.4026
independent_20260430_072408,trial_001,1777505048.4582891,227839.4335499,L_Femur,3,-3.1965,-7.6897,5.3211,-0.1221,-0.1221,-0.1831,-55.3217,18.8745,-70.9991,-0.4572,-0.1477,-0.5693,0.6671
independent_20260430_072408,trial_001,1777505048.4582891,227839.4336398,L_Tibia,3,0.1388,-3.9765,9.0918,-0.2441,-0.2441,0.4883,-23.6151,-0.7855,40.2319,-0.1944,0.0641,0.338,0.9186
independent_20260430_072408,trial_001,1777505048.4582891,227839.4337386,L_Foot,3,3.0577,-7.9338,-4.565,-0.4883,-0.2441,0.3052,-119.9158,-18.468,41.2482,-0.828,0.2258,0.3041,0.4136
independent_20260430_072408,trial_001,1777505048.4582891,227839.4338295,R_Femur,3,-9.733,-0.6699,-0.2823,0.6714,-0.5493,-0.5493,-112.6648,85.7318,-98.2507,-0.6844,-0.2145,-0.6778,-0.1622
independent_20260430_072408,trial_001,1777505048.4582891,227839.4339167,Trunk,4,-3.4022,-6.6896,-6.1298,0.4883,-0.1831,-0.7324,-132.5116,20.5499,84.8529,-0.6164,0.6606,0.1468,0.4026
independent_20260430_072408,trial_001,1777505048.4582891,227839.4340029,L_Femur,4,-3.1965,-7.6897,5.3259,-0.061,-0.061,-0.2441,-55.3217,18.8745,-70.9991,-0.4572,-0.1477,-0.5693,0.6671
independent_20260430_072408,trial_001,1777505048.4582891,227839.4340887,L_Tibia,4,0.134,-3.9765,9.0966,-0.2441,-0.2441,0.4272,-23.6151,-0.7855,40.2319,-0.1944,0.0641,0.338,0.9186
independent_20260430_072408,trial_001,1777505048.4582891,227839.4341949,L_Foot,4,3.0625,-7.929,-4.565,-0.5493,-0.2441,0.2441,-119.9158,-18.468,41.2482,-0.828,0.2258,0.3041,0.4136
independent_20260430_072408,trial_001,1777505048.4602952,227839.4356305,R_Femur,4,-9.7282,-0.6699,-0.2775,0.7324,-0.5493,-0.4883,-112.6648,85.7318,-98.2507,-0.6844,-0.2145,-0.6778,-0.1622
independent_20260430_072408,trial_001,1777505048.4602952,227839.4358042,R_Tibia,2,-4.766,-7.929,3.3209,0.1221,-0.3052,0.3052,-67.2528,29.0259,173.139,0.1762,0.5476,0.7963,0.1868
independent_20260430_072408,trial_001,1777505048.4602952,227839.4359085,R_Foot,2,-7.4983,-3.9669,-4.5985,0.4883,0.061,-0.1221,-139.2792,50.9766,-0.0385,-0.8463,0.1494,-0.4035,0.3139
independent_20260430_072408,trial_001,1777505048.4602952,227839.4359984,Trunk,5,-3.4022,-6.6896,-6.1298,0.4272,-0.1221,-0.7324,-132.5116,20.5499,84.8529,-0.6164,0.6606,0.1468,0.4026
