Session_ID,Trial_ID,Subject_ID,Timestamp,IMU_Recv_Timestamp,IMU_Recv_Timestamp_Mono,IMU_Device_ID,IMU_Device_Name,IMU_Device_Seq,IMU_Parse_OK_Flag,IMU_Acc_X,IMU_Acc_Y,IMU_Acc_Z,IMU_Gyro_X,IMU_Gyro_Y,IMU_Gyro_Z,IMU_Roll,IMU_Pitch,IMU_Yaw,IMU_Quat_x,IMU_Quat_y,IMU_Quat_z,IMU_Quat_w
independent_20260430_202854,trial_001,subject_001,1777552134.9383867,1777552134.9383867,274926.5474266,9,Trunk,1,1,1.0479,9.666,0.1914,-2.6855,-15.0757,-4.0283,97.6904,-6.6412,-146.7664,0.2515,0.7094,-0.642,0.1461
independent_20260430_202854,trial_001,subject_001,1777552134.9383867,1777552134.9383867,274926.5476676,10,L_Femur,1,1,-1.0479,8.6468,1.7322,-7.5073,-6.4697,-4.1504,83.2214,2.3016,-12.2003,0.6586,0.0855,-0.0662,0.7447
independent_20260430_202854,trial_001,subject_001,1777552134.9383867,1777552134.9383867,274926.5478058,11,L_Tibia,1,1,-0.5072,7.5605,-1.3733,-35.3394,-13.855,-12.5732,84.7046,4.1528,-44.6649,0.6126,0.2806,-0.258,0.6924
independent_20260430_202854,trial_001,subject_001,1777552134.9383867,1777552134.9383867,274926.54794,12,L_Foot,1,1,-1.2441,4.8234,9.7904,-45.0439,-0.4272,-25.4517,-14.458,7.8442,-116.2903,-0.1239,-0.0708,-0.8452,0.515
independent_20260430_202854,trial_001,subject_001,1777552134.9383867,1777552134.9383867,274926.54805,13,R_Femur,1,1,0.5742,8.9865,-1.9093,25.3296,-11.4136,-0.061,105.9137,-2.9224,-31.723,0.7717,0.2033,-0.1842,0.5737
independent_20260430_202854,trial_001,subject_001,1777552134.9383867,1777552134.9383867,274926.5481525,14,R_Tibia,1,1,0.7465,9.0009,-3.3018,25.6958,-13.4277,-6.7749,109.5831,-4.0485,-173.15,0.0691,0.8139,-0.5769,0.0056
independent_20260430_202854,trial_001,subject_001,1777552134.9393885,1777552134.9393885,274926.5482503,9,Trunk,2,1,1.1245,9.5416,0.3015,-3.9673,-16.6016,-4.6997,97.652,-6.5479,-147.0026,0.2495,0.7099,-0.6424,0.1454
independent_20260430_202854,trial_001,subject_001,1777552134.9393885,1777552134.9393885,274926.5483479,10,L_Femur,2,1,-1.3111,8.4697,1.4738,-3.8452,-18.5547,-3.0518,83.1061,2.3291,-12.5024,0.6576,0.0873,-0.0681,0.7452
independent_20260430_202854,trial_001,subject_001,1777552134.9393885,1777552134.9393885,274926.5484449,11,L_Tibia,2,1,-0.9044,7.7232,-1.1341,-22.2778,-25.5127,-4.5166,84.3091,4.2242,-45.0165,0.6091,0.282,-0.2608,0.6939
independent_20260430_202854,trial_001,subject_001,1777552134.9393885,1777552134.9393885,274926.5485429,12,L_Foot,2,1,-1.5887,4.2205,6.6992,-31.0669,-5.6152,-35.0342,-15.249,7.6135,-116.911,-0.1253,-0.0784,-0.8474,0.5099
