Session_ID,Trial_ID,Subject_ID,Timestamp,Planter_Recv_Timestamp,Planter_Recv_Timestamp_Mono,Planter_Side,Planter_Side_Seq,Planter_Read_Seq,Planter_Candidate_Frame_Seq,Planter_Parse_OK_Flag,Planter_Init_OK_Flag,Planter_Frame_Length,Planter_Frame_Length_Mode,Planter_All_Zero_Flag,Planter_Review_Flag,Planter_0,Planter_1,Planter_2,Planter_3,Planter_4,Planter_5,Planter_6,Planter_7,Planter_8,Planter_9,Planter_10,Planter_11,Planter_12,Planter_13,Planter_14,Planter_15,Planter_16,Planter_17
independent_20260430_202854,trial_001,subject_001,1777552135.4995248,1777552135.4995248,274927.1083819,Left,1,0,0,1,1,39,reference_style,0,0,0,0,30729,43527,6145,0,0,0,46093,34313,46084,2048,0,0,0,0,0,0
independent_20260430_202854,trial_001,subject_001,1777552135.7018464,1777552135.7018464,274927.3107874,Left,2,0,0,1,1,39,reference_style,0,0,0,0,51976,20998,50688,0,0,0,64268,19720,26116,19712,0,0,0,0,0,0
independent_20260430_202854,trial_001,subject_001,1777552135.857475,1777552135.857475,274927.4672976,Left,3,0,0,1,1,39,reference_style,0,0,0,0,64264,29702,55296,0,0,0,17165,26888,48388,44288,0,0,0,0,0,0
independent_20260430_202854,trial_001,subject_001,1777552136.0082164,1777552136.0082164,274927.6172602,Left,4,0,0,1,1,39,reference_style,0,0,0,0,15881,43014,10753,0,0,0,12045,36360,773,11265,0,0,0,0,0,0
independent_20260430_202854,trial_001,subject_001,1777552136.1694713,1777552136.1694713,274927.7786515,Left,5,0,0,1,1,39,reference_style,0,0,0,0,27145,44806,27137,0,0,0,19213,45832,19461,28929,0,0,0,0,0,0
independent_20260430_202854,trial_001,subject_001,1777552136.318971,1777552136.318971,274927.9279202,Left,6,0,0,1,1,39,reference_style,0,0,0,0,43017,41990,44289,0,0,0,26125,55304,31237,53249,0,0,0,0,0,0
independent_20260430_202854,trial_001,subject_001,1777552136.4777546,1777552136.4777546,274928.0872376,Left,7,0,0,1,1,39,reference_style,0,0,0,0,55817,51206,49409,0,0,0,35597,35080,43013,5634,0,0,0,0,0,0
independent_20260430_202854,trial_001,subject_001,1777552136.6985219,1777552136.6985219,274928.307461,Left,8,0,0,1,1,39,reference_style,0,0,0,0,54281,52229,52993,0,0,0,61964,28935,2309,21762,0,0,0,0,0,0
independent_20260430_202854,trial_001,subject_001,1777552136.8181477,1777552136.8181477,274928.4273975,Left,9,0,0,1,1,39,reference_style,0,0,0,0,37897,60676,36865,0,0,0,29196,22790,48388,35586,0,0,0,0,0,0
independent_20260430_202854,trial_001,subject_001,1777552136.9793243,1777552136.9793243,274928.5888578,Left,10,0,0,1,1,39,reference_style,0,0,0,0,1033,4867,4353,0,0,0,11531,34564,61955,58114,0,0,0,0,0,0
independent_20260430_202854,trial_001,subject_001,1777552137.0987482,1777552137.0987482,274928.7077923,Left,11,0,0,1,1,39,reference_style,0,0,0,0,17672,60672,4864,0,0,0,57609,7938,32514,10499,0,0,0,0,0,0
