Session_ID,Trial_ID,Subject_ID,Timestamp,IMU_Recv_Timestamp,IMU_Recv_Timestamp_Mono,IMU_Device_ID,IMU_Device_Name,IMU_Device_Seq,IMU_Parse_OK_Flag,IMU_Acc_X,IMU_Acc_Y,IMU_Acc_Z,IMU_Gyro_X,IMU_Gyro_Y,IMU_Gyro_Z,IMU_Roll,IMU_Pitch,IMU_Yaw,IMU_Quat_x,IMU_Quat_y,IMU_Quat_z,IMU_Quat_w
independent_20260430_202319,trial_001,subject_001,1777551799.4527717,1777551799.4527717,274591.0621344,15,R_Foot,1,1,0.5551,0.0096,10.0058,2.1362,2.6245,-0.4883,-0.1648,-3.0377,-142.1851,0.0246,-0.0099,-0.9457,0.324
independent_20260430_202319,trial_001,subject_001,1777551799.4527717,1777551799.4527717,274591.0626686,9,Trunk,1,1,0.6986,9.8048,0.0287,-7.9956,49.1943,6.2256,92.5873,1.7578,156.2146,0.1593,-0.7051,0.6783,0.1315
independent_20260430_202319,trial_001,subject_001,1777551799.4527717,1777551799.4527717,274591.0627904,10,L_Femur,1,1,2.2155,9.1875,1.6413,27.0386,36.438,-13.7329,81.2988,-9.7943,-63.2153,0.5867,0.285,-0.4435,0.6147
independent_20260430_202319,trial_001,subject_001,1777551799.4527717,1777551799.4527717,274591.0628966,11,L_Tibia,1,1,3.6941,9.0727,0.3254,-29.2358,3.7231,-29.4189,87.4402,-16.4355,-91.192,0.5524,0.4164,-0.5802,0.4299
independent_20260430_202319,trial_001,subject_001,1777551799.4527717,1777551799.4527717,274591.0630014,12,L_Foot,1,1,-0.5742,0.1292,9.9866,-0.1831,0.1831,0.7935,0.6372,3.2245,-99.7504,-0.0179,0.0224,-0.7642,0.6443
independent_20260430_202319,trial_001,subject_001,1777551799.4527717,1777551799.4527717,274591.0631246,13,R_Femur,1,1,1.3159,9.556,-0.0048,36.0718,17.1509,-16.2354,91.0272,-4.1089,-70.9442,0.5952,0.3933,-0.4272,0.5555
independent_20260430_202319,trial_001,subject_001,1777551799.4542782,1777551799.4542782,274591.0632469,9,Trunk,2,1,0.7561,9.6134,0.0957,-6.5308,49.9268,5.3101,92.4884,1.6315,156.9562,0.1539,-0.7057,0.6796,0.128
independent_20260430_202319,trial_001,subject_001,1777551799.4542782,1777551799.4542782,274591.0633542,10,L_Femur,2,1,2.3112,9.1157,1.6892,32.7148,36.8652,-11.7798,81.7987,-9.4373,-62.5012,0.5901,0.2854,-0.4368,0.6161
independent_20260430_202319,trial_001,subject_001,1777551799.4542782,1777551799.4542782,274591.0634519,11,L_Tibia,2,1,3.6511,9.0727,1.1771,-26.7334,15.686,-30.5176,86.8304,-15.8093,-90.9668,0.5485,0.4154,-0.5793,0.4371
independent_20260430_202319,trial_001,subject_001,1777551799.4542782,1777551799.4542782,274591.0635656,12,L_Foot,2,1,-0.6843,0.2249,10.0967,-1.5259,0.061,0.6104,0.6372,3.2245,-99.7504,-0.0179,0.0224,-0.7642,0.6443
independent_20260430_202319,trial_001,subject_001,1777551799.4542782,1777551799.4542782,274591.0637099,13,R_Femur,2,1,1.3398,9.6469,-0.1053,38.3301,14.7705,-18.8599,91.7523,-3.7573,-70.6201,0.5987,0.3961,-0.4214,0.5542
independent_20260430_202319,trial_001,subject_001,1777551799.4542782,1777551799.4542782,274591.0639335,14,R_Tibia,1,1,-0.8709,8.7473,-4.6703,-20.5688,3.8452,-10.6812,117.7954,3.8342,127.2601,0.3956,-0.759,0.4753,0.2036
independent_20260430_202319,trial_001,subject_001,1777551799.4552863,1777551799.4552863,274591.0641503,15,R_Foot,2,1,0.4594,-0.1627,9.9818,2.1973,2.2583,-0.1831,-0.1593,-3.0322,-142.218,0.0246,-0.0099,-0.9458,0.3237
independent_20260430_202319,trial_001,subject_001,1777551799.4552863,1777551799.4552863,274591.0643016,9,Trunk,3,1,0.823,9.4938,0.1627,-3.7231,50.7202,4.2725,92.4335,1.5271,157.7142,0.1486,-0.7065,0.6807,0.1243
independent_20260430_202319,trial_001,subject_001,1777551799.4552863,1777551799.4552863,274591.0644676,10,L_Femur,3,1,2.3447,9.221,1.7992,33.9355,33.02,-9.4604,82.2217,-9.2175,-61.9958,0.593,0.2856,-0.4321,0.6165
independent_20260430_202319,trial_001,subject_001,1777551799.4552863,1777551799.4552863,274591.0646649,11,L_Tibia,3,1,3.4597,9.1684,1.4116,-27.5879,19.2261,-30.6396,86.347,-15.3259,-90.6976,0.5457,0.4141,-0.5783,0.4431
independent_20260430_202319,trial_001,subject_001,1777551799.4552863,1777551799.4552863,274591.0648409,12,L_Foot,3,1,-0.6747,0.3206,10.178,-4.3335,-2.0752,0.3662,0.5878,3.197,-99.7504,-0.018,0.0219,-0.7642,0.6443
independent_20260430_202319,trial_001,subject_001,1777551799.4552863,1777551799.4552863,274591.0650267,13,R_Femur,3,1,1.3255,9.5607,-0.1579,40.8325,14.1602,-21.1182,92.3346,-3.4607,-70.3674,0.6014,0.3984,-0.4167,0.5532
independent_20260430_202319,trial_001,subject_001,1777551799.4562893,1777551799.4562893,274591.0652247,9,Trunk,4,1,0.8183,9.4985,0.1531,-2.8687,52.4902,3.54,92.384,1.3953,158.7524,0.1413,-0.7077,0.6819,0.119
independent_20260430_202319,trial_001,subject_001,1777551799.4562893,1777551799.4562893,274591.0653709,10,L_Femur,4,1,2.3017,9.3167,2.1294,32.8369,27.771,-8.1787,82.6501,-9.0363,-61.5674,0.5958,0.2861,-0.4278,0.6165
independent_20260430_202319,trial_001,subject_001,1777551799.4562893,1777551799.4562893,274591.0655417,11,L_Tibia,4,1,3.297,9.0727,1.2681,-24.5361,19.2261,-30.7617,85.9021,-14.837,-90.4285,0.5431,0.413,-0.5771,0.4489
independent_20260430_202319,trial_001,subject_001,1777551799.4562893,1777551799.4562893,274591.0657423,12,L_Foot,4,1,-0.4689,0.1771,10.0105,-3.9673,-1.5259,0.4883,0.5328,3.175,-99.7449,-0.0182,0.0214,-0.7642,0.6443
independent_20260430_202319,trial_001,subject_001,1777551799.4562893,1777551799.4562893,274591.0659299,13,R_Femur,4,1,1.5887,9.4124,-0.268,42.1143,13.916,-22.1558,93.1421,-3.0377,-70.0543,0.6049,0.4018,-0.4102,0.5517
independent_20260430_202319,trial_001,subject_001,1777551799.4562893,1777551799.4562893,274591.0661151,14,R_Tibia,2,1,-0.5168,8.5559,-4.5363,-21.4233,1.5869,-11.9019,117.0703,4.1583,127.5183,0.3939,-0.7562,0.4816,0.2029
independent_20260430_202319,trial_001,subject_001,1777551799.4572866,1777551799.4572866,274591.0662652,15,R_Foot,3,1,0.4929,0.0239,104.1872,1693.4204,-671.936,-749.5728,-61.8805,60.4468,127.8149,0.1923,0.5889,0.5518,0.5584
independent_20260430_202319,trial_001,subject_001,1777551799.4572866,1777551799.4572866,274591.0664235,14,R_Tibia,3,1,-0.1866,9.4938,-1.938,0.1831,-0.3662,0.3052,102.2662,1.1646,179.6704,0.0086,-0.7785,0.6275,-0.0061
independent_20260430_202319,trial_001,subject_001,1777551799.4572866,1777551799.4572866,274591.0665911,15,R_Foot,4,1,0.579,0.3206,9.9771,0.3052,0.061,-0.1221,2.3456,-3.3783,172.9578,-0.0282,-0.0222,0.9974,0.062
independent_20260430_202319,trial_001,subject_001,1777551799.4572866,1777551799.4572866,274591.0667101,9,Trunk,5,1,0.4785,9.6947,-0.4833,1.6479,0.0,-0.5493,91.7303,-2.9224,-150.0677,0.2024,0.6885,-0.6772,0.1621
independent_20260430_202319,trial_001,subject_001,1777551799.4572866,1777551799.4572866,274591.0668085,10,L_Femur,5,1,0.4833,9.221,-2.9094,0.4272,-0.7935,-0.1221,108.1824,-3.0212,-14.5239,0.8051,0.087,-0.0953,0.5789
independent_20260430_202319,trial_001,subject_001,1777551799.4572866,1777551799.4572866,274591.0669042,11,L_Tibia,5,1,0.4594,9.4938,-1.9236,-0.1221,-0.3052,0.4272,102.1729,-2.5159,-47.8949,0.7165,0.3031,-0.2705,0.567
