Recv_Timestamp,Side,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17
1777287876.6952665,Left,48897,0,23050,58112,0,0,0,0,51468,40193,0,0,38400,0,0,0,0,0
1777287876.6952665,Right,0,0,29202,44548,0,0,0,0,19215,32515,0,0,0,0,38657,0,7168,0
1777287876.9090974,Left,54273,0,51978,22017,0,0,0,0,16653,59905,0,0,24320,0,0,0,0,0
1777287876.9090974,Right,0,0,29202,44548,0,0,0,0,19215,32515,0,0,0,0,38657,0,7168,0
1777287876.96822,Left,54273,0,51978,22017,0,0,0,0,16653,59905,0,0,24320,0,0,0,0,0
1777287876.96822,Right,0,0,49938,51716,0,0,0,0,32015,44803,0,0,0,0,47873,0,0,0
1777287877.0890818,Left,51201,0,57866,32257,0,0,0,0,35597,5634,0,0,19712,0,0,0,0,0
1777287877.0890818,Right,0,0,49938,51716,0,0,0,0,32015,44803,0,0,0,0,47873,0,0,0
1777287877.1309047,Left,51201,0,57866,32257,0,0,0,0,35597,5634,0,0,19712,0,0,0,0,0
1777287877.1309047,Right,0,0,58130,2821,0,0,0,0,59407,6916,0,0,0,0,1026,5888,256,0
1777287877.1987903,Left,45057,0,60170,35073,0,0,0,0,40973,8194,0,0,10240,0,0,0,0,0
1777287877.1987903,Right,0,0,58130,2821,0,0,0,0,59407,6916,0,0,0,0,1026,5888,256,0
1777287877.2687843,Left,45057,0,60170,35073,0,0,0,0,40973,8194,0,0,10240,0,0,0,0,0
1777287877.2687843,Right,0,0,59410,23045,0,0,0,0,20496,35332,0,0,0,0,21250,28416,19712,0
1777287877.3395026,Left,28161,0,64778,56577,0,0,0,0,50701,22274,0,0,0,0,0,0,0,0
1777287877.3395026,Right,0,0,59410,23045,0,0,0,0,20496,35332,0,0,0,0,21250,28416,19712,0
1777287877.4092984,Left,28161,0,64778,56577,0,0,0,0,50701,22274,0,0,0,0,0,0,0,0
1777287877.4092984,Right,0,0,46098,37637,0,0,0,0,29200,3077,0,0,0,0,58114,52992,35584,0
1777287877.4695008,Left,13825,0,12811,61697,0,0,0,0,58893,28162,0,0,0,0,0,0,0,0
1777287877.4695008,Right,0,0,46098,37637,0,0,0,0,29200,3077,0,0,0,0,58114,52992,35584,0
1777287877.579406,Left,13825,0,12811,61697,0,0,0,0,58893,28162,0,0,0,0,0,0,0,0
