Recv_Timestamp,Side,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17
1777288140.7129178,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288140.7129178,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288140.9322424,Left,45321,60929,59140,0,0,0,61445,0,14597,0,0,32512,32269,0,0,0,0,0
1777288140.9322424,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288140.9728024,Left,45321,60929,59140,0,0,0,61445,0,14597,0,0,32512,32269,0,0,0,0,0
1777288140.9728024,Right,0,0,14859,0,0,0,0,0,784,42752,0,0,0,0,0,0,0,0
1777288141.063675,Left,58633,4356,40707,0,0,0,32006,11008,64515,0,0,0,14606,0,0,0,0,0
1777288141.063675,Right,0,0,14859,0,0,0,0,0,784,42752,0,0,0,0,0,0,0,0
1777288141.1298966,Left,58633,4356,40707,0,0,0,32006,11008,64515,0,0,0,14606,0,0,0,0,0
1777288141.1298966,Right,0,0,24080,266,0,0,0,0,16658,60935,0,0,0,0,0,0,0,0
1777288141.202927,Left,32005,9732,45314,0,0,0,23808,0,15875,0,0,0,4612,0,0,0,0,0
1777288141.202927,Right,0,0,24080,266,0,0,0,0,16658,60935,0,0,0,0,0,0,0,0
1777288141.5834944,Left,32005,9732,45314,0,0,0,23808,0,15875,0,0,0,4612,0,0,0,0,0
1777288141.5834944,Right,0,0,53006,56077,0,0,0,0,21266,42507,0,0,0,0,0,0,0,0
1777288141.6834211,Left,57601,14081,29953,0,0,0,0,0,38657,0,0,0,0,0,0,0,0,0
1777288141.6834211,Right,0,0,53006,56077,0,0,0,0,21266,42507,0,0,0,0,0,0,0,0
1777288141.7930188,Left,57601,14081,29953,0,0,0,0,0,38657,0,0,0,0,0,0,0,0,0
1777288141.7930188,Right,0,0,50960,38927,15360,0,0,0,32531,59916,0,0,0,0,1282,0,0,0
1777288141.8534372,Left,0,0,0,0,0,0,0,0,62208,0,0,0,0,0,0,0,0,0
1777288141.8534372,Right,0,0,50960,38927,15360,0,0,0,32531,59916,0,0,0,0,1282,0,0,0
1777288141.9335368,Left,0,0,0,0,0,0,0,0,62208,0,0,0,0,0,0,0,0,0
1777288141.9335368,Right,0,0,3088,56590,20993,0,0,0,37138,52747,0,0,0,0,57602,0,0,0
1777288142.0446754,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288142.0446754,Right,0,0,3088,56590,20993,0,0,0,37138,52747,0,0,0,0,57602,0,0,0
1777288142.102843,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288142.102843,Right,0,0,19983,8462,37377,0,0,0,63761,21259,0,0,0,0,9987,0,0,0
1777288142.2731907,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288142.2731907,Right,0,0,39694,60939,41217,0,0,0,9489,2313,0,0,0,0,7939,0,0,0
1777288142.2935662,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288142.2935662,Right,0,0,39694,60939,41217,0,0,0,9489,2313,0,0,0,0,7939,0,0,0
1777288142.4229002,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288142.4229002,Right,16384,0,8973,43016,55552,0,0,0,20239,11014,0,0,0,0,20738,0,0,0
1777288142.5498977,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288142.5498977,Right,16384,0,8973,43016,55552,0,0,0,20239,11014,0,0,0,0,20738,0,0,0
1777288142.6200674,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288142.6200674,Right,42241,0,15372,54021,1792,0,0,0,41998,9988,0,0,0,0,50945,0,0,0
1777288142.6938956,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288142.6938956,Right,42241,0,15372,54021,1792,0,0,0,41998,9988,0,0,0,0,50945,0,0,0
1777288142.963155,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288142.963155,Right,63746,0,33035,37635,0,0,0,0,14861,1794,0,0,0,0,24321,0,21504,0
1777288143.1136107,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288143.1136107,Right,14596,0,46858,21249,0,0,0,0,63754,5376,0,0,0,0,41984,0,42241,0
1777288143.1433465,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288143.1433465,Right,14596,0,46858,21249,0,0,0,0,63754,5376,0,0,0,0,41984,0,42241,0
1777288143.2631457,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288143.2631457,Right,23302,0,28936,0,0,0,52225,0,58887,0,0,0,49410,0,0,0,9732,0
1777288143.3328469,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288143.3328469,Right,31753,4610,18694,0,0,0,33542,514,40197,0,0,0,25351,0,0,58880,62726,0
1777288143.4028835,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288143.4028835,Right,31753,4610,18694,0,0,0,33542,514,40197,0,0,0,25351,0,0,58880,62726,0
1777288143.5223203,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288143.5223203,Right,31753,4610,18694,0,0,0,33542,514,40197,0,0,0,25351,0,0,58880,62726,0
1777288143.563106,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777288143.563106,Right,18958,15111,53508,0,0,0,22795,13319,12035,0,0,0,48907,0,0,28416,29193,0
1777288143.6328316,Left,0,0,52495,35589,0,0,0,0,17172,48901,0,0,0,0,0,0,0,0
1777288143.6328316,Right,18958,15111,53508,0,0,0,22795,13319,12035,0,0,0,48907,0,0,28416,29193,0
1777288143.7032223,Left,0,0,52495,35589,0,0,0,0,17172,48901,0,0,0,0,0,0,0,0
1777288143.7032223,Right,55822,779,55043,0,0,0,34314,43786,43009,0,0,0,9993,0,0,0,9479,0
1777288143.7836242,Left,0,0,53010,34576,0,0,0,0,62486,28945,0,0,0,0,0,0,0,0
1777288143.7836242,Right,55822,779,55043,0,0,0,34314,43786,43009,0,0,0,9993,0,0,0,9479,0
1777288143.8437157,Left,0,0,53010,34576,0,0,0,0,62486,28945,0,0,0,0,0,0,0,0
1777288143.8437157,Right,14601,32778,12291,0,0,0,62466,33290,0,0,0,0,26624,0,0,0,0,0
1777288143.9843497,Left,0,0,43282,49684,0,0,0,0,33815,64276,0,0,0,0,0,0,0,0
1777288143.9843497,Right,14601,32778,12291,0,0,0,62466,33290,0,0,0,0,26624,0,0,0,0,0
1777288144.0933933,Left,0,0,19,5141,2560,0,0,0,48151,36372,14848,0,0,0,0,0,0,0
