Recv_Timestamp,Side,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17
1777289306.6134102,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289306.6134102,Right,0,0,15118,45837,0,0,0,0,18199,64782,41728,0,0,0,60681,61954,13058,0
1777289306.6337337,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289306.6337337,Right,0,0,15118,45837,0,0,0,0,18199,64782,41728,0,0,0,60681,61954,13058,0
1777289306.722536,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289306.722536,Right,0,0,12813,28427,0,0,0,0,23062,54284,41216,0,11008,0,13322,57347,13828,0
1777289306.7934198,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289306.7934198,Right,0,0,12813,28427,0,0,0,0,23062,54284,41216,0,11008,0,13322,57347,13828,0
1777289306.893344,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289306.893344,Right,0,0,54028,60937,0,0,0,0,21013,17419,55808,0,10753,0,59913,28676,35589,0
1777289307.0335977,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289307.0335977,Right,0,0,54028,60937,0,0,0,0,21013,17419,55808,0,10753,0,59913,28676,35589,0
1777289307.1628313,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289307.1628313,Right,29952,0,15629,40457,0,0,0,0,3349,31242,53504,0,14849,0,8713,45059,39173,0
1777289307.4132009,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289307.4132009,Right,29952,0,15629,40457,0,0,0,0,3349,31242,53504,0,14849,0,8713,45059,39173,0
1777289307.6728134,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289307.6728134,Right,50688,0,26893,12809,6144,0,0,0,37652,50441,58880,0,16897,0,24328,10755,22533,0
1777289307.8737667,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289307.8737667,Right,50688,0,26893,12809,6144,0,0,0,37652,50441,58880,0,16897,0,24328,10755,22533,0
1777289307.8907065,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289307.8907065,Right,20225,0,32269,17928,24576,0,0,0,64019,14600,39424,0,20225,0,23559,46082,22277,0
1777289308.0128727,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289308.0128727,Right,20225,0,32269,17928,24576,0,0,0,64019,14600,39424,0,20225,0,23559,46082,22277,0
1777289308.120608,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289308.120608,Right,2818,0,26124,15878,18176,0,0,0,4626,41477,0,0,1282,0,21254,64514,8966,0
1777289308.1730065,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289308.1730065,Right,2818,0,26124,15878,18176,0,0,0,4626,41477,0,0,1282,0,21254,64514,8966,0
1777289308.3235722,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289308.3235722,Right,44803,0,45834,2307,0,0,32769,0,55311,27138,0,0,26884,0,14085,51715,34568,0
1777289308.3633864,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289308.3633864,Right,44803,0,45834,2307,0,0,32769,0,55311,27138,0,0,26884,0,14085,51715,34568,0
