Recv_Timestamp,Side,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17
1777291270.4952357,Left,0,0,55568,31763,0,0,0,0,51476,22,30468,0,0,0,0,0,0,0
1777291270.4952357,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291270.566902,Left,0,0,55568,31763,0,0,0,0,51476,22,30468,0,0,0,0,0,0,0
1777291270.566902,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291270.7275028,Left,0,0,57616,40723,0,0,0,0,46612,57109,29700,0,0,0,0,0,0,0
1777291270.7275028,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291270.9557889,Left,0,0,57616,40723,0,0,0,0,46612,57109,29700,0,0,0,0,0,0,0
1777291270.9557889,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291271.0751183,Left,0,0,56080,35603,0,0,0,0,52756,56341,30980,0,0,0,0,0,0,0
1777291271.0751183,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291271.1715717,Left,0,0,56080,35603,0,0,0,0,52756,56341,30980,0,0,0,0,0,0,0
1777291271.1715717,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291271.3307254,Left,0,0,54288,40723,0,0,0,0,53268,60437,31236,0,0,0,0,0,0,0
1777291271.3307254,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291271.437646,Left,0,0,54288,40723,0,0,0,0,53268,60437,31236,0,0,0,0,0,0,0
1777291271.437646,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291271.5263736,Left,0,0,49424,32531,0,0,0,0,51988,55829,34052,0,0,0,0,0,0,0
1777291271.5263736,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291271.6348107,Left,0,0,49424,32531,0,0,0,0,51988,55829,34052,0,0,0,0,0,0,0
1777291271.6348107,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291271.7760084,Left,0,0,47376,23571,0,0,0,0,50196,50197,33284,0,0,0,0,0,0,0
1777291271.7760084,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291271.8722267,Left,0,0,47376,23571,0,0,0,0,50196,50197,33284,0,0,0,0,0,0,0
1777291271.8722267,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291271.9573154,Left,0,0,47376,23571,0,0,0,0,51988,52245,40964,0,0,0,0,0,0,0
1777291271.9573154,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291272.0983016,Left,0,0,47376,23571,0,0,0,0,51988,52245,40964,0,0,0,0,0,0,0
1777291272.0983016,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291272.1509802,Left,0,0,54544,27411,0,0,0,0,57108,2582,57092,0,0,0,0,0,0,0
1777291272.1509802,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291272.3113747,Left,0,0,49680,15891,0,0,0,0,50964,3350,57348,0,0,0,0,0,0,0
1777291272.3113747,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291272.3123753,Left,0,0,49680,15891,0,0,0,0,50964,3350,57348,0,0,0,0,0,0,0
1777291272.3123753,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291272.4992585,Left,0,0,34832,56338,0,0,0,0,27668,58901,56324,0,0,0,0,0,0,0
1777291272.4992585,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291272.5130656,Left,0,0,34832,56338,0,0,0,0,27668,58901,56324,0,0,0,0,0,0,0
1777291272.5130656,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291272.7303574,Left,0,0,32784,44306,0,0,0,0,13076,58389,56068,0,0,0,0,0,0,0
1777291272.7303574,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291272.9920664,Left,0,0,23056,44306,0,0,0,0,34580,55573,56324,0,0,0,0,0,0,0
1777291272.9920664,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291273.0093918,Left,0,0,23056,44306,0,0,0,0,34580,55573,56324,0,0,0,0,0,0,0
1777291273.0093918,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291273.2230713,Left,0,0,30224,32018,0,0,0,0,33300,54293,52228,0,0,0,0,0,0,0
1777291273.2230713,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291273.257911,Left,0,0,30224,32018,0,0,0,0,33300,54293,52228,0,0,0,0,0,0,0
1777291273.257911,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291273.3991814,Left,0,0,33552,38418,0,0,0,0,48916,56341,49668,0,0,0,0,0,0,0
1777291273.3991814,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291273.4183245,Left,0,0,33552,38418,0,0,0,0,48916,56341,49668,0,0,0,0,0,0,0
1777291273.4183245,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777291273.5233943,Left,0,0,37136,48658,0,0,0,0,57108,2582,50180,0,0,0,0,0,0,0
1777291273.5233943,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
