Recv_Timestamp,Side,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17
1777289581.5573132,Left,0,0,48913,18469,55045,0,0,0,4373,9765,43019,0,0,0,0,0,0,0
1777289581.5573132,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289581.6168537,Left,0,0,48913,18469,55045,0,0,0,4373,9765,43019,0,0,0,0,0,0,0
1777289581.6168537,Right,48137,45060,36099,0,0,0,45058,62726,8960,0,0,0,0,0,0,0,0,0
1777289581.7077355,Left,0,0,8206,1822,39428,0,0,0,52497,29470,21514,0,0,0,0,0,0,0
1777289581.7077355,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289581.8207593,Left,0,0,45577,12819,45569,0,0,0,49165,34579,42502,0,0,0,0,0,0,0
1777289581.8207593,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289581.867223,Left,0,0,45577,12819,45569,0,0,0,49165,34579,42502,0,0,0,0,0,0,0
1777289581.867223,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289582.0575387,Left,0,0,37639,37899,0,0,0,0,48906,39180,29444,0,0,0,0,0,0,0
1777289582.0575387,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289582.178229,Left,0,0,37639,37899,0,0,0,0,48906,39180,29444,0,0,0,0,0,0,0
1777289582.178229,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289582.3380573,Left,0,0,38919,38919,0,0,0,0,42761,33288,7683,0,0,0,0,0,0,0
1777289582.3380573,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289582.4084404,Left,0,0,38919,38919,0,0,0,0,42761,33288,7683,0,0,0,0,0,0,0
1777289582.4084404,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289582.4982061,Left,0,0,38919,38919,0,0,0,0,42761,33288,7683,0,0,0,0,0,0,0
1777289582.4982061,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289582.5481997,Left,0,0,36871,11523,0,0,0,0,25864,51971,6401,29184,0,0,0,0,0,0
1777289582.5481997,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289582.7080257,Left,0,49410,54277,0,0,0,0,42754,48389,0,0,3840,0,28162,0,0,0,0
1777289582.7080257,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289582.7784035,Left,0,49410,54277,0,0,0,0,42754,48389,0,0,3840,0,28162,0,0,0,0
1777289582.7784035,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289582.7877252,Left,0,47628,12292,0,0,0,0,29709,30722,0,0,0,0,53000,0,0,0,0
1777289582.7877252,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289582.958853,Left,0,47628,12292,0,0,0,0,29709,30722,0,0,0,0,53000,0,0,0,0
1777289582.958853,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289583.0085776,Left,0,56593,19459,0,0,0,0,29454,56065,0,0,0,0,3333,0,0,0,0
1777289583.0085776,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289583.0582445,Left,0,56593,19459,0,0,0,0,29454,56065,0,0,0,0,3333,0,0,0,0
1777289583.0582445,Right,0,0,27931,11013,0,0,0,0,64029,61445,0,0,0,0,0,0,0,0
1777289583.1380033,Left,0,7175,44034,0,0,0,0,60418,35840,0,0,0,0,0,0,0,0,0
1777289583.1380033,Right,0,0,27931,11013,0,0,0,0,64029,61445,0,0,0,0,0,0,0,0
1777289583.1774924,Left,0,7175,44034,0,0,0,0,60418,35840,0,0,0,0,0,0,0,0,0
1777289583.1774924,Right,0,0,5663,28437,0,0,0,0,17952,59155,0,0,0,0,45314,0,0,0
1777289583.3279357,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777289583.3279357,Right,0,0,63772,60439,45826,0,0,0,18976,12566,46083,0,0,0,6152,0,0,0
