Timestamp,Vicon_Frame_Num,Vicon_Recv_Timestamp,IMU_Recv_Timestamp,Planter_Recv_Timestamp,Vicon_Gap_Flag,Vicon_Gap_Size,IMU_Stale_ms,Planter_Stale_ms,IMU_Matched_Flag,Planter_Matched_Flag,IMU_Matched_Count,Planter_Matched_Count,IMU_All_Matched_Flag,Planter_Both_Matched_Flag,Vicon_Root_X,Vicon_Root_Y,Vicon_Root_Z,Vicon_L_Femur_X,Vicon_L_Femur_Y,Vicon_L_Femur_Z,Vicon_L_Tibia_X,Vicon_L_Tibia_Y,Vicon_L_Tibia_Z,Vicon_L_Foot_X,Vicon_L_Foot_Y,Vicon_L_Foot_Z,Vicon_L_Toe_X,Vicon_L_Toe_Y,Vicon_L_Toe_Z,Vicon_R_Femur_X,Vicon_R_Femur_Y,Vicon_R_Femur_Z,Vicon_R_Tibia_X,Vicon_R_Tibia_Y,Vicon_R_Tibia_Z,Vicon_R_Foot_X,Vicon_R_Foot_Y,Vicon_R_Foot_Z,Vicon_R_Toe_X,Vicon_R_Toe_Y,Vicon_R_Toe_Z,Vicon_LASI_X,Vicon_LASI_Y,Vicon_LASI_Z,Vicon_RASI_X,Vicon_RASI_Y,Vicon_RASI_Z,Vicon_LPSI_X,Vicon_LPSI_Y,Vicon_LPSI_Z,Vicon_RPSI_X,Vicon_RPSI_Y,Vicon_RPSI_Z,Vicon_LTHI_X,Vicon_LTHI_Y,Vicon_LTHI_Z,Vicon_LKNE_X,Vicon_LKNE_Y,Vicon_LKNE_Z,Vicon_LTIB_X,Vicon_LTIB_Y,Vicon_LTIB_Z,Vicon_LANK_X,Vicon_LANK_Y,Vicon_LANK_Z,Vicon_LHEE_X,Vicon_LHEE_Y,Vicon_LHEE_Z,Vicon_LTOE_X,Vicon_LTOE_Y,Vicon_LTOE_Z,Vicon_RTHI_X,Vicon_RTHI_Y,Vicon_RTHI_Z,Vicon_RKNE_X,Vicon_RKNE_Y,Vicon_RKNE_Z,Vicon_RTIB_X,Vicon_RTIB_Y,Vicon_RTIB_Z,Vicon_RANK_X,Vicon_RANK_Y,Vicon_RANK_Z,Vicon_RHEE_X,Vicon_RHEE_Y,Vicon_RHEE_Z,Vicon_RTOE_X,Vicon_RTOE_Y,Vicon_RTOE_Z,IMU_Trunk_Matched_Flag,IMU_Trunk_Recv_Timestamp,IMU_Trunk_Stale_ms,IMU_Trunk_Acc_X,IMU_Trunk_Acc_Y,IMU_Trunk_Acc_Z,IMU_Trunk_Gyro_X,IMU_Trunk_Gyro_Y,IMU_Trunk_Gyro_Z,IMU_Trunk_Roll,IMU_Trunk_Pitch,IMU_Trunk_Yaw,IMU_Trunk_Quat_x,IMU_Trunk_Quat_y,IMU_Trunk_Quat_z,IMU_Trunk_Quat_w,IMU_L_Femur_Matched_Flag,IMU_L_Femur_Recv_Timestamp,IMU_L_Femur_Stale_ms,IMU_L_Femur_Acc_X,IMU_L_Femur_Acc_Y,IMU_L_Femur_Acc_Z,IMU_L_Femur_Gyro_X,IMU_L_Femur_Gyro_Y,IMU_L_Femur_Gyro_Z,IMU_L_Femur_Roll,IMU_L_Femur_Pitch,IMU_L_Femur_Yaw,IMU_L_Femur_Quat_x,IMU_L_Femur_Quat_y,IMU_L_Femur_Quat_z,IMU_L_Femur_Quat_w,IMU_L_Tibia_Matched_Flag,IMU_L_Tibia_Recv_Timestamp,IMU_L_Tibia_Stale_ms,IMU_L_Tibia_Acc_X,IMU_L_Tibia_Acc_Y,IMU_L_Tibia_Acc_Z,IMU_L_Tibia_Gyro_X,IMU_L_Tibia_Gyro_Y,IMU_L_Tibia_Gyro_Z,IMU_L_Tibia_Roll,IMU_L_Tibia_Pitch,IMU_L_Tibia_Yaw,IMU_L_Tibia_Quat_x,IMU_L_Tibia_Quat_y,IMU_L_Tibia_Quat_z,IMU_L_Tibia_Quat_w,IMU_L_Foot_Matched_Flag,IMU_L_Foot_Recv_Timestamp,IMU_L_Foot_Stale_ms,IMU_L_Foot_Acc_X,IMU_L_Foot_Acc_Y,IMU_L_Foot_Acc_Z,IMU_L_Foot_Gyro_X,IMU_L_Foot_Gyro_Y,IMU_L_Foot_Gyro_Z,IMU_L_Foot_Roll,IMU_L_Foot_Pitch,IMU_L_Foot_Yaw,IMU_L_Foot_Quat_x,IMU_L_Foot_Quat_y,IMU_L_Foot_Quat_z,IMU_L_Foot_Quat_w,IMU_R_Femur_Matched_Flag,IMU_R_Femur_Recv_Timestamp,IMU_R_Femur_Stale_ms,IMU_R_Femur_Acc_X,IMU_R_Femur_Acc_Y,IMU_R_Femur_Acc_Z,IMU_R_Femur_Gyro_X,IMU_R_Femur_Gyro_Y,IMU_R_Femur_Gyro_Z,IMU_R_Femur_Roll,IMU_R_Femur_Pitch,IMU_R_Femur_Yaw,IMU_R_Femur_Quat_x,IMU_R_Femur_Quat_y,IMU_R_Femur_Quat_z,IMU_R_Femur_Quat_w,IMU_R_Tibia_Matched_Flag,IMU_R_Tibia_Recv_Timestamp,IMU_R_Tibia_Stale_ms,IMU_R_Tibia_Acc_X,IMU_R_Tibia_Acc_Y,IMU_R_Tibia_Acc_Z,IMU_R_Tibia_Gyro_X,IMU_R_Tibia_Gyro_Y,IMU_R_Tibia_Gyro_Z,IMU_R_Tibia_Roll,IMU_R_Tibia_Pitch,IMU_R_Tibia_Yaw,IMU_R_Tibia_Quat_x,IMU_R_Tibia_Quat_y,IMU_R_Tibia_Quat_z,IMU_R_Tibia_Quat_w,IMU_R_Foot_Matched_Flag,IMU_R_Foot_Recv_Timestamp,IMU_R_Foot_Stale_ms,IMU_R_Foot_Acc_X,IMU_R_Foot_Acc_Y,IMU_R_Foot_Acc_Z,IMU_R_Foot_Gyro_X,IMU_R_Foot_Gyro_Y,IMU_R_Foot_Gyro_Z,IMU_R_Foot_Roll,IMU_R_Foot_Pitch,IMU_R_Foot_Yaw,IMU_R_Foot_Quat_x,IMU_R_Foot_Quat_y,IMU_R_Foot_Quat_z,IMU_R_Foot_Quat_w,Planter_Left_Matched_Flag,Planter_Left_Recv_Timestamp,Planter_Left_Stale_ms,Planter_Left_0,Planter_Left_1,Planter_Left_2,Planter_Left_3,Planter_Left_4,Planter_Left_5,Planter_Left_6,Planter_Left_7,Planter_Left_8,Planter_Left_9,Planter_Left_10,Planter_Left_11,Planter_Left_12,Planter_Left_13,Planter_Left_14,Planter_Left_15,Planter_Left_16,Planter_Left_17,Planter_Right_Matched_Flag,Planter_Right_Recv_Timestamp,Planter_Right_Stale_ms,Planter_Right_0,Planter_Right_1,Planter_Right_2,Planter_Right_3,Planter_Right_4,Planter_Right_5,Planter_Right_6,Planter_Right_7,Planter_Right_8,Planter_Right_9,Planter_Right_10,Planter_Right_11,Planter_Right_12,Planter_Right_13,Planter_Right_14,Planter_Right_15,Planter_Right_16,Planter_Right_17
1777533213.3558033,185495,1777533198.780766,,,0,0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777533213.3568044,185496,1777533198.7898576,,,0,0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.769170132264996,510.99281205896114,872.3724064520059,148.63274734703162,510.2647700490941,864.090998043304,86.60267645953934,285.05531406838185,915.2577222507123,170.2643034352494,297.5376554502661,911.7870657216107,-90.46290018601219,447.1463642551356,734.5666448402419,-66.54828979493837,548.2501669888045,455.70137402061135,-97.23956526733039,541.6423980039086,222.43727249306616,-72.81883077876466,543.8721272504048,83.4082690916808,-18.845843004235316,477.4864946928252,54.76781165797074,-24.75193262107859,746.2139262652462,80.04106132185952,267.563846792467,422.83150531411917,692.2101842026763,227.345813340938,405.4121883756017,397.09083609642624,220.3154558922237,361.8403114343041,220.39117619227375,163.4297630058211,313.32446164266287,64.92757263204804,108.48296921789544,249.8093072247902,39.91281151045867,136.8914994369987,512.2096761590069,56.429534593773994,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777533213.3568044,185497,1777533198.8004642,,,0,0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.106318430057776,511.44578407243836,872.0590638101222,147.96317663077718,510.469684756982,863.9085449988589,85.37562336302759,285.34298847558966,914.9586229726997,168.8694480709941,297.6968124821945,911.482427051123,-91.07844498051583,447.82198759968855,733.9160628035744,-66.89543639513289,548.4892764296493,454.7551958770781,-97.05907568211471,540.6081680226268,221.53416982578375,-72.40870274212848,541.8504967472659,82.54211786572036,-18.357007739595996,475.43185595819506,54.45821360226856,-24.8722892185512,744.2600694935841,77.86949159272044,266.89852543375963,422.5090818171623,692.2227397427594,226.93322694494947,404.35435020772104,397.0452332954591,220.05665566111082,360.3218280058951,220.3749178734471,163.22865818215774,311.498457056774,64.82764224517202,108.320925474193,248.0114228488598,39.886370994775625,136.88175566435376,510.3818953689621,56.357544798361076,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777533213.3568044,185498,1777533198.8109767,,,0,0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.466749121390116,512.0174537962711,871.7609668009849,147.3439677179119,510.710259040572,863.7133536473514,83.9821869046921,285.8636328029138,914.4810540717407,167.65475547577748,297.810507785043,911.2855213472214,-91.61697696550245,448.5592351828964,733.2439323916966,-66.99525598775584,547.9357999991346,453.7862822720146,-96.99703267098205,539.3162413544344,220.47388060856215,-71.75522210910506,539.8611807089728,81.43907433893831,-17.673073503353933,473.2382576329044,54.02610494511748,-24.84509397897141,742.3107193643486,75.82855752785593,266.17177375617536,422.19165104860633,692.2307454194818,226.45069234879992,403.4254443343934,397.07669627832763,219.8585266464595,358.9667175547897,220.54277567140744,163.1495754123918,309.83492717646334,64.99613231093215,108.30840209030718,246.22552687316977,39.99167991827351,136.8102350595364,508.61191770573214,56.28650092142882,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777533213.3568044,185499,1777533198.8199773,,,0,0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.843936626255314,512.681539461259,871.4749042521389,146.71965033202522,511.0289869824012,863.540318942462,82.33915121041372,286.44980545673525,914.1564886974428,166.10441153729474,298.06746369850424,911.0797944364876,-92.30662801121782,449.44622051292134,732.5706955380895,-67.17774083512481,547.6399674978778,452.74660757066687,-96.74511004491465,537.8233875904065,219.4072603723775,-71.69798864515151,537.6322896138221,80.5727166718873,-17.16597863948473,470.967827975294,53.32340517001546,-24.75469363009274,740.1322682948214,73.98331256611156,265.37631081694246,421.8939572954999,692.2230090734118,226.02116772152752,402.47683420309653,397.06579785734255,219.58636100093435,357.5082576813449,220.60192043874153,163.46467884116745,308.0234697532429,65.33709758954855,108.24367426947528,244.3836095678612,40.06907696439939,136.7513849954713,506.9730457340971,56.289844651066176,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777533213.357804,185500,1777533198.829979,,,0,0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.24468799667102,513.4662041271175,871.1355614697983,146.14772553593593,511.4030585620971,863.4121360451171,80.83211601639562,287.0036804322134,913.8181456648889,164.62491527668672,298.31223528104937,910.942806262432,-92.92903154442017,450.2413519776618,731.8327361818174,-67.35462141417513,547.3263320931158,451.6091054309718,-96.61011824615471,536.4244304991179,218.23253990417996,-71.12624310385975,535.285860857212,79.34020962528203,-16.56364590222047,468.6235654172919,52.54334313902495,-24.513576150609534,737.8162084841082,72.35830661686354,264.6549045318237,421.61483193599076,692.2357962680655,225.51497745577475,401.5530792543957,397.05519611801367,219.3251884215952,356.15271636558,220.77244154379588,162.8657755811584,306.373639557433,65.03482749593896,108.18517073484628,242.6375475472986,40.169064541355844,136.68508783229157,505.1308351346619,56.16588868512287,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777533213.357804,185501,1777533198.8399816,,,0,0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.67499480039932,514.2705157057727,870.8538359278077,145.56562247015356,511.82829993008994,863.2350112114965,79.25183057956811,287.8531492122069,913.5525421273885,163.02336482312296,298.64692270156536,910.785752579868,-93.6620474972682,451.11583501694,731.0580922599805,-67.38220277617134,546.6243289946733,450.4144025493466,-96.37699066711109,534.8301738339725,217.01100387148173,-70.46580304863032,532.9497648968797,77.99144012096866,-16.055903889604238,466.2551774952664,51.46954594718509,-24.08995391301405,735.5087646366248,70.95859361130354,263.8978315440968,421.4027463679777,692.2658166896161,224.99130230450535,400.65529341055804,397.07924041859917,219.0798175184566,354.725255551993,220.86647419316392,162.726037110388,304.64362707648655,65.14591703169971,108.07803846039336,240.92146007793795,40.257577073162714,136.67978093421286,503.38563192811995,56.13325262957224,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777533213.3583086,185502,1777533198.8504941,,,0,0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.086295453854405,515.1489530989819,870.4578619631196,144.99175746149984,512.3772569457988,863.0602359807971,77.65375860187312,288.60132957329273,913.403107667638,161.3576987869602,299.1463800567725,910.644875869363,-94.38231041623624,451.95478820914,730.2209526202515,-67.67607189574466,546.4523660176924,449.0812134837067,-96.1626326972891,533.0405176765015,215.65018904431795,-69.89623940541502,530.4485676613065,76.60935571634423,-15.599809799967277,463.7949013530821,50.40778558520681,-23.39673586524511,733.0674189303685,69.4775924658362,263.0723704364319,421.17253251750645,692.2629402005665,224.4785882204721,399.800855520895,397.13418851873774,218.76522403999022,353.3722615615708,221.06282782987907,162.5012376251897,302.9046971036766,65.155671963611,108.00616925082748,239.13416958027523,40.24237892360231,136.60144398724768,501.70899463105707,56.0776681517711,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777533213.3583086,185503,1777533198.8608673,,,0,0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.542559381777906,516.2396197736871,870.0670493273884,144.47159755469553,512.9528859292086,862.8631019580038,75.90141795487033,289.6743924979227,913.0773277892175,159.80329579201197,299.67185770038753,910.5925444111211,-95.12280776173664,452.7447942208068,729.2734157835764,-67.7717895116612,545.2079292136511,447.8051444073547,-95.86368721353074,531.3006549849989,214.32587174927843,-69.45249182017805,527.9846150034289,75.18347214120331,-15.107943406515579,461.2408636762715,49.09930060640583,-22.59783511525804,730.4944567860002,68.07144791188013,262.2405211394418,420.98188999088615,692.2737544606107,223.98749401634507,398.9026184201628,397.1537869444259,218.48656491411717,351.9828290344129,221.24897216684485,162.48518692105228,301.22731571012827,65.23710085022262,107.89369762457855,237.45237675382486,40.336047834973115,136.52321694602867,500.03328442696824,56.142809173084345,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777533213.3583086,185504,1777533198.8698661,,,0,0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.97970101233873,517.3170378291755,869.601675362947,143.91909313670746,513.6563029039195,862.5939330011286,73.97358008069041,290.7694350831809,912.7805611393204,157.98471154179282,300.3605147915097,910.4218671296998,-95.8688554970002,453.47379609152205,728.2473206393989,-67.91140412182,544.2838796761152,446.31560892315304,-95.5313017890846,529.6120697837517,212.94223784850115,-69.19699233699929,525.5065387029,73.90663106237977,-14.630812206522267,458.6459573540705,47.640567338293515,-21.599323638146984,727.8291139354475,66.62662285154106,261.4226120655614,420.8153799280762,692.3040222433938,223.40834356832622,398.0115250761344,397.21610153542406,218.1327664247027,350.5885923307591,221.37121393738062,162.31675032100677,299.4913143076799,65.24407672952772,107.83422820116493,235.72051303226996,40.52131154454556,136.47804293988847,498.2299028824436,56.01761494825732,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
