Recv_Timestamp,Side,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17
1777530361.8306463,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530361.8306463,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.106242,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.106242,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.364104,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.364104,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.3735728,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.3735728,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.5177722,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.5177722,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.6435008,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.6435008,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.7197812,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.7197812,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.8906872,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.8906872,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.9882305,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530362.9882305,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530363.183396,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530363.183396,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530363.21728,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530363.21728,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530363.397783,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530363.397783,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530363.4556625,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530363.4556625,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530363.6620195,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530363.6620195,Right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777530363.7101514,Left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
