Recv_Timestamp,Device_Name,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Roll,Pitch,Yaw,Quat_x,Quat_y,Quat_z,Quat_w
1777287875.530703,Trunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.530703,L_Femur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.530703,L_Tibia,1.1724,6.5987,-6.7949,-3.2349,-0.4883,1.2207,134.5441,-6.059,-30.3333,0.8943,0.2213,-0.148,0.3596
1777287875.530703,L_Foot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.530703,R_Femur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.530703,R_Tibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.530703,R_Foot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.530703,Trunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.530703,L_Femur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.530703,L_Tibia,1.1724,6.5987,-6.7949,-3.2349,-0.4883,1.2207,134.5441,-6.059,-30.3333,0.8943,0.2213,-0.148,0.3596
1777287875.530703,L_Foot,-0.8422,0.6125,9.9436,-1.6479,-1.2817,0.3052,3.5596,4.9823,-140.3339,-0.0303,0.0439,-0.9389,0.3401
1777287875.530703,R_Femur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.530703,R_Tibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.530703,R_Foot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.531692,Trunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.531692,L_Femur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.531692,L_Tibia,1.1724,6.5987,-6.7949,-3.2349,-0.4883,1.2207,134.5441,-6.059,-30.3333,0.8943,0.2213,-0.148,0.3596
1777287875.531692,L_Foot,-0.8422,0.6125,9.9436,-1.6479,-1.2817,0.3052,3.5596,4.9823,-140.3339,-0.0303,0.0439,-0.9389,0.3401
1777287875.531692,R_Femur,-1.7274,5.7661,7.7807,-1.1597,-0.7324,3.1128,38.0511,10.6403,-44.8956,0.2665,0.205,-0.3315,0.8815
1777287875.531692,R_Tibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.531692,R_Foot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.531692,Trunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.531692,L_Femur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1777287875.531692,L_Tibia,1.1724,6.5987,-6.7949,-3.2349,-0.4883,1.2207,134.5441,-6.059,-30.3333,0.8943,0.2213,-0.148,0.3596
1777287875.531692,L_Foot,-0.8422,0.6125,9.9436,-1.6479,-1.2817,0.3052,3.5596,4.9823,-140.3339,-0.0303,0.0439,-0.9389,0.3401
1777287875.531692,R_Femur,-1.7274,5.7661,7.7807,-1.1597,-0.7324,3.1128,38.0511,10.6403,-44.8956,0.2665,0.205,-0.3315,0.8815
1777287875.531692,R_Tibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
