session_id,trial_id,timestamp_wall,timestamp_mono,device_name,seq,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw,quat_x,quat_y,quat_z,quat_w
independent_20260430_071409,trial_001,1777504450.0023055,227240.9777132,L_Femur,1,-3.1773,-7.6993,5.3067,-0.1831,-0.061,-0.1831,-55.2283,18.7152,-72.1472,-0.4545,-0.1528,-0.5757,0.6623
independent_20260430_071409,trial_001,1777504450.004331,227240.979789,L_Tibia,1,0.1388,-3.9717,9.1014,-0.1831,-0.2441,0.4272,-23.5712,-0.7855,40.2319,-0.1941,0.0639,0.338,0.9187
independent_20260430_071409,trial_001,1777504450.004331,227240.9799871,L_Foot,1,3.0577,-7.8955,-4.6177,-0.5493,-0.2441,0.3052,-120.3387,-18.49,42.0392,-0.8279,0.2325,0.3062,0.4083
independent_20260430_071409,trial_001,1777504450.004331,227240.980245,R_Femur,1,-9.7282,-0.6747,-0.268,0.7324,-0.4883,-0.5493,-112.099,85.7593,-98.7067,-0.6843,-0.2137,-0.6782,-0.1617
independent_20260430_071409,trial_001,1777504450.0053387,227240.9804303,Trunk,1,-3.4357,-6.6466,-6.1585,0.3662,-0.1831,-0.7324,-132.8412,20.7422,118.8391,-0.3967,0.8128,0.2548,0.3422
independent_20260430_071409,trial_001,1777504450.0053387,227240.9806034,L_Femur,2,-3.1821,-7.6993,5.3115,-0.1831,-0.061,-0.1831,-55.2283,18.7152,-72.1472,-0.4545,-0.1528,-0.5757,0.6623
independent_20260430_071409,trial_001,1777504450.0053387,227240.98076,L_Tibia,2,0.1388,-3.9717,9.1062,-0.1831,-0.2441,0.4272,-23.5712,-0.7855,40.2319,-0.1941,0.0639,0.338,0.9187
independent_20260430_071409,trial_001,1777504450.0053387,227240.9808972,L_Foot,2,3.0577,-7.9003,-4.6177,-0.5493,-0.3052,0.3052,-120.3333,-18.49,42.0392,-0.8279,0.2325,0.3062,0.4084
independent_20260430_071409,trial_001,1777504450.0053387,227240.9810642,R_Femur,2,-9.7282,-0.6699,-0.268,0.6714,-0.5493,-0.4883,-112.0935,85.7593,-98.7067,-0.6843,-0.2136,-0.6782,-0.1617
independent_20260430_071409,trial_001,1777504450.0053387,227240.9812157,R_Tibia,1,-4.7708,-7.9242,3.3209,0.1831,-0.3052,0.3662,-67.2583,29.0369,173.15,0.1763,0.5476,0.7963,0.1867
independent_20260430_071409,trial_001,1777504450.006339,227240.981369,R_Foot,1,-7.4792,-3.9478,-4.632,0.4883,0.061,-0.1221,-139.5648,50.9052,-36.6669,-0.851,-0.1255,-0.481,0.1694
independent_20260430_071409,trial_001,1777504450.006339,227240.9815108,Trunk,2,-3.431,-6.6418,-6.1585,0.4883,-0.1831,-0.7324,-132.8412,20.7422,118.8391,-0.3967,0.8128,0.2548,0.3422
