session_id,trial_id,timestamp_wall,timestamp_mono,device_name,seq,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw,quat_x,quat_y,quat_z,quat_w
independent_20260430_071101,trial_001,1777504261.8528566,227052.8287534,R_Foot,1,0.0718,5.0866,9.2784,1.2817,42.5415,42.0532,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8553946,227052.8307799,R_Foot,2,-0.78,4.833,8.3501,-0.4272,42.9688,35.1562,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8553946,227052.8308894,R_Foot,3,-0.1196,4.8187,8.886,20.0806,35.0342,33.6914,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8553946,227052.8310056,R_Foot,4,-0.3493,4.7229,9.02,15.564,13.9771,19.4092,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8553946,227052.8310971,R_Foot,5,0.3732,4.7469,9.0009,52.7344,8.1177,-8.5449,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8553946,227052.8312109,R_Foot,6,-0.7896,5.412,8.3645,7.7515,5.0659,8.2397,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8553946,227052.831296,R_Foot,7,-0.3637,5.144,8.8143,34.1187,0.7935,-1.2207,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8564012,227052.8313964,R_Foot,8,-1.0384,5.4646,7.5318,4.2725,4.1504,0.5493,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8564012,227052.8314949,R_Foot,9,-1.3398,5.4934,8.1874,9.7046,14.2822,-2.0752,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8564012,227052.8315786,R_Foot,10,-1.1102,5.144,7.9625,-0.5493,1.5869,4.4556,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8564012,227052.8316877,R_Foot,11,-1.2824,5.302,8.3692,-2.6245,2.5024,4.0283,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8564012,227052.831779,R_Foot,12,-2.0146,5.5795,8.4937,-3.3569,4.1504,18.1274,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8564012,227052.8318601,R_Foot,13,-0.646,5.0531,8.6276,-4.5166,-4.5776,17.8223,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8564012,227052.8319718,R_Foot,14,-0.6986,5.1775,8.7281,10.498,7.5073,-2.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8564012,227052.8320574,R_Foot,15,-1.0336,5.278,8.6372,1.1597,-4.6387,14.3433,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8564012,227052.8321685,R_Foot,16,-0.646,5.4312,8.1683,-3.8452,-4.3945,8.3618,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8564012,227052.8322577,R_Foot,17,-0.6316,5.5029,8.5654,10.0708,5.6763,-7.6904,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8574011,227052.8323359,R_Foot,18,-1.0432,5.5604,7.8046,-0.1831,-4.6997,3.1738,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8574011,227052.8324402,R_Foot,19,-0.6221,5.6608,8.8334,2.0752,5.7983,6.5308,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8574011,227052.8325277,R_Foot,20,-0.8183,5.7374,8.2735,5.0659,4.2725,5.3101,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8574011,227052.8326334,R_Foot,21,0.1771,5.5556,8.8382,5.6152,0.6104,0.4272,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8574011,227052.8327203,R_Foot,22,-0.89,5.6369,9.0104,18.3716,2.9297,3.2349,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8574011,227052.8327986,R_Foot,23,-0.1962,5.0866,8.1013,23.6206,2.5024,-4.2114,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8574011,227052.8329058,R_Foot,24,-0.8757,5.0053,7.6084,17.4561,4.3945,-9.1553,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8574011,227052.8330325,R_Foot,25,-1.871,5.6034,7.4026,18.3105,11.7798,8.5449,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8574011,227052.8331279,R_Foot,26,-1.2729,5.68,7.417,-15.8691,17.7612,13.7329,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8574011,227052.8332105,R_Foot,27,-1.6652,6.192,7.752,-27.6489,14.8315,15.2588,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8574011,227052.8333241,R_Foot,28,-1.4068,5.8953,8.5846,-10.437,12.6343,20.874,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8584027,227052.8334497,R_Foot,29,-0.3541,5.0771,7.9529,3.2349,-2.1973,-1.4038,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8584027,227052.833529,R_Foot,30,-1.0432,5.1919,7.4218,2.8687,1.5259,-21.5454,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8584027,227052.8336355,R_Foot,31,-1.426,5.7135,7.8477,-11.8408,-14.0381,-2.2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8584027,227052.8337176,R_Foot,32,0.1866,5.1297,7.7998,-22.1558,-4.6387,-13.5498,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8584027,227052.8338571,R_Foot,33,-1.2729,5.3211,8.1108,-31.0669,-14.8926,-11.7188,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8584027,227052.8339939,R_Foot,34,-0.6077,5.546,9.4172,-17.9443,-47.2412,2.3193,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8584027,227052.834115,R_Foot,35,1.0527,4.1966,8.8095,-3.3569,-97.5342,-18.7988,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8584027,227052.8342102,R_Foot,36,-1.67,6.125,7.6467,-72.4487,-143.9209,25.6958,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8594,227052.8343547,R_Foot,37,-2.3017,5.2397,7.4792,-110.2295,-168.5791,99.6704,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8594,227052.8345064,R_Foot,38,3.0434,1.225,10.9293,-32.7759,-243.042,127.9907,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8609076,227052.836195,R_Foot,39,6.2159,4.1009,9.0296,-21.4844,-263.2446,-15.0146,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8609076,227052.836301,R_Foot,40,18.2506,-2.4452,25.5097,507.5684,37.5977,-180.603,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8609076,227052.836389,R_Foot,41,-4.9096,4.6368,-5.3498,196.167,35.2173,-60.4858,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8609076,227052.8364729,R_Foot,42,0.0861,7.0438,0.3158,-147.583,-78.9185,33.5083,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8609076,227052.8365538,R_Foot,43,2.6366,5.8331,7.6371,22.2168,109.375,-94.3604,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8609076,227052.8366336,R_Foot,44,0.8422,6.5509,4.8952,-90.8813,29.6021,11.8408,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8609076,227052.8367136,R_Foot,45,5.1345,5.2972,13.4798,-10.6812,149.7192,-68.2373,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8609076,227052.836793,R_Foot,46,0.1483,5.412,9.2784,44.5557,99.5483,-54.8096,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8619137,227052.8368719,R_Foot,47,-0.6173,5.5556,8.13,43.8843,85.9375,-40.5884,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8619137,227052.83695,R_Foot,48,-0.8805,5.4407,8.24,8.4839,119.9951,5.0659,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8619137,227052.8370276,R_Foot,49,-0.1675,6.1346,9.2928,31.5552,87.7686,-3.6011,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8619137,227052.8371045,R_Foot,50,-1.9093,5.8522,8.5654,42.2363,65.4297,11.3525,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8619137,227052.8371806,R_Foot,51,-0.8518,5.0196,7.996,37.2925,49.4385,21.3623,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8619137,227052.8372567,R_Foot,52,-1.3351,5.302,8.0582,29.4189,129.7607,-9.0942,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8619137,227052.8375337,R_Foot,53,-1.6126,6.2063,9.0535,73.7915,2.2583,-49.1333,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8619137,227052.8376294,R_Foot,54,-2.0863,5.5029,9.666,107.4829,-49.8657,8.728,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8619137,227052.8377101,R_Foot,55,-2.3352,5.211,1.9619,70.3735,30.3955,-42.3584,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8619137,227052.837788,R_Foot,56,-1.2441,9.5033,4.565,26.5503,35.0952,-76.0498,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8629134,227052.8378648,R_Foot,57,-2.7467,5.6848,7.015,24.5972,-50.5371,-85.6934,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8629134,227052.8379473,R_Foot,58,-5.9671,7.7663,6.0389,0.9155,-53.5889,-10.8643,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8629134,227052.8380266,R_Foot,59,-2.1198,6.8284,6.4121,18.6768,-16.6626,25.3906,0.0,0.0,0.0,0.0,0.0,0.0,1.0
independent_20260430_071101,trial_001,1777504261.8629134,227052.8381033,R_Foot,60,-1.7944,7.6036,5.5986,-13.6719,-18.1274,31.311,0.0,0.0,0.0,0.0,0.0,0.0,1.0
